efg_pct,fta_rate,game_id,opp_efg_pct,opp_fta_rate,opp_oreb_pct,opp_tov_pct,opponent_id,oreb_pct,period,season,team_id,tm_tov_pct,team
0.581,0.213,21400008,0.456,0.367,0.333,0.102,1610612761,0.238,f,2014,1610612737,0.197,Hawks
0.558,0.478,21400032,0.457,0.259,0.244,0.185,1610612754,0.083,f,2014,1610612737,0.139,Hawks
0.457,0.12,21400064,0.486,0.551,0.289,0.219,1610612759,0.204,f,2014,1610612737,0.139,Hawks
0.523,0.302,21400071,0.506,0.278,0.256,0.173,1610612766,0.159,f,2014,1610612737,0.158,Hawks
0.463,0.444,21400084,0.524,0.131,0.31,0.165,1610612752,0.279,f,2014,1610612737,0.096,Hawks
0.451,0.394,21400100,0.47,0.145,0.275,0.172,1610612752,0.237,f,2014,1610612737,0.177,Hawks
0.572,0.237,21400110,0.529,0.14,0.195,0.117,1610612762,0.371,f,2014,1610612737,0.237,Hawks
0.633,0.307,21400124,0.541,0.338,0.132,0.149,1610612748,0.1,f,2014,1610612737,0.137,Hawks
0.461,0.144,21400133,0.65,0.144,0.316,0.143,1610612739,0.239,f,2014,1610612737,0.183,Hawks
0.535,0.271,21400155,0.575,0.253,0.342,0.116,1610612747,0.295,f,2014,1610612737,0.118,Hawks
0.506,0.325,21400174,0.398,0.289,0.255,0.13,1610612765,0.2,f,2014,1610612737,0.107,Hawks
0.465,0.4,21400205,0.482,0.345,0.34,0.198,1610612764,0.279,f,2014,1610612737,0.111,Hawks
0.573,0.293,21400215,0.598,0.402,0.324,0.114,1610612761,0.265,f,2014,1610612737,0.144,Hawks
0.533,0.289,21400225,0.444,0.18,0.34,0.13,1610612740,0.297,f,2014,1610612737,0.194,Hawks
0.613,0.213,21400237,0.358,0.182,0.25,0.128,1610612766,0.167,f,2014,1610612737,0.154,Hawks
0.591,0.171,21400254,0.56,0.155,0.25,0.222,1610612738,0.108,f,2014,1610612737,0.16,Hawks
0.622,0.311,21400267,0.609,0.5,0.138,0.204,1610612748,0.161,f,2014,1610612737,0.194,Hawks
0.512,0.296,21400280,0.394,0.238,0.184,0.193,1610612751,0.125,f,2014,1610612737,0.114,Hawks
0.471,0.218,21400295,0.398,0.14,0.333,0.145,1610612743,0.234,f,2014,1610612737,0.125,Hawks
0.578,0.351,21400301,0.494,0.202,0.163,0.169,1610612754,0.15,f,2014,1610612737,0.162,Hawks
0.473,0.143,21400319,0.458,0.306,0.163,0.194,1610612755,0.333,f,2014,1610612737,0.182,Hawks
0.429,0.346,21400330,0.448,0.208,0.196,0.202,1610612753,0.119,f,2014,1610612737,0.124,Hawks
0.464,0.286,21400343,0.568,0.284,0.179,0.164,1610612753,0.237,f,2014,1610612737,0.114,Hawks
0.476,0.205,21400358,0.409,0.151,0.3,0.16,1610612741,0.106,f,2014,1610612737,0.105,Hawks
0.75,0.211,21400370,0.5,0.256,0.227,0.1,1610612739,0.207,f,2014,1610612737,0.105,Hawks
0.581,0.324,21400396,0.483,0.209,0.313,0.169,1610612745,0.125,f,2014,1610612737,0.157,Hawks
0.537,0.333,21400413,0.494,0.222,0.26,0.149,1610612742,0.15,f,2014,1610612737,0.164,Hawks
0.526,0.461,21400420,0.462,0.304,0.32,0.102,1610612746,0.205,f,2014,1610612737,0.145,Hawks
0.434,0.184,21400434,0.557,0.291,0.167,0.153,1610612749,0.19,f,2014,1610612737,0.237,Hawks
0.417,0.211,21400449,0.463,0.175,0.277,0.206,1610612749,0.333,f,2014,1610612737,0.156,Hawks
0.57,0.329,21400466,0.518,0.25,0.229,0.196,1610612739,0.184,f,2014,1610612737,0.152,Hawks
0.444,0.37,21400492,0.43,0.279,0.321,0.15,1610612762,0.268,f,2014,1610612737,0.117,Hawks
0.548,0.369,21400501,0.522,0.129,0.234,0.171,1610612757,0.233,f,2014,1610612737,0.138,Hawks
0.525,0.407,21400519,0.493,0.446,0.19,0.207,1610612746,0.159,f,2014,1610612737,0.119,Hawks
0.535,0.319,21400526,0.475,0.139,0.216,0.217,1610612763,0.205,f,2014,1610612737,0.195,Hawks
0.549,0.293,21400540,0.464,0.188,0.204,0.079,1610612765,0.146,f,2014,1610612737,0.139,Hawks
0.562,0.27,21400558,0.507,0.197,0.216,0.211,1610612764,0.295,f,2014,1610612737,0.094,Hawks
0.552,0.184,21400568,0.467,0.329,0.273,0.202,1610612755,0.395,f,2014,1610612737,0.194,Hawks
0.562,0.37,21400580,0.476,0.169,0.31,0.182,1610612738,0.182,f,2014,1610612737,0.132,Hawks
0.696,0.232,21400592,0.463,0.207,0.3,0.197,1610612761,0.148,f,2014,1610612737,0.191,Hawks
0.542,0.25,21400602,0.519,0.25,0.184,0.137,1610612741,0.2,f,2014,1610612737,0.106,Hawks
0.494,0.167,21400613,0.409,0.317,0.351,0.206,1610612765,0.109,f,2014,1610612737,0.114,Hawks
0.583,0.333,21400628,0.429,0.333,0.227,0.185,1610612754,0.22,f,2014,1610612737,0.166,Hawks
0.542,0.157,21400642,0.471,0.207,0.196,0.131,1610612760,0.27,f,2014,1610612737,0.194,Hawks
0.625,0.225,21400661,0.563,0.352,0.344,0.193,1610612750,0.235,f,2014,1610612737,0.111,Hawks
0.537,0.317,21400683,0.5,0.207,0.214,0.104,1610612751,0.316,f,2014,1610612737,0.138,Hawks
0.542,0.262,21400697,0.511,0.126,0.205,0.17,1610612757,0.159,f,2014,1610612737,0.13,Hawks
0.5,0.231,21400708,0.469,0.185,0.217,0.162,1610612755,0.19,f,2014,1610612737,0.133,Hawks
0.489,0.191,21400722,0.552,0.267,0.425,0.141,1610612740,0.205,f,2014,1610612737,0.064,Hawks
0.544,0.338,21400732,0.468,0.39,0.119,0.123,1610612764,0.2,f,2014,1610612737,0.145,Hawks
0.591,0.481,21400749,0.515,0.146,0.358,0.134,1610612744,0.111,f,2014,1610612737,0.127,Hawks
0.488,0.138,21400767,0.408,0.228,0.333,0.115,1610612763,0.073,f,2014,1610612737,0.146,Hawks
0.57,0.233,21400779,0.478,0.237,0.469,0.167,1610612750,0.27,f,2014,1610612737,0.124,Hawks
0.468,0.295,21400789,0.376,0.215,0.291,0.104,1610612738,0.111,f,2014,1610612737,0.126,Hawks
0.375,0.239,21400805,0.516,0.083,0.3,0.142,1610612761,0.315,f,2014,1610612737,0.223,Hawks
0.454,0.241,21400822,0.472,0.25,0.229,0.258,1610612749,0.348,f,2014,1610612737,0.2,Hawks
0.535,0.188,21400843,0.456,0.225,0.295,0.176,1610612742,0.244,f,2014,1610612737,0.118,Hawks
0.531,0.148,21400858,0.506,0.163,0.244,0.201,1610612753,0.268,f,2014,1610612737,0.193,Hawks
0.494,0.253,21400871,0.438,0.259,0.326,0.232,1610612748,0.195,f,2014,1610612737,0.2,Hawks
0.5,0.244,21400892,0.511,0.1,0.167,0.131,1610612745,0.214,f,2014,1610612737,0.148,Hawks
0.548,0.202,21400915,0.514,0.478,0.27,0.197,1610612739,0.289,f,2014,1610612737,0.139,Hawks
0.461,0.208,21400927,0.437,0.179,0.315,0.158,1610612755,0.116,f,2014,1610612737,0.194,Hawks
0.716,0.08,21400939,0.531,0.247,0.41,0.178,1610612758,0.294,f,2014,1610612737,0.138,Hawks
0.475,0.333,21400958,0.577,0.238,0.314,0.188,1610612743,0.195,f,2014,1610612737,0.175,Hawks
0.518,0.145,21400974,0.474,0.269,0.262,0.191,1610612756,0.171,f,2014,1610612737,0.129,Hawks
0.48,0.355,21400989,0.441,0.176,0.413,0.233,1610612747,0.167,f,2014,1610612737,0.138,Hawks
0.524,0.357,21400998,0.512,0.309,0.231,0.194,1610612758,0.2,f,2014,1610612737,0.12,Hawks
0.402,0.345,21401014,0.607,0.238,0.256,0.179,1610612744,0.306,f,2014,1610612737,0.15,Hawks
0.579,0.305,21401026,0.589,0.31,0.27,0.123,1610612760,0.171,f,2014,1610612737,0.113,Hawks
0.55,0.088,21401039,0.604,0.207,0.303,0.168,1610612759,0.154,f,2014,1610612737,0.198,Hawks
0.489,0.111,21401062,0.429,0.256,0.233,0.181,1610612753,0.273,f,2014,1610612737,0.145,Hawks
0.556,0.333,21401077,0.457,0.183,0.25,0.197,1610612748,0.143,f,2014,1610612737,0.18,Hawks
0.517,0.163,21401087,0.6,0.275,0.194,0.098,1610612766,0.167,f,2014,1610612737,0.114,Hawks
0.513,0.304,21401103,0.48,0.307,0.302,0.172,1610612749,0.316,f,2014,1610612737,0.124,Hawks
0.524,0.119,21401109,0.56,0.205,0.225,0.119,1610612765,0.293,f,2014,1610612737,0.191,Hawks
0.701,0.232,21401138,0.55,0.213,0.308,0.218,1610612751,0.206,f,2014,1610612737,0.135,Hawks
0.518,0.169,21401154,0.337,0.217,0.164,0.163,1610612756,0.222,f,2014,1610612737,0.156,Hawks
0.564,0.291,21401163,0.511,0.287,0.318,0.134,1610612751,0.233,f,2014,1610612737,0.112,Hawks
0.561,0.195,21401176,0.41,0.217,0.255,0.16,1610612766,0.209,f,2014,1610612737,0.149,Hawks
0.466,0.276,21401198,0.512,0.318,0.311,0.186,1610612764,0.159,f,2014,1610612737,0.117,Hawks
0.506,0.261,21401205,0.643,0.247,0.265,0.191,1610612752,0.286,f,2014,1610612737,0.085,Hawks
0.435,0.076,21401217,0.448,0.338,0.179,0.213,1610612741,0.189,f,2014,1610612737,0.15,Hawks
0.494,0.278,41400101,0.487,0.278,0.267,0.181,1610612751,0.146,f,2014,1610612737,0.145,Hawks
0.456,0.211,41400102,0.5,0.231,0.195,0.17,1610612751,0.163,f,2014,1610612737,0.091,Hawks
0.389,0.189,41400103,0.428,0.301,0.245,0.155,1610612751,0.259,f,2014,1610612737,0.161,Hawks
0.553,0.158,41400104,0.552,0.219,0.229,0.096,1610612751,0.383,f,2014,1610612737,0.177,Hawks
0.56,0.241,41400105,0.538,0.192,0.125,0.14,1610612751,0.211,f,2014,1610612737,0.116,Hawks
0.582,0.176,41400106,0.406,0.282,0.188,0.148,1610612751,0.146,f,2014,1610612737,0.123,Hawks
0.444,0.143,41400201,0.467,0.242,0.294,0.085,1610612764,0.291,f,2014,1610612737,0.111,Hawks
0.494,0.294,41400202,0.5,0.171,0.175,0.165,1610612764,0.25,f,2014,1610612737,0.105,Hawks
0.488,0.358,41400203,0.538,0.372,0.231,0.155,1610612764,0.19,f,2014,1610612737,0.114,Hawks
0.523,0.218,41400204,0.518,0.2,0.27,0.171,1610612764,0.244,f,2014,1610612737,0.132,Hawks
0.44,0.133,41400205,0.398,0.182,0.26,0.188,1610612764,0.283,f,2014,1610612737,0.25,Hawks
0.476,0.226,41400206,0.387,0.269,0.34,0.122,1610612764,0.245,f,2014,1610612737,0.157,Hawks
0.468,0.299,41400301,0.5,0.238,0.286,0.157,1610612739,0.159,f,2014,1610612737,0.13,Hawks
0.456,0.165,41400302,0.513,0.342,0.256,0.145,1610612739,0.163,f,2014,1610612737,0.124,Hawks
0.472,0.364,41400303,0.485,0.299,0.345,0.125,1610612739,0.14,f,2014,1610612737,0.068,Hawks
0.453,0.212,41400304,0.569,0.345,0.289,0.103,1610612739,0.14,f,2014,1610612737,0.085,Hawks
0.5,0.183,21500001,0.448,0.271,0.411,0.151,1610612765,0.163,f,2014,1610612737,0.155,Hawks
0.5,0.183,21500001,0.448,0.271,0.411,0.151,1610612765,0.163,f,2015,1610612737,0.155,Hawks
0.566,0.313,21500019,0.441,0.226,0.333,0.196,1610612752,0.179,f,2015,1610612737,0.155,Hawks
0.482,0.265,21500026,0.477,0.148,0.26,0.199,1610612766,0.163,f,2015,1610612737,0.15,Hawks
0.46,0.159,21500039,0.453,0.174,0.188,0.126,1610612766,0.2,f,2015,1610612737,0.114,Hawks
0.45,0.244,21500055,0.471,0.186,0.271,0.192,1610612748,0.308,f,2015,1610612737,0.161,Hawks
0.539,0.316,21500062,0.464,0.157,0.333,0.203,1610612751,0.171,f,2015,1610612737,0.157,Hawks
0.591,0.455,21500081,0.56,0.286,0.146,0.128,1610612740,0.188,f,2015,1610612737,0.148,Hawks
0.538,0.163,21500086,0.538,0.218,0.216,0.251,1610612764,0.233,f,2015,1610612737,0.145,Hawks
0.547,0.186,21500117,0.53,0.181,0.182,0.189,1610612740,0.2,f,2015,1610612737,0.133,Hawks
0.587,0.081,21500101,0.619,0.275,0.258,0.189,1610612750,0.111,f,2015,1610612737,0.167,Hawks
0.513,0.263,21500129,0.461,0.117,0.362,0.099,1610612738,0.132,f,2015,1610612737,0.176,Hawks
0.539,0.224,21500148,0.559,0.224,0.286,0.214,1610612762,0.211,f,2015,1610612737,0.166,Hawks
0.513,0.184,21500159,0.494,0.155,0.2,0.129,1610612751,0.186,f,2015,1610612737,0.212,Hawks
0.478,0.27,21500169,0.471,0.209,0.283,0.206,1610612758,0.235,f,2015,1610612737,0.121,Hawks
0.436,0.291,21500191,0.547,0.224,0.297,0.145,1610612739,0.231,f,2015,1610612737,0.124,Hawks
0.638,0.275,21500210,0.47,0.317,0.213,0.169,1610612738,0.207,f,2015,1610612737,0.201,Hawks
0.427,0.427,21500222,0.47,0.354,0.156,0.129,1610612750,0.283,f,2015,1610612737,0.145,Hawks
0.56,0.48,21500233,0.513,0.263,0.128,0.143,1610612763,0.158,f,2015,1610612737,0.105,Hawks
0.46,0.149,21500242,0.524,0.235,0.279,0.164,1610612759,0.245,f,2015,1610612737,0.182,Hawks
0.489,0.222,21500256,0.435,0.237,0.26,0.127,1610612760,0.286,f,2015,1610612737,0.142,Hawks
0.411,0.178,21500272,0.494,0.304,0.211,0.137,1610612761,0.236,f,2015,1610612737,0.125,Hawks
0.568,0.27,21500286,0.448,0.151,0.306,0.173,1610612747,0.25,f,2015,1610612737,0.187,Hawks
0.519,0.222,21500328,0.395,0.19,0.328,0.092,1610612742,0.162,f,2015,1610612737,0.153,Hawks
0.513,0.295,21500331,0.544,0.325,0.256,0.147,1610612760,0.106,f,2015,1610612737,0.107,Hawks
0.406,0.2,21500347,0.554,0.297,0.188,0.228,1610612759,0.14,f,2015,1610612737,0.175,Hawks
0.44,0.179,21500360,0.489,0.169,0.333,0.183,1610612748,0.152,f,2015,1610612737,0.143,Hawks
0.602,0.261,21400006,0.531,0.325,0.257,0.203,1610612751,0.231,f,2014,1610612738,0.127,Celtics
0.383,0.184,21400034,0.5,0.526,0.25,0.185,1610612745,0.264,f,2014,1610612738,0.107,Celtics
0.495,0.157,21400046,0.622,0.244,0.206,0.177,1610612742,0.431,f,2014,1610612738,0.163,Celtics
0.577,0.231,21400059,0.523,0.264,0.136,0.071,1610612761,0.486,f,2014,1610612738,0.289,Celtics
0.512,0.188,21400074,0.483,0.148,0.326,0.14,1610612754,0.243,f,2014,1610612738,0.126,Celtics
0.562,0.247,21400086,0.5,0.163,0.224,0.084,1610612741,0.206,f,2014,1610612738,0.127,Celtics
0.5,0.157,21400111,0.549,0.268,0.222,0.087,1610612760,0.175,f,2014,1610612738,0.099,Celtics
0.58,0.261,21400125,0.553,0.435,0.205,0.105,1610612739,0.2,f,2014,1610612738,0.134,Celtics
0.54,0.356,21400148,0.565,0.172,0.195,0.164,1610612756,0.256,f,2014,1610612738,0.175,Celtics
0.53,0.253,21400162,0.436,0.244,0.196,0.156,1610612755,0.167,f,2014,1610612738,0.15,Celtics
0.483,0.239,21400176,0.571,0.154,0.237,0.137,1610612763,0.18,f,2014,1610612738,0.12,Celtics
0.416,0.126,21400194,0.471,0.174,0.227,0.162,1610612757,0.211,f,2014,1610612738,0.083,Celtics
0.435,0.315,21400223,0.439,0.411,0.375,0.128,1610612741,0.261,f,2014,1610612738,0.123,Celtics
0.448,0.172,21400241,0.547,0.235,0.25,0.143,1610612759,0.255,f,2014,1610612738,0.155,Celtics
0.56,0.155,21400254,0.591,0.171,0.108,0.16,1610612737,0.25,f,2014,1610612738,0.222,Celtics
0.468,0.29,21400265,0.402,0.284,0.281,0.108,1610612765,0.17,f,2014,1610612738,0.118,Celtics
0.556,0.244,21400279,0.446,0.207,0.137,0.114,1610612747,0.244,f,2014,1610612738,0.159,Celtics
0.455,0.295,21400294,0.425,0.226,0.286,0.181,1610612764,0.2,f,2014,1610612738,0.15,Celtics
0.5,0.348,21400302,0.565,0.381,0.256,0.207,1610612764,0.271,f,2014,1610612738,0.147,Celtics
0.466,0.115,21400316,0.435,0.345,0.152,0.109,1610612766,0.14,f,2014,1610612738,0.149,Celtics
0.476,0.212,21400331,0.531,0.222,0.275,0.143,1610612752,0.293,f,2014,1610612738,0.182,Celtics
0.477,0.407,21400357,0.376,0.226,0.308,0.211,1610612755,0.333,f,2014,1610612738,0.205,Celtics
0.594,0.225,21400371,0.465,0.176,0.222,0.128,1610612753,0.212,f,2014,1610612738,0.147,Celtics
0.612,0.165,21400385,0.484,0.172,0.326,0.133,1610612750,0.353,f,2014,1610612738,0.141,Celtics
0.434,0.181,21400404,0.513,0.333,0.176,0.116,1610612748,0.304,f,2014,1610612738,0.166,Celtics
0.429,0.341,21400418,0.512,0.277,0.163,0.14,1610612753,0.191,f,2014,1610612738,0.119,Celtics
0.569,0.126,21400432,0.536,0.337,0.289,0.154,1610612751,0.143,f,2014,1610612738,0.139,Celtics
0.443,0.304,21400445,0.528,0.111,0.243,0.174,1610612764,0.17,f,2014,1610612738,0.181,Celtics
0.495,0.16,21400475,0.379,0.322,0.216,0.153,1610612758,0.205,f,2014,1610612738,0.107,Celtics
0.494,0.213,21400486,0.536,0.177,0.356,0.121,1610612742,0.2,f,2014,1610612738,0.137,Celtics
0.475,0.11,21400496,0.4,0.4,0.407,0.161,1610612741,0.222,f,2014,1610612738,0.188,Celtics
0.434,0.253,21400510,0.526,0.295,0.343,0.174,1610612766,0.217,f,2014,1610612738,0.062,Celtics
0.426,0.193,21400527,0.426,0.351,0.268,0.195,1610612751,0.22,f,2014,1610612738,0.077,Celtics
0.447,0.155,21400538,0.418,0.37,0.302,0.157,1610612754,0.245,f,2014,1610612738,0.102,Celtics
0.506,0.241,21400553,0.522,0.209,0.306,0.134,1610612761,0.214,f,2014,1610612738,0.179,Celtics
0.466,0.352,21400563,0.453,0.493,0.372,0.193,1610612740,0.37,f,2014,1610612738,0.115,Celtics
0.476,0.169,21400580,0.562,0.37,0.182,0.132,1610612737,0.31,f,2014,1610612738,0.182,Celtics
0.524,0.188,21400591,0.612,0.135,0.19,0.075,1610612741,0.282,f,2014,1610612738,0.147,Celtics
0.464,0.25,21400614,0.53,0.232,0.244,0.12,1610612746,0.261,f,2014,1610612738,0.147,Celtics
0.489,0.08,21400639,0.421,0.213,0.26,0.115,1610612757,0.238,f,2014,1610612738,0.167,Celtics
0.553,0.36,21400649,0.449,0.292,0.34,0.135,1610612743,0.205,f,2014,1610612738,0.16,Celtics
0.484,0.284,21400665,0.517,0.281,0.205,0.125,1610612744,0.255,f,2014,1610612738,0.13,Celtics
0.527,0.311,21400673,0.482,0.232,0.238,0.166,1610612762,0.147,f,2014,1610612738,0.15,Celtics
0.5,0.099,21400686,0.532,0.416,0.167,0.124,1610612750,0.188,f,2014,1610612738,0.131,Celtics
0.394,0.256,21400698,0.464,0.238,0.261,0.174,1610612745,0.269,f,2014,1610612738,0.122,Celtics
0.395,0.222,21400716,0.442,0.273,0.238,0.208,1610612748,0.182,f,2014,1610612738,0.147,Celtics
0.584,0.299,21400728,0.536,0.133,0.3,0.146,1610612752,0.324,f,2014,1610612738,0.183,Celtics
0.465,0.172,21400733,0.438,0.413,0.304,0.157,1610612743,0.358,f,2014,1610612738,0.129,Celtics
0.512,0.291,21400750,0.513,0.392,0.208,0.172,1610612755,0.25,f,2014,1610612738,0.104,Celtics
0.459,0.233,21400763,0.547,0.253,0.154,0.134,1610612749,0.244,f,2014,1610612738,0.116,Celtics
0.376,0.215,21400789,0.468,0.295,0.111,0.126,1610612737,0.291,f,2014,1610612738,0.104,Celtics
0.43,0.26,21400813,0.53,0.313,0.447,0.237,1610612758,0.322,f,2014,1610612738,0.106,Celtics
0.469,0.276,21400829,0.554,0.452,0.146,0.16,1610612747,0.245,f,2014,1610612738,0.157,Celtics
0.517,0.337,21400835,0.5,0.165,0.313,0.16,1610612756,0.205,f,2014,1610612738,0.139,Celtics
0.59,0.241,21400844,0.427,0.378,0.191,0.13,1610612752,0.2,f,2014,1610612738,0.143,Celtics
0.49,0.156,21400859,0.512,0.207,0.195,0.164,1610612766,0.259,f,2014,1610612738,0.083,Celtics
0.404,0.156,21400880,0.484,0.179,0.278,0.103,1610612744,0.344,f,2014,1610612738,0.077,Celtics
0.392,0.148,21400891,0.539,0.157,0.279,0.117,1610612739,0.216,f,2014,1610612738,0.153,Celtics
0.42,0.227,21400898,0.473,0.28,0.289,0.16,1610612762,0.231,f,2014,1610612738,0.034,Celtics
0.519,0.316,21400919,0.525,0.188,0.231,0.188,1610612740,0.163,f,2014,1610612738,0.117,Celtics
0.478,0.18,21400935,0.477,0.345,0.375,0.154,1610612753,0.321,f,2014,1610612738,0.17,Celtics
0.483,0.195,21400940,0.449,0.493,0.156,0.141,1610612748,0.372,f,2014,1610612738,0.123,Celtics
0.482,0.2,21400954,0.506,0.167,0.294,0.222,1610612763,0.279,f,2014,1610612738,0.174,Celtics
0.488,0.233,21400969,0.463,0.35,0.213,0.195,1610612753,0.2,f,2014,1610612738,0.167,Celtics
0.47,0.253,21400976,0.453,0.176,0.191,0.171,1610612754,0.214,f,2014,1610612738,0.126,Celtics
0.545,0.17,21400992,0.452,0.286,0.196,0.158,1610612755,0.139,f,2014,1610612738,0.109,Celtics
0.601,0.333,21401011,0.506,0.443,0.391,0.163,1610612760,0.282,f,2014,1610612738,0.19,Celtics
0.426,0.227,21401028,0.5,0.284,0.175,0.134,1610612759,0.269,f,2014,1610612738,0.162,Celtics
0.4,0.162,21401043,0.489,0.337,0.212,0.133,1610612765,0.286,f,2014,1610612738,0.121,Celtics
0.543,0.152,21401049,0.365,0.337,0.291,0.122,1610612751,0.2,f,2014,1610612738,0.1,Celtics
0.442,0.536,21401064,0.5,0.299,0.195,0.177,1610612748,0.25,f,2014,1610612738,0.184,Celtics
0.449,0.623,21401079,0.477,0.161,0.205,0.143,1610612752,0.25,f,2014,1610612738,0.169,Celtics
0.462,0.247,21401095,0.565,0.476,0.295,0.119,1610612746,0.184,f,2014,1610612738,0.096,Celtics
0.556,0.258,21401101,0.512,0.224,0.256,0.117,1610612766,0.302,f,2014,1610612738,0.075,Celtics
0.488,0.209,21401115,0.457,0.284,0.17,0.126,1610612754,0.184,f,2014,1610612738,0.103,Celtics
0.489,0.182,21401129,0.582,0.212,0.22,0.177,1610612749,0.2,f,2014,1610612738,0.165,Celtics
0.526,0.227,21401140,0.518,0.458,0.22,0.15,1610612761,0.245,f,2014,1610612738,0.137,Celtics
0.5,0.425,21401164,0.577,0.119,0.289,0.197,1610612765,0.25,f,2014,1610612738,0.115,Celtics
0.5,0.25,21401178,0.474,0.325,0.273,0.224,1610612739,0.268,f,2014,1610612738,0.154,Celtics
0.607,0.262,21401194,0.411,0.241,0.256,0.247,1610612739,0.154,f,2014,1610612738,0.093,Celtics
0.414,0.152,21401214,0.494,0.25,0.175,0.196,1610612761,0.321,f,2014,1610612738,0.136,Celtics
0.571,0.165,21401221,0.5,0.18,0.348,0.175,1610612749,0.2,f,2014,1610612738,0.17,Celtics
0.519,0.278,41400111,0.53,0.402,0.357,0.138,1610612739,0.184,f,2014,1610612738,0.146,Celtics
0.424,0.259,41400112,0.493,0.342,0.316,0.193,1610612739,0.271,f,2014,1610612738,0.119,Celtics
0.47,0.256,41400113,0.524,0.286,0.234,0.116,1610612739,0.209,f,2014,1610612738,0.154,Celtics
0.406,0.435,41400114,0.442,0.551,0.227,0.084,1610612739,0.216,f,2014,1610612738,0.134,Celtics
0.506,0.318,21500005,0.446,0.274,0.326,0.233,1610612755,0.238,f,2015,1610612738,0.164,Celtics
0.418,0.482,21500024,0.506,0.427,0.225,0.199,1610612761,0.137,f,2015,1610612738,0.15,Celtics
0.388,0.143,21500040,0.464,0.301,0.256,0.192,1610612759,0.281,f,2015,1610612738,0.154,Celtics
0.482,0.265,21500060,0.429,0.319,0.382,0.145,1610612754,0.319,f,2015,1610612738,0.197,Celtics
0.515,0.237,21500076,0.455,0.261,0.208,0.214,1610612764,0.3,f,2015,1610612738,0.156,Celtics
0.483,0.221,21500110,0.452,0.315,0.225,0.195,1610612749,0.304,f,2015,1610612738,0.139,Celtics
0.442,0.416,21500116,0.519,0.392,0.263,0.187,1610612754,0.205,f,2015,1610612738,0.178,Celtics
0.461,0.117,21500129,0.513,0.263,0.132,0.176,1610612737,0.362,f,2015,1610612738,0.099,Celtics
0.53,0.244,21500149,0.403,0.377,0.205,0.182,1610612760,0.324,f,2015,1610612738,0.186,Celtics
0.532,0.183,21500154,0.488,0.271,0.298,0.213,1610612745,0.333,f,2015,1610612738,0.191,Celtics
0.457,0.261,21500168,0.563,0.486,0.194,0.175,1610612742,0.304,f,2015,1610612738,0.137,Celtics
0.644,0.115,21500179,0.438,0.27,0.292,0.189,1610612751,0.189,f,2015,1610612738,0.159,Celtics
0.512,0.256,21500197,0.538,0.418,0.359,0.159,1610612751,0.222,f,2015,1610612738,0.173,Celtics
0.47,0.317,21500210,0.638,0.275,0.207,0.201,1610612737,0.213,f,2015,1610612738,0.169,Celtics
0.39,0.198,21500217,0.416,0.181,0.14,0.187,1610612755,0.204,f,2015,1610612738,0.162,Celtics
0.495,0.196,21500229,0.351,0.262,0.25,0.214,1610612764,0.365,f,2015,1610612738,0.148,Celtics
0.438,0.227,21500249,0.532,0.172,0.405,0.153,1610612753,0.196,f,2015,1610612738,0.12,Celtics
0.525,0.313,21500255,0.513,0.32,0.282,0.203,1610612748,0.308,f,2015,1610612738,0.168,Celtics
0.56,0.286,21500282,0.422,0.532,0.209,0.181,1610612758,0.14,f,2015,1610612738,0.153,Celtics
0.523,0.256,21500296,0.56,0.265,0.282,0.155,1610612759,0.234,f,2015,1610612738,0.142,Celtics
0.568,0.296,21500312,0.433,0.2,0.265,0.142,1610612740,0.244,f,2015,1610612738,0.172,Celtics
0.44,0.304,21500319,0.462,0.253,0.319,0.173,1610612741,0.271,f,2015,1610612738,0.116,Celtics
0.5,0.147,21500336,0.425,0.33,0.278,0.139,1610612744,0.148,f,2015,1610612738,0.114,Celtics
0.464,0.104,21500345,0.472,0.114,0.152,0.114,1610612766,0.063,f,2015,1610612738,0.049,Celtics
0.374,0.161,21500367,0.513,0.128,0.171,0.173,1610612739,0.231,f,2015,1610612738,0.11,Celtics
0.539,0.27,21500374,0.558,0.551,0.171,0.118,1610612765,0.256,f,2015,1610612738,0.167,Celtics
0.531,0.325,21400006,0.602,0.261,0.231,0.127,1610612738,0.257,f,2014,1610612751,0.203,Nets
0.523,0.149,21400033,0.428,0.461,0.217,0.079,1610612765,0.279,f,2014,1610612751,0.09,Nets
0.589,0.226,21400044,0.439,0.256,0.313,0.191,1610612760,0.237,f,2014,1610612751,0.088,Nets
0.488,0.207,21400060,0.45,0.244,0.271,0.13,1610612750,0.156,f,2014,1610612751,0.179,Nets
0.608,0.351,21400075,0.456,0.233,0.3,0.151,1610612752,0.2,f,2014,1610612751,0.178,Nets
0.506,0.277,21400090,0.573,0.213,0.139,0.181,1610612753,0.35,f,2014,1610612751,0.159,Nets
0.534,0.432,21400116,0.531,0.358,0.293,0.197,1610612756,0.2,f,2014,1610612751,0.192,Nets
0.455,0.225,21400121,0.517,0.233,0.292,0.114,1610612744,0.184,f,2014,1610612751,0.117,Nets
0.399,0.191,21400138,0.494,0.346,0.295,0.163,1610612757,0.261,f,2014,1610612751,0.096,Nets
0.479,0.371,21400149,0.493,0.375,0.294,0.169,1610612748,0.262,f,2014,1610612751,0.146,Nets
0.567,0.36,21400164,0.462,0.28,0.333,0.128,1610612749,0.222,f,2014,1610612751,0.194,Nets
