cfga,cfgm,dfga,dfgm,dist,drbc,ftast,game_id,opponent_id,orbc,pass,period,sast,season,spd,tchs,team_id,ufga,ufgm,team
37,16,33,11,9.99,60,0,21400255,1610612765,20,127,f,5,2014,0,127,1610612747,44,23,Lakers
53,18,35,20,9.99,53,2,21400264,1610612764,15,127,f,2,2014,0,127,1610612747,32,15,Lakers
68,29,30,21,9.99,47,3,21400279,1610612738,19,127,f,2,2014,0,127,1610612747,24,9,Lakers
52,20,45,19,9.99,43,1,21400300,1610612740,26,127,f,5,2014,0,127,1610612747,38,16,Lakers
56,29,22,13,9.99,44,1,21400315,1610612758,31,127,f,8,2014,0,127,1610612747,40,9,Lakers
64,31,44,29,9.99,58,1,21400339,1610612759,31,127,f,8,2014,0,127,1610612747,32,13,Lakers
47,22,36,18,9.99,65,2,21400351,1610612750,18,127,f,4,2014,0,127,1610612747,34,12,Lakers
58,16,30,12,9.99,47,3,21400356,1610612754,23,127,f,3,2014,0,127,1610612747,30,13,Lakers
51,23,26,13,9.99,58,4,21400392,1610612760,11,127,f,8,2014,0,127,1610612747,34,18,Lakers
59,23,29,15,9.99,51,3,21400402,1610612758,33,127,f,1,2014,0,127,1610612747,28,10,Lakers
49,23,34,17,9.99,49,1,21400426,1610612744,31,127,f,6,2014,0,127,1610612747,40,23,Lakers
52,23,47,20,9.99,59,3,21400430,1610612741,26,127,f,4,2014,0,127,1610612747,40,13,Lakers
56,20,24,15,9.99,53,1,21400439,1610612742,41,127,f,3,2014,0,127,1610612747,43,16,Lakers
59,29,28,15,9.99,41,2,21400458,1610612756,19,127,f,5,2014,0,127,1610612747,22,13,Lakers
43,22,34,16,9.99,66,2,21400471,1610612743,8,127,f,11,2014,0,127,1610612747,33,18,Lakers
53,32,33,16,9.99,52,2,21400494,1610612763,17,127,f,4,2014,0,127,1610612747,28,11,Lakers
43,19,30,16,9.99,52,7,21400508,1610612754,12,127,f,0,2014,0,127,1610612747,28,8,Lakers
49,22,17,9,9.99,52,1,21400517,1610612757,21,127,f,4,2014,0,127,1610612747,39,15,Lakers
52,21,24,20,9.99,52,2,21400534,1610612746,14,127,f,4,2014,0,127,1610612747,33,16,Lakers
54,18,26,8,9.99,55,3,21400548,1610612753,25,127,f,3,2014,0,127,1610612747,36,18,Lakers
38,19,23,8,9.99,52,3,21400562,1610612757,17,127,f,7,2014,0,127,1610612747,43,17,Lakers
63,22,40,25,9.99,45,2,21400573,1610612748,33,127,f,6,2014,0,127,1610612747,29,7,Lakers
49,23,24,12,9.99,48,2,21400586,1610612739,23,127,f,1,2014,0,127,1610612747,27,16,Lakers
45,19,39,14,9.99,58,3,21400597,1610612762,19,127,f,0,2014,0,127,1610612747,20,12,Lakers
45,18,15,12,9.99,51,1,21400622,1610612756,22,127,f,3,2014,0,127,1610612747,30,16,Lakers
46,15,37,22,9.99,50,4,21400632,1610612740,25,127,f,5,2014,0,127,1610612747,31,13,Lakers
46,21,37,20,9.99,61,1,21400648,1610612759,22,127,f,3,2014,0,127,1610612747,37,12,Lakers
48,21,19,8,9.99,61,0,21400667,1610612745,28,127,f,2,2014,0,127,1610612747,31,13,Lakers
40,21,28,18,9.99,49,1,21400680,1610612764,21,127,f,0,2014,0,127,1610612747,47,16,Lakers
73,33,48,20,9.99,63,2,21400695,1610612741,33,127,f,6,2014,0,127,1610612747,33,17,Lakers
45,13,23,12,9.99,55,1,21400717,1610612752,21,127,f,3,2014,0,127,1610612747,31,14,Lakers
68,27,19,10,9.99,49,1,21400736,1610612749,31,127,f,8,2014,0,127,1610612747,25,12,Lakers
57,19,39,23,9.99,50,2,21400748,1610612753,26,127,f,6,2014,0,127,1610612747,40,20,Lakers
66,29,27,17,9.99,37,2,21400766,1610612739,31,127,f,3,2014,0,127,1610612747,34,12,Lakers
61,26,28,21,9.99,37,3,21400787,1610612743,26,127,f,3,2014,0,127,1610612747,24,11,Lakers
54,20,16,7,9.99,58,1,21400798,1610612757,19,127,f,2,2014,0,127,1610612747,39,14,Lakers
47,25,38,19,9.99,58,2,21400815,1610612751,28,127,f,5,2014,0,127,1610612747,42,16,Lakers
48,24,32,15,9.99,60,1,21400829,1610612738,14,127,f,2,2014,0,127,1610612747,36,19,Lakers
54,25,39,16,9.99,51,3,21400851,1610612762,21,127,f,1,2014,0,127,1610612747,35,15,Lakers
47,26,37,19,9.99,66,1,21400868,1610612749,25,127,f,2,2014,0,127,1610612747,38,14,Lakers
43,20,49,23,9.99,65,0,21400878,1610612760,22,127,f,2,2014,0,127,1610612747,47,20,Lakers
46,19,21,9,9.99,54,2,21400890,1610612766,17,127,f,2,2014,0,127,1610612747,40,20,Lakers
48,20,38,19,9.99,63,2,21400905,1610612748,18,127,f,5,2014,0,127,1610612747,40,18,Lakers
51,24,30,21,9.99,59,2,21400918,1610612763,15,127,f,6,2014,0,127,1610612747,33,15,Lakers
50,24,12,9,9.99,42,2,21400937,1610612742,30,127,f,3,2014,0,127,1610612747,32,14,Lakers
47,20,32,16,9.99,62,4,21400951,1610612765,21,127,f,3,2014,0,127,1610612747,28,12,Lakers
59,24,14,11,9.99,52,0,21400966,1610612752,28,127,f,2,2014,0,127,1610612747,31,14,Lakers
47,17,23,18,9.99,50,1,21400989,1610612737,28,127,f,5,2014,0,127,1610612747,38,17,Lakers
50,19,28,16,9.99,52,1,21400999,1610612744,21,127,f,7,2014,0,127,1610612747,35,20,Lakers
51,21,16,8,9.99,40,2,21401019,1610612762,17,127,f,5,2014,0,127,1610612747,26,10,Lakers
46,22,47,20,9.99,63,1,21401047,1610612755,21,127,f,6,2014,0,127,1610612747,35,17,Lakers
47,28,49,29,9.99,35,2,21401056,1610612760,24,127,f,4,2014,0,127,1610612747,38,16,Lakers
39,21,34,21,9.99,53,2,21401067,1610612750,23,127,f,2,2014,0,127,1610612747,53,18,Lakers
48,22,41,19,9.99,42,2,21401080,1610612761,26,127,f,4,2014,0,127,1610612747,36,7,Lakers
53,25,40,22,9.99,46,0,21401093,1610612751,17,127,f,6,2014,0,127,1610612747,38,17,Lakers
42,20,40,19,9.99,64,3,21401102,1610612755,16,127,f,4,2014,0,127,1610612747,40,20,Lakers
44,20,30,17,9.99,38,0,21401123,1610612740,26,127,f,3,2014,0,127,1610612747,39,17,Lakers
42,19,21,13,9.99,49,0,21401136,1610612757,15,127,f,3,2014,0,127,1610612747,40,12,Lakers
37,16,24,15,9.99,46,2,21401153,1610612746,22,127,f,5,2014,0,127,1610612747,38,13,Lakers
48,21,22,12,9.99,52,3,21401159,1610612746,18,127,f,2,2014,0,127,1610612747,36,14,Lakers
45,24,34,18,9.99,41,5,21401169,1610612743,12,127,f,0,2014,0,127,1610612747,30,12,Lakers
45,23,14,10,9.99,42,0,21401186,1610612750,25,127,f,7,2014,0,127,1610612747,38,18,Lakers
47,19,28,14,9.99,46,5,21401201,1610612742,15,127,f,6,2014,0,127,1610612747,31,15,Lakers
47,21,34,18,9.99,43,0,21401211,1610612758,25,127,f,2,2014,0,127,1610612747,49,19,Lakers
51,18,30,19,9.99,42,1,21401230,1610612758,24,127,f,5,2014,0,127,1610612747,43,18,Lakers
60,22,17,11,9.99,56,1,21500017,1610612750,34,127,f,4,2015,0,127,1610612747,33,13,Lakers
37,21,0,0,9.99,55,3,21500031,1610612758,17,127,f,9,2015,0,127,1610612747,52,20,Lakers
55,18,29,11,9.99,61,2,21500045,1610612742,28,127,f,4,2015,0,127,1610612747,30,13,Lakers
49,16,29,17,9.99,49,0,21500059,1610612743,33,127,f,3,2015,0,127,1610612747,38,20,Lakers
51,19,28,17,9.99,72,3,21500077,1610612751,17,127,f,0,2015,0,127,1610612747,27,14,Lakers
58,15,22,12,9.99,57,2,21500095,1610612752,38,127,f,3,2015,0,127,1610612747,36,21,Lakers
47,22,33,17,9.99,67,2,21500108,1610612748,23,127,f,4,2015,0,127,1610612747,30,12,Lakers
55,28,63,26,9.99,84,2,21500114,1610612753,20,127,f,7,2015,0,127,1610612747,24,11,Lakers
56,16,20,6,9.99,64,2,21500135,1610612742,39,127,f,6,2015,0,127,1610612747,32,13,Lakers
39,15,28,9,9.99,78,4,21500151,1610612765,17,127,f,4,2015,0,127,1610612747,36,16,Lakers
44,19,29,14,9.99,65,3,21500157,1610612756,22,127,f,1,2015,0,127,1610612747,33,18,Lakers
45,21,28,16,9.99,61,1,21500188,1610612761,21,127,f,5,2015,0,127,1610612747,32,14,Lakers
52,19,19,13,9.99,55,0,21500201,1610612757,31,127,f,2,2015,0,127,1610612747,36,13,Lakers
41,15,22,12,9.99,63,2,21500214,1610612744,17,127,f,4,2015,0,127,1610612747,41,16,Lakers
53,23,22,13,9.99,52,3,21500244,1610612757,19,127,f,5,2015,0,127,1610612747,29,13,Lakers
58,23,25,18,9.99,59,2,21500253,1610612754,35,127,f,3,2015,0,127,1610612747,41,15,Lakers
44,17,25,14,9.99,57,5,21500263,1610612755,29,127,f,2,2015,0,127,1610612747,45,16,Lakers
62,29,18,14,9.99,49,1,21500269,1610612764,34,127,f,1,2015,0,127,1610612747,34,12,Lakers
50,16,24,12,9.99,52,2,21500286,1610612737,32,127,f,7,2015,0,127,1610612747,36,16,Lakers
50,20,31,18,9.99,68,2,21500301,1610612765,21,127,f,1,2015,0,127,1610612747,30,12,Lakers
63,27,19,11,9.99,50,1,21500308,1610612761,40,127,f,3,2015,0,127,1610612747,20,7,Lakers
53,28,31,21,9.99,63,1,21500325,1610612750,18,127,f,3,2015,0,127,1610612747,40,20,Lakers
34,16,0,0,9.99,45,0,21500342,1610612759,22,127,f,3,2015,0,127,1610612747,47,19,Lakers
46,20,31,14,9.99,51,1,21500349,1610612745,24,127,f,6,2015,0,127,1610612747,42,15,Lakers
49,21,35,19,9.99,61,2,21500370,1610612749,32,127,f,7,2015,0,127,1610612747,40,20,Lakers
57,26,27,10,9.99,68,2,21500385,1610612745,27,127,f,4,2015,0,127,1610612747,27,10,Lakers
38,11,23,14,9.99,50,3,21500398,1610612760,33,127,f,2,2015,0,127,1610612747,48,19,Lakers
57,28,27,16,9.99,55,2,21500422,1610612743,25,127,f,4,2015,0,127,1610612747,27,12,Lakers
49,16,39,20,9.99,56,2,21500435,1610612760,24,127,f,3,2015,0,127,1610612747,40,16,Lakers
39,15,18,12,9.99,58,2,21500440,1610612746,25,127,f,2,2015,0,127,1610612747,38,17,Lakers
43,15,29,17,9.99,53,3,21500455,1610612763,33,127,f,3,2015,0,127,1610612747,41,17,Lakers
57,25,19,13,9.99,53,1,21500458,1610612766,22,127,f,3,2015,0,127,1610612747,28,10,Lakers
61,22,34,22,9.99,65,2,21500476,1610612738,27,127,f,5,2015,0,127,1610612747,33,21,Lakers
51,22,35,14,9.99,68,1,21500494,1610612755,28,127,f,4,2015,0,127,1610612747,36,11,Lakers
47,23,34,16,9.99,72,1,21500510,1610612756,17,127,f,2,2015,0,127,1610612747,37,15,Lakers
48,16,24,9,9.99,61,0,21500524,1610612744,32,127,f,3,2015,0,127,1610612747,43,13,Lakers
34,19,26,14,9.99,45,4,21500539,1610612758,11,127,f,4,2015,0,127,1610612747,41,22,Lakers
45,25,51,28,9.99,45,1,21500549,1610612760,15,127,f,3,2015,0,127,1610612747,39,15,Lakers
49,17,20,9,9.99,40,0,21500565,1610612762,31,127,f,4,2015,0,127,1610612747,40,12,Lakers
54,20,31,18,9.99,72,0,21500576,1610612740,27,127,f,2,2015,0,127,1610612747,33,12,Lakers
57,28,20,12,9.99,49,2,21500592,1610612744,31,127,f,3,2015,0,127,1610612747,33,12,Lakers
62,18,24,12,9.99,51,1,21500608,1610612762,31,127,f,4,2015,0,127,1610612747,28,13,Lakers
40,18,40,24,9.99,56,2,21500614,1610612745,17,127,f,2,2015,0,127,1610612747,42,19,Lakers
52,16,39,25,9.99,56,4,21500638,1610612758,34,127,f,6,2015,0,127,1610612747,38,16,Lakers
53,19,28,10,9.99,49,2,21500653,1610612759,28,127,f,2,2015,0,127,1610612747,31,19,Lakers
43,23,23,18,9.99,46,2,21500662,1610612757,10,127,f,3,2015,0,127,1610612747,26,11,Lakers
32,13,27,17,9.99,55,2,21500683,1610612742,19,127,f,8,2015,0,127,1610612747,42,17,Lakers
45,15,31,23,9.99,56,2,21500697,1610612741,30,127,f,1,2015,0,127,1610612747,40,17,Lakers
41,15,10,6,9.99,56,2,21500706,1610612746,25,127,f,3,2015,0,127,1610612747,37,19,Lakers
48,15,25,11,9.99,65,1,21500720,1610612766,20,127,f,3,2015,0,127,1610612747,32,12,Lakers
54,29,29,21,9.99,44,1,21500734,1610612750,21,127,f,5,2015,0,127,1610612747,26,11,Lakers
57,28,19,11,9.99,61,0,21500747,1610612740,25,127,f,4,2015,0,127,1610612747,24,11,Lakers
52,20,33,21,9.99,58,1,21500767,1610612759,26,127,f,5,2015,0,127,1610612747,34,14,Lakers
58,19,17,14,9.99,57,3,21500776,1610612754,34,127,f,2,2015,0,127,1610612747,35,10,Lakers
46,26,27,18,9.99,55,1,21500795,1610612739,26,127,f,2,2015,0,127,1610612747,40,12,Lakers
53,26,31,25,9.99,48,0,21500818,1610612759,22,127,f,3,2015,0,127,1610612747,28,14,Lakers
67,36,18,11,9.99,45,3,21500831,1610612741,30,127,f,2,2015,0,127,1610612747,26,7,Lakers
37,14,18,11,9.99,57,4,21500837,1610612749,30,127,f,3,2015,0,127,1610612747,39,14,Lakers
44,17,27,16,9.99,53,2,21500851,1610612763,32,127,f,3,2015,0,127,1610612747,44,22,Lakers
50,22,22,14,9.99,48,2,21500868,1610612763,28,127,f,1,2015,0,127,1610612747,28,10,Lakers
52,27,48,29,9.99,70,5,21500896,1610612751,24,127,f,3,2015,0,127,1610612747,31,14,Lakers
42,20,24,10,9.99,38,3,21500906,1610612743,22,127,f,3,2015,0,127,1610612747,37,15,Lakers
41,17,18,13,9.99,43,2,21500921,1610612737,28,127,f,2,2015,0,127,1610612747,44,12,Lakers
61,26,37,17,9.99,54,3,21500931,1610612744,26,127,f,3,2015,0,127,1610612747,26,15,Lakers
50,27,13,10,9.99,48,1,21500949,1610612753,22,127,f,6,2015,0,127,1610612747,31,13,Lakers
44,24,19,11,9.99,48,3,21500962,1610612739,8,127,f,4,2015,0,127,1610612747,36,18,Lakers
59,25,27,15,9.99,55,1,21500987,1610612752,25,127,f,4,2015,0,127,1610612747,26,9,Lakers
46,22,27,14,9.99,64,1,21501002,1610612758,28,127,f,2,2015,0,127,1610612747,38,15,Lakers
46,18,40,18,9.99,68,2,21501027,1610612756,28,127,f,2,2015,0,127,1610612747,40,13,Lakers
53,30,41,16,9.99,52,0,21501055,1610612763,17,127,f,4,2015,0,127,1610612747,24,9,Lakers
65,28,23,14,9.99,42,1,21501065,1610612756,32,127,f,2,2015,0,127,1610612747,28,11,Lakers
38,16,0,0,9.99,76,3,21501081,1610612743,24,127,f,4,2015,0,127,1610612747,47,21,Lakers
35,8,0,0,9.99,46,0,21501096,1610612764,26,127,f,6,2015,0,127,1610612747,52,25,Lakers
50,14,31,15,9.99,52,0,21501104,1610612762,18,127,f,4,2015,0,127,1610612747,35,12,Lakers
66,24,37,21,9.99,55,0,21501121,1610612748,41,127,f,2,2015,0,127,1610612747,36,13,Lakers
65,25,29,18,9.99,64,2,21501153,1610612738,29,127,f,4,2015,0,127,1610612747,25,12,Lakers
47,14,17,11,9.99,50,1,21501164,1610612746,35,127,f,2,2015,0,127,1610612747,36,12,Lakers
56,22,8,5,9.99,50,1,21501172,1610612746,35,127,f,1,2015,0,127,1610612747,34,10,Lakers
43,14,19,9,9.99,37,2,21501184,1610612740,20,127,f,2,2015,0,127,1610612747,38,20,Lakers
35,22,27,12,9.99,67,3,21501195,1610612745,15,127,f,3,2015,0,127,1610612747,48,19,Lakers
44,14,28,11,9.99,60,0,21501209,1610612760,22,127,f,5,2015,0,127,1610612747,37,9,Lakers
64,32,29,15,9.99,54,1,21501228,1610612762,21,127,f,6,2015,0,127,1610612747,21,9,Lakers
0,0,0,0,0,0,0,41000151,1610612740,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41000152,1610612740,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41000153,1610612740,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41000154,1610612740,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41000155,1610612740,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41000156,1610612740,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41000231,1610612742,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41000232,1610612742,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41000233,1610612742,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41000234,1610612742,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41100161,1610612743,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41100162,1610612743,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41100163,1610612743,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41100164,1610612743,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41100165,1610612743,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41100166,1610612743,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41100167,1610612743,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41100231,1610612760,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41100232,1610612760,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41100233,1610612760,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41100234,1610612760,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
0,0,0,0,0,0,0,41100235,1610612760,0,0,f,0,2015,0,0,1610612747,0,0,Lakers
52,29,28,15,9.99,49,2,21600013,1610612745,21,127,f,5,2016,0,127,1610612747,37,16,Lakers
57,20,33,21,9.99,64,4,21600024,1610612762,20,127,f,3,2016,0,127,1610612747,27,12,Lakers
49,23,25,15,9.99,48,0,21600040,1610612760,24,127,f,2,2016,0,127,1610612747,38,12,Lakers
45,23,24,17,9.99,52,1,21600048,1610612754,29,127,f,1,2016,0,127,1610612747,44,17,Lakers
43,27,28,17,9.99,53,1,21600059,1610612737,20,127,f,5,2016,0,127,1610612747,46,21,Lakers
48,23,27,16,9.99,58,2,21600078,1610612744,38,127,f,3,2016,0,127,1610612747,47,22,Lakers
90,41,0,0,9.99,63,1,21600092,1610612756,28,127,f,0,2016,0,127,1610612747,0,0,Lakers
45,19,24,14,9.99,54,3,21600104,1610612742,25,127,f,2,2016,0,127,1610612747,33,19,Lakers
44,27,34,14,9.99,63,1,21600120,1610612758,16,127,f,5,2016,0,127,1610612747,30,11,Lakers
52,29,23,12,9.99,63,0,21600129,1610612740,26,127,f,7,2016,0,127,1610612747,42,23,Lakers
40,22,29,16,9.99,55,4,21600142,1610612750,21,127,f,1,2016,0,127,1610612747,31,11,Lakers
60,27,36,22,9.99,68,2,21600157,1610612751,27,127,f,5,2016,0,127,1610612747,32,14,Lakers
51,19,10,6,9.99,47,0,21600182,1610612759,30,127,f,4,2016,0,127,1610612747,36,20,Lakers
54,22,34,21,9.99,56,2,21600198,1610612741,28,127,f,7,2016,0,127,1610612747,39,19,Lakers
52,29,32,23,9.99,50,1,21600211,1610612760,22,127,f,6,2016,0,127,1610612747,31,13,Lakers
59,22,22,19,9.99,45,2,21600223,1610612744,26,127,f,3,2016,0,127,1610612747,34,18,Lakers
50,18,15,13,9.99,45,2,21600238,1610612744,40,127,f,1,2016,0,127,1610612747,40,14,Lakers
58,23,16,11,9.99,65,3,21600252,1610612737,36,127,f,3,2016,0,127,1610612747,37,19,Lakers
46,26,30,19,9.99,58,1,21600263,1610612740,27,127,f,7,2016,0,127,1610612747,41,11,Lakers
52,21,26,16,9.99,92,1,21600269,1610612741,46,127,f,1,2016,0,127,1610612747,29,12,Lakers
61,21,26,16,9.99,40,1,21600284,1610612761,44,127,f,3,2016,0,127,1610612747,32,11,Lakers
50,20,28,13,9.99,58,3,21600295,1610612763,30,127,f,4,2016,0,127,1610612747,31,15,Lakers
54,24,29,18,9.99,46,0,21600313,1610612762,28,127,f,2,2016,0,127,1610612747,33,15,Lakers
46,18,32,15,9.99,45,1,21600326,1610612745,32,127,f,1,2016,0,127,1610612747,41,16,Lakers
54,24,29,17,9.99,61,5,21600344,1610612756,32,127,f,1,2016,0,127,1610612747,33,16,Lakers
58,24,12,5,9.99,53,2,21600360,1610612752,23,127,f,5,2016,0,127,1610612747,30,18,Lakers
48,15,40,26,9.99,47,0,21600367,1610612758,32,127,f,3,2016,0,127,1610612747,36,18,Lakers
51,23,41,15,9.99,68,2,21600378,1610612751,36,127,f,3,2016,0,127,1610612747,40,12,Lakers
36,19,40,16,9.99,62,4,21600396,1610612755,17,127,f,3,2016,0,127,1610612747,43,17,Lakers
35,20,24,18,9.99,51,1,21600402,1610612739,24,127,f,9,2016,0,127,1610612747,51,21,Lakers
52,24,53,19,9.99,65,1,21600419,1610612766,22,127,f,9,2016,0,127,1610612747,38,20,Lakers
54,25,36,25,9.99,51,3,21600439,1610612748,23,127,f,3,2016,0,127,1610612747,36,15,Lakers
48,16,27,16,9.99,60,2,21600443,1610612753,24,127,f,3,2016,0,127,1610612747,39,15,Lakers
48,23,21,10,9.99,63,3,21600460,1610612746,25,127,f,2,2016,0,127,1610612747,36,17,Lakers
0,0,0,0,0,0,0,21600475,1610612762,0,0,f,0,2016,0,0,1610612747,0,0,Lakers
47,22,25,18,9.99,49,3,21600491,1610612742,16,127,f,0,2016,0,127,1610612747,21,10,Lakers
49,20,0,0,9.99,45,2,21600512,1610612761,32,127,f,4,2016,0,127,1610612747,38,15,Lakers
50,27,15,10,9.99,53,2,21600528,1610612763,25,127,f,7,2016,0,127,1610612747,32,15,Lakers
61,31,39,23,9.99,79,4,21600549,1610612748,29,127,f,4,2016,0,127,1610612747,35,17,Lakers
58,31,36,18,9.99,73,2,21600567,1610612753,21,127,f,3,2016,0,127,1610612747,29,11,Lakers
54,22,28,17,9.99,52,4,21600577,1610612757,32,127,f,4,2016,0,127,1610612747,29,10,Lakers
45,21,27,20,9.99,34,1,21600588,1610612759,20,127,f,9,2016,0,127,1610612747,40,14,Lakers
53,25,17,13,9.99,48,3,21600601,1610612746,21,127,f,6,2016,0,127,1610612747,28,11,Lakers
57,25,30,14,9.99,72,1,21600612,1610612765,24,127,f,6,2016,0,127,1610612747,26,11,Lakers
68,30,39,25,9.99,44,3,21600626,1610612743,36,127,f,5,2016,0,127,1610612747,40,17,Lakers
55,28,29,16,9.99,59,0,21600649,1610612754,29,127,f,8,2016,0,127,1610612747,32,13,Lakers
43,20,25,13,9.99,49,1,21600662,1610612742,11,127,f,3,2016,0,127,1610612747,30,8,Lakers
61,24,44,18,9.99,66,2,21600689,1610612757,35,127,f,7,2016,0,127,1610612747,33,13,Lakers
61,25,28,17,9.99,62,2,21600693,1610612762,31,127,f,4,2016,0,127,1610612747,23,11,Lakers
58,34,39,15,9.99,70,3,21600729,1610612743,25,127,f,7,2016,0,127,1610612747,31,13,Lakers
47,21,25,14,9.99,74,3,21600742,1610612764,29,127,f,4,2016,0,127,1610612747,40,19,Lakers
46,21,19,9,9.99,53,2,21600751,1610612738,30,127,f,4,2016,0,127,1610612747,48,16,Lakers
63,29,36,13,9.99,58,3,21600768,1610612752,41,127,f,8,2016,0,127,1610612747,39,15,Lakers
50,19,53,34,9.99,58,0,21600786,1610612765,21,127,f,3,2016,0,127,1610612747,36,18,Lakers
46,24,25,19,9.99,44,7,21600802,1610612749,12,127,f,8,2016,0,127,1610612747,29,15,Lakers
39,15,22,15,9.99,49,4,21600833,1610612758,26,127,f,2,2016,0,127,1610612747,44,23,Lakers
51,17,27,19,9.99,45,4,21600844,1610612756,20,127,f,9,2016,0,127,1610612747,42,18,Lakers
50,22,39,22,9.99,73,2,21600861,1610612760,28,127,f,3,2016,0,127,1610612747,51,18,Lakers
48,21,38,21,9.99,54,3,21600874,1610612759,28,127,f,1,2016,0,127,1610612747,39,19,Lakers
48,28,27,12,9.99,54,1,21600894,1610612766,21,127,f,4,2016,0,127,1610612747,36,13,Lakers
45,21,25,16,9.99,53,2,21600918,1610612738,28,127,f,6,2016,0,127,1610612747,42,16,Lakers
45,22,35,14,9.99,70,3,21600933,1610612740,23,127,f,5,2016,0,127,1610612747,38,16,Lakers
50,24,24,12,9.99,51,3,21600947,1610612742,24,127,f,9,2016,0,127,1610612747,40,18,Lakers
54,29,34,13,9.99,65,1,21600964,1610612756,34,127,f,4,2016,0,127,1610612747,44,18,Lakers
58,30,32,22,9.99,46,2,21600990,1610612755,20,127,f,7,2016,0,127,1610612747,30,14,Lakers
56,24,23,14,9.99,50,0,21600998,1610612743,30,127,f,1,2016,0,127,1610612747,41,18,Lakers
55,27,24,18,9.99,45,4,21601010,1610612745,30,127,f,8,2016,0,127,1610612747,36,15,Lakers
58,26,31,18,9.99,49,1,21601027,1610612749,24,127,f,6,2016,0,127,1610612747,26,12,Lakers
44,24,28,20,9.99,52,0,21601043,1610612739,26,127,f,4,2016,0,127,1610612747,47,23,Lakers
52,23,22,12,9.99,47,1,21601058,1610612746,30,127,f,4,2016,0,127,1610612747,40,20,Lakers
50,25,0,0,9.99,55,2,21601080,1610612750,19,127,f,11,2016,0,127,1610612747,35,19,Lakers
51,21,34,17,9.99,71,1,21601096,1610612757,11,127,f,3,2016,0,127,1610612747,33,12,Lakers
4,1,0,0,3.32,11,0,21601110,1610612764,6,53,f,0,2016,0,76,1610612747,15,6,Lakers
45,25,28,11,9.99,55,0,21601123,1610612750,24,127,f,6,2016,0,127,1610612747,39,15,Lakers
34,16,16,10,9.99,45,2,21601137,1610612746,38,127,f,9,2016,0,127,1610612747,56,23,Lakers
60,28,30,18,9.99,57,3,21601143,1610612763,32,127,f,1,2016,0,127,1610612747,25,12,Lakers
46,23,25,13,9.99,63,4,21601170,1610612759,19,127,f,13,2016,0,127,1610612747,40,19,Lakers
53,28,29,14,9.99,46,2,21601187,1610612758,33,127,f,2,2016,0,127,1610612747,33,10,Lakers
45,25,32,22,9.99,44,2,21601202,1610612750,27,127,f,8,2016,0,127,1610612747,41,17,Lakers
45,26,16,11,9.99,63,1,21601215,1610612740,22,127,f,5,2016,0,127,1610612747,43,16,Lakers
50,24,0,0,9.99,63,0,21601229,1610612744,29,127,f,8,2016,0,127,1610612747,43,17,Lakers
40,20,32,19,9.99,62,1,21700016,1610612746,38,127,f,1,2017,0,127,1610612747,50,16,Lakers
47,25,27,16,9.99,49,1,21700026,1610612756,35,127,f,3,2017,0,127,1610612747,47,23,Lakers
46,25,32,26,9.99,48,3,21700040,1610612740,29,127,f,0,2017,0,127,1610612747,44,19,Lakers
30,13,25,18,9.99,64,2,21700064,1610612764,27,127,f,3,2017,0,127,1610612747,62,28,Lakers
38,21,0,0,9.99,63,2,21700076,1610612761,22,127,f,2,2017,0,127,1610612747,41,15,Lakers
37,14,0,0,9.99,46,2,21700082,1610612762,25,127,f,0,2017,0,127,1610612747,42,17,Lakers
42,23,0,0,9.99,55,3,21700104,1610612765,23,127,f,1,2017,0,127,1610612747,49,22,Lakers
42,23,0,0,9.99,55,3,21700104,1610612765,23,127,f,1,2017,0,127,1610612747,49,22,Lakers
