cfga,cfgm,dfga,dfgm,dist,drbc,ftast,game_id,opponent_id,orbc,pass,period,sast,season,spd,tchs,team_id,ufga,ufgm,team
39,17,33,13,9.99,56,3,21400008,1610612761,23,127,f,9,2014,0,127,1610612737,41,23,Hawks
28,12,26,17,9.99,58,4,21400032,1610612754,12,127,f,5,2014,0,127,1610612737,41,23,Hawks
51,23,35,19,9.99,50,1,21400064,1610612759,32,127,f,3,2014,0,127,1610612737,41,15,Hawks
45,21,34,23,9.99,53,1,21400071,1610612766,14,127,f,6,2014,0,127,1610612737,48,22,Hawks
42,19,35,23,9.99,52,3,21400084,1610612752,21,127,f,4,2014,0,127,1610612737,39,14,Hawks
31,12,23,13,9.99,51,3,21400100,1610612752,13,127,f,6,2014,0,127,1610612737,40,15,Hawks
44,19,34,25,9.99,58,1,21400110,1610612762,21,127,f,5,2014,0,127,1610612737,32,20,Hawks
35,21,21,11,9.99,52,0,21400124,1610612748,9,127,f,13,2014,0,127,1610612737,40,21,Hawks
48,26,44,24,9.99,46,0,21400133,1610612739,20,127,f,7,2014,0,127,1610612737,42,14,Hawks
41,22,29,18,9.99,41,0,21400155,1610612747,19,127,f,6,2014,0,127,1610612737,44,19,Hawks
35,21,50,20,9.99,71,4,21400174,1610612765,17,127,f,4,2014,0,127,1610612737,45,17,Hawks
49,26,30,19,9.99,61,3,21400205,1610612764,24,127,f,5,2014,0,127,1610612737,36,10,Hawks
43,21,26,14,9.99,40,1,21400215,1610612761,18,127,f,7,2014,0,127,1610612737,39,21,Hawks
40,24,70,37,9.99,69,1,21400225,1610612740,21,127,f,4,2014,0,127,1610612737,36,14,Hawks
32,18,25,14,9.99,59,5,21400237,1610612766,6,127,f,8,2014,0,127,1610612737,43,22,Hawks
47,27,29,14,9.99,44,0,21400254,1610612738,17,127,f,9,2014,0,127,1610612737,35,16,Hawks
41,21,24,20,9.99,36,3,21400267,1610612748,12,127,f,7,2014,0,127,1610612737,33,19,Hawks
30,14,32,21,9.99,64,3,21400280,1610612751,17,127,f,6,2014,0,127,1610612737,51,21,Hawks
49,21,39,26,9.99,59,1,21400295,1610612743,21,127,f,8,2014,0,127,1610612737,38,15,Hawks
41,23,26,12,9.99,67,6,21400301,1610612754,14,127,f,10,2014,0,127,1610612737,36,17,Hawks
41,19,27,18,9.99,56,1,21400319,1610612755,22,127,f,9,2014,0,127,1610612737,50,19,Hawks
30,10,25,9,9.99,48,2,21400330,1610612753,16,127,f,6,2014,0,127,1610612737,48,19,Hawks
37,18,36,20,9.99,47,4,21400343,1610612753,21,127,f,7,2014,0,127,1610612737,47,17,Hawks
37,18,43,21,9.99,60,1,21400358,1610612741,18,127,f,7,2014,0,127,1610612737,46,18,Hawks
36,24,31,18,9.99,53,2,21400370,1610612739,14,127,f,11,2014,0,127,1610612737,40,25,Hawks
33,18,41,19,9.99,54,5,21400396,1610612745,8,127,f,5,2014,0,127,1610612737,41,20,Hawks
40,19,37,19,9.99,61,5,21400413,1610612742,13,127,f,7,2014,0,127,1610612737,41,21,Hawks
36,16,31,15,9.99,61,4,21400420,1610612746,17,127,f,8,2014,0,127,1610612737,40,18,Hawks
42,18,24,13,9.99,47,1,21400434,1610612749,16,127,f,7,2014,0,127,1610612737,34,13,Hawks
48,19,20,7,9.99,57,1,21400449,1610612749,28,127,f,8,2014,0,127,1610612737,42,14,Hawks
39,23,33,20,9.99,62,1,21400466,1610612739,14,127,f,4,2014,0,127,1610612737,40,17,Hawks
39,17,27,13,9.99,60,7,21400492,1610612762,19,127,f,4,2014,0,127,1610612737,42,16,Hawks
56,30,32,18,9.99,62,1,21400501,1610612757,24,127,f,3,2014,0,127,1610612737,28,13,Hawks
40,17,26,13,9.99,51,5,21400519,1610612746,15,127,f,9,2014,0,127,1610612737,41,19,Hawks
44,17,30,19,9.99,45,1,21400526,1610612763,18,127,f,8,2014,0,127,1610612737,28,15,Hawks
34,16,35,13,9.99,65,1,21400540,1610612765,15,127,f,8,2014,0,127,1610612737,48,24,Hawks
42,19,29,14,9.99,49,5,21400558,1610612764,18,127,f,11,2014,0,127,1610612737,47,23,Hawks
40,17,43,15,9.99,56,3,21400568,1610612755,23,127,f,10,2014,0,127,1610612737,47,25,Hawks
33,12,36,19,9.99,50,0,21400580,1610612738,12,127,f,6,2014,0,127,1610612737,40,24,Hawks
31,17,28,15,9.99,41,2,21400592,1610612761,8,127,f,11,2014,0,127,1610612737,38,25,Hawks
38,13,28,16,9.99,44,2,21400602,1610612741,19,127,f,7,2014,0,127,1610612737,46,27,Hawks
44,22,33,17,9.99,74,2,21400613,1610612765,18,127,f,12,2014,0,127,1610612737,40,15,Hawks
34,17,27,16,9.99,53,4,21400628,1610612754,13,127,f,7,2014,0,127,1610612737,44,22,Hawks
44,21,39,23,9.99,68,0,21400642,1610612760,13,127,f,6,2014,0,127,1610612737,39,19,Hawks
36,24,48,30,9.99,40,2,21400661,1610612750,15,127,f,12,2014,0,127,1610612737,44,21,Hawks
41,21,39,24,9.99,53,1,21400683,1610612751,20,127,f,7,2014,0,127,1610612737,41,17,Hawks
46,22,24,12,9.99,53,3,21400697,1610612757,10,127,f,6,2014,0,127,1610612737,38,18,Hawks
39,15,38,11,9.99,59,2,21400708,1610612755,15,127,f,5,2014,0,127,1610612737,39,19,Hawks
49,19,49,32,9.99,56,1,21400722,1610612740,18,127,f,6,2014,0,127,1610612737,40,21,Hawks
43,18,25,14,9.99,49,1,21400732,1610612764,15,127,f,7,2014,0,127,1610612737,37,20,Hawks
38,16,43,20,9.99,65,1,21400749,1610612744,15,127,f,4,2014,0,127,1610612737,39,22,Hawks
37,16,46,16,9.99,63,0,21400767,1610612763,10,127,f,4,2014,0,127,1610612737,43,17,Hawks
42,20,50,26,9.99,72,3,21400779,1610612750,17,127,f,9,2014,0,127,1610612737,44,24,Hawks
37,17,38,17,9.99,71,2,21400789,1610612738,16,127,f,5,2014,0,127,1610612737,41,16,Hawks
36,14,42,18,9.99,65,0,21400805,1610612761,26,127,f,5,2014,0,127,1610612737,52,15,Hawks
44,19,22,8,9.99,44,2,21400822,1610612749,19,127,f,7,2014,0,127,1610612737,43,16,Hawks
32,14,23,10,9.99,53,1,21400843,1610612742,20,127,f,8,2014,0,127,1610612737,53,25,Hawks
40,17,36,14,9.99,56,1,21400858,1610612753,19,127,f,12,2014,0,127,1610612737,41,19,Hawks
42,21,48,22,9.99,60,1,21400871,1610612748,16,127,f,7,2014,0,127,1610612737,37,13,Hawks
35,16,33,19,9.99,56,0,21400892,1610612745,13,127,f,7,2014,0,127,1610612737,51,23,Hawks
49,26,17,11,9.99,38,0,21400915,1610612739,16,127,f,8,2014,0,127,1610612737,35,17,Hawks
30,10,39,10,9.99,62,0,21400927,1610612755,11,127,f,4,2014,0,127,1610612737,47,20,Hawks
39,23,42,21,9.99,44,0,21400939,1610612758,17,127,f,17,2014,0,127,1610612737,49,30,Hawks
35,17,29,15,9.99,41,2,21400958,1610612743,17,127,f,10,2014,0,127,1610612737,46,17,Hawks
48,21,35,12,9.99,51,1,21400974,1610612756,16,127,f,5,2014,0,127,1610612737,35,18,Hawks
34,19,34,11,9.99,48,3,21400989,1610612747,11,127,f,5,2014,0,127,1610612737,42,15,Hawks
39,16,44,21,9.99,47,2,21400998,1610612758,14,127,f,7,2014,0,127,1610612737,45,22,Hawks
46,15,24,14,9.99,50,1,21401014,1610612744,27,127,f,8,2014,0,127,1610612737,41,16,Hawks
41,23,37,24,9.99,45,2,21401026,1610612760,15,127,f,6,2014,0,127,1610612737,41,18,Hawks
50,22,30,21,9.99,37,1,21401039,1610612759,13,127,f,5,2014,0,127,1610612737,30,16,Hawks
45,18,30,12,9.99,59,2,21401062,1610612753,21,127,f,2,2014,0,127,1610612737,45,21,Hawks
45,26,27,15,9.99,58,1,21401077,1610612748,20,127,f,11,2014,0,127,1610612737,27,11,Hawks
25,8,28,15,9.99,41,1,21401087,1610612766,14,127,f,6,2014,0,127,1610612737,61,29,Hawks
33,20,35,21,9.99,54,2,21401103,1610612749,16,127,f,8,2014,0,127,1610612737,46,16,Hawks
42,21,28,17,9.99,50,0,21401109,1610612765,21,127,f,3,2014,0,127,1610612737,42,19,Hawks
31,18,27,16,9.99,39,1,21401138,1610612751,14,127,f,8,2014,0,127,1610612737,51,31,Hawks
44,26,32,13,9.99,64,1,21401154,1610612756,14,127,f,5,2014,0,127,1610612737,39,15,Hawks
36,18,44,22,9.99,59,1,21401163,1610612751,14,127,f,13,2014,0,127,1610612737,50,25,Hawks
40,22,28,13,9.99,48,2,21401176,1610612766,12,127,f,10,2014,0,127,1610612737,42,19,Hawks
42,19,28,12,9.99,51,1,21401198,1610612764,13,127,f,5,2014,0,127,1610612737,45,17,Hawks
47,20,17,12,9.99,39,3,21401205,1610612752,21,127,f,5,2014,0,127,1610612737,41,19,Hawks
46,20,32,15,9.99,52,1,21401217,1610612741,27,127,f,5,2014,0,127,1610612737,46,16,Hawks
43,19,42,34,9.99,69,3,41400101,1610612751,13,127,f,7,2014,0,127,1610612737,36,15,Hawks
46,16,29,18,9.99,59,2,41400102,1610612751,15,127,f,7,2014,0,127,1610612737,44,19,Hawks
45,18,44,19,9.99,66,2,41400103,1610612751,26,127,f,7,2014,0,127,1610612737,45,14,Hawks
54,25,41,18,9.99,63,1,41400104,1610612751,29,127,f,7,2014,0,127,1610612737,41,21,Hawks
40,17,27,10,9.99,59,1,41400105,1610612751,14,127,f,8,2014,0,127,1610612737,43,23,Hawks
38,17,27,12,9.99,56,2,41400106,1610612751,11,127,f,7,2014,0,127,1610612737,47,26,Hawks
48,21,23,7,9.99,59,2,41400201,1610612764,27,127,f,7,2014,0,127,1610612737,50,16,Hawks
44,21,27,10,9.99,50,0,41400202,1610612764,22,127,f,8,2014,0,127,1610612737,41,16,Hawks
44,22,28,16,9.99,44,0,41400203,1610612764,21,127,f,3,2014,0,127,1610612737,37,14,Hawks
52,23,28,16,9.99,44,2,41400204,1610612764,16,127,f,8,2014,0,127,1610612737,35,18,Hawks
45,19,33,12,9.99,52,2,41400205,1610612764,22,127,f,6,2014,0,127,1610612737,38,15,Hawks
39,18,37,14,9.99,59,3,41400206,1610612764,22,127,f,7,2014,0,127,1610612737,45,18,Hawks
41,21,39,22,9.99,51,1,41400301,1610612739,17,127,f,2,2014,0,127,1610612737,36,13,Hawks
44,22,21,16,9.99,51,1,41400302,1610612739,13,127,f,3,2014,0,127,1610612737,35,11,Hawks
37,15,39,20,9.99,67,3,41400303,1610612739,17,127,f,4,2014,0,127,1610612737,51,21,Hawks
44,26,24,17,9.99,53,2,41400304,1610612739,14,127,f,7,2014,0,127,1610612737,41,10,Hawks
39,19,53,23,9.99,85,2,21500001,1610612765,21,127,f,8,2014,0,127,1610612737,43,18,Hawks
39,19,53,23,9.99,85,2,21500001,1610612765,21,127,f,8,2015,0,127,1610612737,43,18,Hawks
42,23,52,25,9.99,71,2,21500019,1610612752,18,127,f,9,2015,0,127,1610612737,41,19,Hawks
43,17,0,0,9.99,62,1,21500026,1610612766,29,127,f,9,2015,0,127,1610612737,40,19,Hawks
48,21,25,8,9.99,59,1,21500039,1610612766,21,127,f,7,2015,0,127,1610612737,40,16,Hawks
54,20,47,33,9.99,66,2,21500055,1610612748,34,127,f,10,2015,0,127,1610612737,36,17,Hawks
40,18,29,11,9.99,53,2,21500062,1610612751,14,127,f,9,2015,0,127,1610612737,36,19,Hawks
48,27,23,18,9.99,57,3,21500081,1610612740,11,127,f,10,2015,0,127,1610612737,29,14,Hawks
42,17,27,18,9.99,52,2,21500086,1610612764,27,127,f,14,2015,0,127,1610612737,50,26,Hawks
48,25,26,10,9.99,60,0,21500117,1610612740,18,127,f,6,2015,0,127,1610612737,38,17,Hawks
36,21,25,15,9.99,47,0,21500101,1610612750,10,127,f,6,2015,0,127,1610612737,50,23,Hawks
41,21,40,17,9.99,69,2,21500129,1610612738,16,127,f,8,2015,0,127,1610612737,35,15,Hawks
36,18,27,15,9.99,50,3,21500148,1610612762,20,127,f,8,2015,0,127,1610612737,40,19,Hawks
29,12,33,14,9.99,68,0,21500159,1610612751,20,127,f,4,2015,0,127,1610612737,47,21,Hawks
42,21,46,24,9.99,71,1,21500169,1610612758,28,127,f,6,2015,0,127,1610612737,47,17,Hawks
39,14,35,21,9.99,49,2,21500191,1610612739,23,127,f,6,2015,0,127,1610612737,47,18,Hawks
40,24,29,7,9.99,73,0,21500210,1610612738,20,127,f,9,2015,0,127,1610612737,40,21,Hawks
46,24,30,8,9.99,67,2,21500222,1610612750,35,127,f,4,2015,0,127,1610612737,36,7,Hawks
24,17,39,20,9.99,51,5,21500233,1610612763,11,127,f,5,2015,0,127,1610612737,51,18,Hawks
38,18,18,5,9.99,58,1,21500242,1610612759,25,127,f,10,2015,0,127,1610612737,49,19,Hawks
43,16,46,21,9.99,78,5,21500256,1610612760,26,127,f,5,2015,0,127,1610612737,47,23,Hawks
52,20,29,23,9.99,54,3,21500272,1610612761,26,127,f,6,2015,0,127,1610612737,38,13,Hawks
34,15,27,12,9.99,62,3,21500286,1610612747,17,127,f,9,2015,0,127,1610612737,40,22,Hawks
43,21,40,18,9.99,75,0,21500328,1610612742,19,127,f,6,2015,0,127,1610612737,38,18,Hawks
26,11,33,16,9.99,58,3,21500331,1610612760,23,127,f,7,2015,0,127,1610612737,52,24,Hawks
36,16,21,8,9.99,51,2,21500347,1610612759,23,127,f,1,2015,0,127,1610612737,44,14,Hawks
44,19,38,18,9.99,64,3,21500360,1610612748,21,127,f,7,2015,0,127,1610612737,40,14,Hawks
36,24,39,23,9.99,49,2,21500376,1610612755,6,127,f,7,2015,0,127,1610612737,42,24,Hawks
48,26,30,13,9.99,56,4,21500389,1610612738,22,127,f,7,2015,0,127,1610612737,40,15,Hawks
42,17,35,15,9.99,62,1,21500407,1610612753,19,127,f,11,2015,0,127,1610612737,36,22,Hawks
33,18,23,19,9.99,62,1,21500413,1610612757,14,127,f,7,2015,0,127,1610612737,44,19,Hawks
47,18,33,20,9.99,59,1,21500429,1610612765,17,127,f,5,2015,0,127,1610612737,42,25,Hawks
49,28,21,14,9.99,56,3,21500442,1610612752,21,127,f,8,2015,0,127,1610612737,39,19,Hawks
41,19,32,23,9.99,65,3,21500459,1610612754,21,127,f,3,2015,0,127,1610612737,33,12,Hawks
42,20,29,21,9.99,51,1,21500470,1610612745,30,127,f,7,2015,0,127,1610612737,57,23,Hawks
41,19,27,15,9.99,47,1,21500506,1610612752,21,127,f,7,2015,0,127,1610612737,43,18,Hawks
40,18,28,18,9.99,54,3,21500521,1610612752,23,127,f,7,2015,0,127,1610612737,47,19,Hawks
42,23,51,29,9.99,68,4,21500536,1610612755,25,127,f,12,2015,0,127,1610612737,50,26,Hawks
50,27,38,19,9.99,62,2,21500551,1610612741,20,127,f,7,2015,0,127,1610612737,44,22,Hawks
45,20,18,12,9.99,59,3,21500577,1610612766,19,127,f,2,2015,0,127,1610612737,36,10,Hawks
54,25,56,26,9.99,81,0,21500599,1610612749,21,127,f,8,2015,0,127,1610612737,46,18,Hawks
38,26,26,13,9.99,55,1,21500602,1610612751,10,127,f,7,2015,0,127,1610612737,41,18,Hawks
34,17,34,12,9.99,73,0,21500620,1610612753,14,127,f,11,2015,0,127,1610612737,46,24,Hawks
50,21,26,11,9.99,64,3,21500639,1610612757,19,127,f,9,2015,0,127,1610612737,37,18,Hawks
28,12,48,23,9.99,75,2,21500643,1610612758,15,127,f,4,2015,0,127,1610612737,56,23,Hawks
29,12,37,15,9.99,62,3,21500660,1610612756,22,127,f,5,2015,0,127,1610612737,55,22,Hawks
41,19,40,17,9.99,62,4,21500672,1610612743,21,127,f,9,2015,0,127,1610612737,45,24,Hawks
39,16,31,13,9.99,69,1,21500687,1610612746,26,127,f,7,2015,0,127,1610612737,40,17,Hawks
36,17,23,15,9.99,50,3,21500692,1610612754,19,127,f,8,2015,0,127,1610612737,47,16,Hawks
31,13,37,23,9.99,57,0,21500715,1610612748,12,127,f,6,2015,0,127,1610612737,39,14,Hawks
30,21,28,15,9.99,72,0,21500723,1610612742,8,127,f,13,2015,0,127,1610612737,50,21,Hawks
52,21,44,24,9.99,59,2,21500736,1610612755,20,127,f,12,2015,0,127,1610612737,40,27,Hawks
33,18,33,20,9.99,66,1,21500750,1610612754,10,127,f,9,2015,0,127,1610612737,43,21,Hawks
49,16,33,18,9.99,64,0,21500771,1610612753,28,127,f,8,2015,0,127,1610612737,42,19,Hawks
47,24,31,19,9.99,58,2,21500780,1610612753,24,127,f,11,2015,0,127,1610612737,45,19,Hawks
37,20,31,16,9.99,56,1,21500796,1610612741,25,127,f,4,2015,0,127,1610612737,53,23,Hawks
38,20,38,25,9.99,61,0,21500808,1610612748,25,127,f,10,2015,0,127,1610612737,49,21,Hawks
45,17,54,29,9.99,83,0,21500819,1610612749,26,127,f,4,2015,0,127,1610612737,61,27,Hawks
41,16,18,6,9.99,60,3,21500836,1610612744,28,127,f,4,2015,0,127,1610612737,45,20,Hawks
44,22,35,13,9.99,78,1,21500865,1610612741,21,127,f,9,2015,0,127,1610612737,45,15,Hawks
35,18,36,14,9.99,77,1,21500878,1610612766,12,127,f,7,2015,0,127,1610612737,42,20,Hawks
28,15,31,19,9.99,74,4,21500895,1610612744,20,127,f,7,2015,0,127,1610612737,52,22,Hawks
25,16,34,17,9.99,72,3,21500921,1610612747,10,127,f,6,2015,0,127,1610612737,43,21,Hawks
40,16,19,15,9.99,65,0,21500929,1610612746,18,127,f,3,2015,0,127,1610612737,49,24,Hawks
42,21,24,15,9.99,77,0,21500947,1610612762,12,127,f,1,2015,0,127,1610612737,38,17,Hawks
42,17,37,25,9.99,59,3,21500959,1610612761,19,127,f,3,2015,0,127,1610612737,40,18,Hawks
40,18,59,30,9.99,86,2,21500974,1610612763,18,127,f,12,2015,0,127,1610612737,44,18,Hawks
39,15,25,15,9.99,64,1,21500984,1610612754,17,127,f,7,2015,0,127,1610612737,46,25,Hawks
42,22,24,16,9.99,64,4,21501007,1610612765,20,127,f,5,2015,0,127,1610612737,47,17,Hawks
37,21,35,20,9.99,61,4,21501015,1610612743,19,127,f,12,2015,0,127,1610612737,43,19,Hawks
37,22,35,13,9.99,63,0,21501029,1610612745,17,127,f,9,2015,0,127,1610612737,51,22,Hawks
29,20,24,13,9.99,51,1,21501048,1610612764,11,127,f,8,2015,0,127,1610612737,49,18,Hawks
39,24,36,18,9.99,56,1,21501056,1610612764,17,127,f,7,2015,0,127,1610612737,45,21,Hawks
40,24,41,25,9.99,62,2,21501076,1610612749,29,127,f,11,2015,0,127,1610612737,57,17,Hawks
45,19,45,20,9.99,72,2,21501085,1610612765,11,127,f,11,2015,0,127,1610612737,50,24,Hawks
41,19,59,19,9.99,89,3,21501099,1610612741,20,127,f,3,2015,0,127,1610612737,44,17,Hawks
36,15,33,13,9.99,56,0,21501113,1610612761,20,127,f,13,2015,0,127,1610612737,47,22,Hawks
41,18,26,13,9.99,79,2,21501131,1610612739,15,127,f,2,2015,0,127,1610612737,54,20,Hawks
43,18,29,10,9.99,68,2,21501157,1610612756,27,127,f,9,2015,0,127,1610612737,52,21,Hawks
27,15,39,11,9.99,59,4,21501173,1610612761,12,127,f,13,2015,0,127,1610612737,49,18,Hawks
39,19,36,21,9.99,67,1,21501188,1610612738,14,127,f,8,2015,0,127,1610612737,49,27,Hawks
43,21,30,18,9.99,55,1,21501203,1610612739,25,127,f,4,2015,0,127,1610612737,44,18,Hawks
40,17,32,20,9.99,65,2,21501221,1610612764,17,127,f,3,2015,0,127,1610612737,41,15,Hawks
48,23,34,14,9.99,78,4,41500131,1610612738,24,127,f,4,2015,0,127,1610612737,38,12,Hawks
38,14,42,17,9.99,73,2,41500132,1610612738,10,127,f,5,2015,0,127,1610612737,44,18,Hawks
43,23,33,17,9.99,53,3,41500133,1610612738,18,127,f,5,2015,0,127,1610612737,43,15,Hawks
49,21,50,25,9.99,67,1,41500134,1610612738,24,127,f,5,2015,0,127,1610612737,51,16,Hawks
46,19,36,18,9.99,66,0,41500135,1610612738,28,127,f,10,2015,0,127,1610612737,50,23,Hawks
0,0,0,0,0,0,0,41000131,1610612753,0,0,f,0,2015,0,0,1610612737,0,0,Hawks
0,0,0,0,0,0,0,41000132,1610612753,0,0,f,0,2015,0,0,1610612737,0,0,Hawks
0,0,0,0,0,0,0,41000133,1610612753,0,0,f,0,2015,0,0,1610612737,0,0,Hawks
0,0,0,0,0,0,0,41000134,1610612753,0,0,f,0,2015,0,0,1610612737,0,0,Hawks
0,0,0,0,0,0,0,41000135,1610612753,0,0,f,0,2015,0,0,1610612737,0,0,Hawks
0,0,0,0,0,0,0,41000136,1610612753,0,0,f,0,2015,0,0,1610612737,0,0,Hawks
0,0,0,0,0,0,0,41000201,1610612741,0,0,f,0,2015,0,0,1610612737,0,0,Hawks
0,0,0,0,0,0,0,41000202,1610612741,0,0,f,0,2015,0,0,1610612737,0,0,Hawks
0,0,0,0,0,0,0,41000203,1610612741,0,0,f,0,2015,0,0,1610612737,0,0,Hawks
0,0,0,0,0,0,0,41000204,1610612741,0,0,f,0,2015,0,0,1610612737,0,0,Hawks
0,0,0,0,0,0,0,41000205,1610612741,0,0,f,0,2015,0,0,1610612737,0,0,Hawks
0,0,0,0,0,0,0,41000206,1610612741,0,0,f,0,2015,0,0,1610612737,0,0,Hawks
0,0,0,0,0,0,0,41100131,1610612738,0,0,f,0,2015,0,0,1610612737,0,0,Hawks
0,0,0,0,0,0,0,41100132,1610612738,0,0,f,0,2015,0,0,1610612737,0,0,Hawks
0,0,0,0,0,0,0,41100133,1610612738,0,0,f,0,2015,0,0,1610612737,0,0,Hawks
0,0,0,0,0,0,0,41100134,1610612738,0,0,f,0,2015,0,0,1610612737,0,0,Hawks
0,0,0,0,0,0,0,41100135,1610612738,0,0,f,0,2015,0,0,1610612737,0,0,Hawks
0,0,0,0,0,0,0,41100136,1610612738,0,0,f,0,2015,0,0,1610612737,0,0,Hawks
40,24,42,21,9.99,68,2,41500136,1610612738,14,127,f,10,2015,0,127,1610612737,34,14,Hawks
39,15,28,16,9.99,62,2,41500201,1610612739,25,127,f,6,2015,0,127,1610612737,48,18,Hawks
33,14,33,9,9.99,55,5,41500202,1610612739,24,127,f,5,2015,0,127,1610612737,38,16,Hawks
37,22,29,11,9.99,50,0,41500203,1610612739,18,127,f,6,2015,0,127,1610612737,47,19,Hawks
41,23,38,16,9.99,70,0,41500204,1610612739,21,127,f,9,2015,0,127,1610612737,42,17,Hawks
53,25,28,15,9.99,71,0,21600014,1610612764,21,127,f,4,2016,0,127,1610612737,35,19,Hawks
50,26,28,14,9.99,69,4,21600026,1610612755,22,127,f,7,2016,0,127,1610612737,35,16,Hawks
38,17,18,9,9.99,50,6,21600044,1610612758,27,127,f,10,2016,0,127,1610612737,41,16,Hawks
42,22,35,21,9.99,54,4,21600059,1610612747,20,127,f,7,2016,0,127,1610612737,43,19,Hawks
50,20,31,13,9.99,67,4,21600070,1610612764,28,127,f,2,2016,0,127,1610612737,33,12,Hawks
45,28,32,13,9.99,61,0,21600084,1610612745,24,127,f,7,2016,0,127,1610612737,40,17,Hawks
35,19,31,15,9.99,69,3,21600100,1610612739,22,127,f,4,2016,0,127,1610612737,46,22,Hawks
46,23,32,16,9.99,59,3,21600111,1610612741,24,127,f,11,2016,0,127,1610612737,37,19,Hawks
54,28,36,17,9.99,69,3,21600132,1610612755,30,127,f,11,2016,0,127,1610612737,41,20,Hawks
48,21,48,17,9.99,74,1,21600154,1610612748,20,127,f,5,2016,0,127,1610612737,32,16,Hawks
27,15,48,24,9.99,71,5,21600163,1610612749,12,127,f,9,2016,0,127,1610612737,45,20,Hawks
47,25,26,10,9.99,64,1,21600174,1610612766,21,127,f,2,2016,0,127,1610612737,37,14,Hawks
55,23,26,12,9.99,60,0,21600193,1610612752,25,127,f,6,2016,0,127,1610612737,30,11,Hawks
46,24,27,18,9.99,56,2,21600209,1610612740,24,127,f,4,2016,0,127,1610612737,39,15,Hawks
41,19,25,12,9.99,61,3,21600216,1610612754,21,127,f,7,2016,0,127,1610612737,44,17,Hawks
49,17,16,10,9.99,62,2,21600231,1610612762,21,127,f,2,2016,0,127,1610612737,34,9,Hawks
43,17,28,14,9.99,58,5,21600259,1610612744,26,127,f,3,2016,0,127,1610612737,43,19,Hawks
35,17,35,20,9.99,66,2,21600252,1610612747,23,127,f,4,2016,0,127,1610612737,53,22,Hawks
36,19,32,13,9.99,63,1,21600274,1610612756,17,127,f,9,2016,0,127,1610612737,53,26,Hawks
45,15,24,14,9.99,53,1,21600288,1610612765,17,127,f,5,2016,0,127,1610612737,43,17,Hawks
45,18,28,14,9.99,50,2,21600293,1610612761,25,127,f,4,2016,0,127,1610612737,43,17,Hawks
47,22,33,19,9.99,58,1,21600307,1610612760,23,127,f,10,2016,0,127,1610612737,30,12,Hawks
57,28,35,14,9.99,49,1,21600324,1610612748,22,127,f,9,2016,0,127,1610612737,31,15,Hawks
43,24,37,17,9.99,67,3,21600340,1610612749,28,127,f,14,2016,0,127,1610612737,41,16,Hawks
43,22,15,11,9.99,49,2,21600369,1610612753,23,127,f,6,2016,0,127,1610612737,47,23,Hawks
67,35,0,0,9.99,26,1,21600392,1610612761,25,127,f,6,2016,0,127,1610612737,0,0,Hawks
39,19,20,13,9.99,55,1,21600401,1610612766,20,127,f,11,2016,0,127,1610612737,47,21,Hawks
38,23,39,27,9.99,66,0,21600415,1610612760,12,127,f,6,2016,0,127,1610612737,37,18,Hawks
44,21,35,17,9.99,62,1,21600430,1610612750,13,127,f,5,2016,0,127,1610612737,38,13,Hawks
49,22,22,12,9.99,54,2,21600451,1610612743,27,127,f,9,2016,0,127,1610612737,37,15,Hawks
32,17,26,13,9.99,57,3,21600468,1610612750,37,127,f,7,2016,0,127,1610612737,51,18,Hawks
52,16,29,14,9.99,70,1,21600478,1610612752,37,127,f,6,2016,0,127,1610612737,50,21,Hawks
47,23,34,21,9.99,59,3,21600498,1610612765,17,127,f,5,2016,0,127,1610612737,41,16,Hawks
42,16,0,0,9.99,67,4,21600508,1610612759,27,127,f,4,2016,0,127,1610612737,50,26,Hawks
42,24,25,14,9.99,66,0,21600530,1610612753,10,127,f,7,2016,0,127,1610612737,39,20,Hawks
37,16,13,7,9.99,63,0,21600557,1610612742,17,127,f,5,2016,0,127,1610612737,37,14,Hawks
41,17,41,21,9.99,70,2,21600573,1610612751,23,127,f,2,2016,0,127,1610612737,51,27,Hawks
40,20,24,13,9.99,52,0,21600597,1610612738,27,127,f,5,2016,0,127,1610612737,43,16,Hawks
43,22,49,30,9.99,45,4,21600607,1610612749,25,127,f,10,2016,0,127,1610612737,37,20,Hawks
38,15,42,17,9.99,63,3,21600613,1610612752,25,127,f,11,2016,0,127,1610612737,49,25,Hawks
44,19,38,20,9.99,53,2,21600633,1610612765,18,127,f,5,2016,0,127,1610612737,34,11,Hawks
51,25,27,19,9.99,64,4,21600647,1610612741,22,127,f,5,2016,0,127,1610612737,31,14,Hawks
52,23,23,12,9.99,51,3,21600653,1610612755,29,127,f,5,2016,0,127,1610612737,39,22,Hawks
43,20,19,10,9.99,48,2,21600667,1610612746,29,127,f,8,2016,0,127,1610612737,45,17,Hawks
40,21,31,12,9.99,63,3,21600683,1610612741,19,127,f,6,2016,0,127,1610612737,43,22,Hawks
34,11,31,10,9.99,67,2,21600702,1610612764,20,127,f,5,2016,0,127,1610612737,49,19,Hawks
67,30,29,14,9.99,88,1,21600711,1610612752,45,127,f,10,2016,0,127,1610612737,52,22,Hawks
50,21,38,20,9.99,63,2,21600734,1610612748,24,127,f,3,2016,0,127,1610612737,36,13,Hawks
42,24,29,16,9.99,71,3,21600743,1610612745,16,127,f,7,2016,0,127,1610612737,43,20,Hawks
