ast_pct,ast_ratio,ast_tov,def_rating,dreb_pct,efg_pct,game_id,min,off_rating,opponent_id,oreb_pct,pace,period,pie,season,team_id,tm_tov_pct,treb_pct,ts_pct,usg_pct,team
0.667,17.2,1.69,103,0.778,0.43,21400467,240:00:00,88.6,1610612751,0.265,92.92,f,0.415,2014,1610612741,14,0,0.443,0.198,Bulls
0.579,16.8,3.14,101.1,0.66,0.462,21400482,240:00:00,110.4,1610612743,0.245,97.94,f,0.572,2014,1610612741,7.3,0,0.52,0.2,Bulls
0.514,12.3,1.06,89,0.778,0.4,21400496,265:00:00,97.7,1610612738,0.407,103.44,f,0.527,2014,1610612741,16.1,0,0.463,0.197,Bulls
0.659,19,1.59,100.8,0.652,0.512,21400512,240:00:00,116.1,1610612745,0.405,101.2,f,0.609,2014,1610612741,17.3,0,0.58,0.2,Bulls
0.607,13.5,1.06,107.1,0.659,0.369,21400528,240:00:00,83,1610612762,0.32,91.68,f,0.31,2014,1610612741,17.2,0,0.415,0.198,Bulls
0.5,13,1,107,0.745,0.446,21400543,240:00:00,89.2,1610612764,0.234,95.86,f,0.398,2014,1610612741,16.6,0,0.471,0.2,Bulls
0.686,17.6,1.71,100,0.707,0.42,21400554,240:00:00,104.9,1610612749,0.468,88.8,f,0.54,2014,1610612741,15.5,0,0.482,0.196,Bulls
0.61,18.2,1.79,117.8,0.941,0.536,21400566,240:00:00,112.3,1610612753,0.256,102.14,f,0.466,2014,1610612741,13.8,0,0.579,0.2,Bulls
0.529,14.9,1.38,111.7,0.714,0.513,21400579,240:00:00,104.7,1610612764,0.195,94.28,f,0.434,2014,1610612741,13.7,0,0.553,0.198,Bulls
0.583,21.7,4,108.4,0.718,0.612,21400591,240:00:00,127.6,1610612738,0.19,94.16,f,0.557,2014,1610612741,7.5,0,0.631,0.2,Bulls
0.676,19.7,1.92,113.5,0.8,0.519,21400602,240:00:00,104.4,1610612737,0.184,94.52,f,0.452,2014,1610612741,13.7,0,0.557,0.2,Bulls
0.4,10.5,1.5,116.1,0.592,0.425,21400620,240:00:00,103.2,1610612739,0.244,92.04,f,0.432,2014,1610612741,8.8,0,0.5,0.2,Bulls
0.528,16,1.9,87.2,0.809,0.513,21400637,240:00:00,112.9,1610612759,0.211,92.5,f,0.684,2014,1610612741,10.9,0,0.577,0.2,Bulls
0.579,16.6,0.92,105.5,0.78,0.545,21400646,240:00:00,106.5,1610612742,0.417,94.36,f,0.519,2014,1610612741,25.1,0,0.588,0.195,Bulls
0.484,12.4,1.36,104.2,0.69,0.397,21400657,240:00:00,90.9,1610612748,0.255,92.24,f,0.369,2014,1610612741,11.9,0,0.44,0.196,Bulls
0.452,12.8,0.9,95.5,0.737,0.469,21400679,265:00:00,102.6,1610612744,0.365,102.52,f,0.505,2014,1610612741,19.1,0,0.523,0.2,Bulls
0.641,17.4,1.92,104.9,0.617,0.446,21400695,265:00:00,103.6,1610612747,0.333,92.09,f,0.526,2014,1610612741,12.7,0,0.503,0.197,Bulls
0.556,15.3,1.67,99.5,0.771,0.437,21400704,240:00:00,94.1,1610612756,0.235,99.18,f,0.469,2014,1610612741,12.1,0,0.47,0.198,Bulls
0.516,12.4,1.23,104,0.792,0.393,21400735,240:00:00,94.3,1610612745,0.333,96.28,f,0.445,2014,1610612741,13.6,0,0.448,0.198,Bulls
0.419,15.2,1.64,80.8,0.755,0.571,21400758,240:00:00,115.4,1610612740,0.235,90.9,f,0.698,2014,1610612741,11.9,0,0.596,0.2,Bulls
0.73,21.3,1.8,103.5,0.683,0.532,21400770,240:00:00,105.5,1610612753,0.179,93.32,f,0.551,2014,1610612741,16.1,0,0.577,0.2,Bulls
0.619,21.7,3.71,99,0.683,0.569,21400785,240:00:00,117.4,1610612758,0.135,87.74,f,0.59,2014,1610612741,7.9,0,0.6,0.2,Bulls
0.69,20.6,3.63,97.3,0.773,0.505,21400800,240:00:00,114.8,1610612739,0.283,99.56,f,0.606,2014,1610612741,8.1,0,0.546,0.2,Bulls
0.485,12.9,0.8,100.5,0.732,0.455,21400806,240:00:00,96.1,1610612765,0.295,97.1,f,0.45,2014,1610612741,21.1,0,0.519,0.2,Bulls
0.628,19.3,1.59,110.9,0.805,0.551,21400818,240:00:00,113.1,1610612756,0.333,97.78,f,0.513,2014,1610612741,17.2,0,0.583,0.2,Bulls
0.741,15.5,1.05,76.6,0.786,0.408,21400831,240:00:00,95.5,1610612749,0.383,91.9,f,0.674,2014,1610612741,20.9,0,0.483,0.198,Bulls
0.706,19.5,2,108.6,0.739,0.461,21400845,240:00:00,95.4,1610612766,0.214,90.18,f,0.483,2014,1610612741,13.3,0,0.494,0.2,Bulls
0.649,17.5,2.4,95,0.756,0.432,21400862,240:00:00,105.4,1610612750,0.386,92.34,f,0.516,2014,1610612741,11,0,0.466,0.198,Bulls
0.667,13.8,1.5,102.6,0.723,0.368,21400877,240:00:00,90.3,1610612746,0.288,94.38,f,0.395,2014,1610612741,12.6,0,0.429,0.198,Bulls
0.606,15.7,1.25,98.5,0.787,0.481,21400893,240:00:00,99.8,1610612764,0.256,95.28,f,0.519,2014,1610612741,16.5,0,0.532,0.2,Bulls
0.65,19.3,2.6,106.8,0.818,0.5,21400909,240:00:00,112,1610612760,0.267,97.4,f,0.529,2014,1610612741,10.4,0,0.549,0.2,Bulls
0.645,15.7,1.54,108.3,0.667,0.39,21400912,240:00:00,90,1610612754,0.28,91.94,f,0.38,2014,1610612741,13.9,0,0.445,0.196,Bulls
0.541,15.7,0.91,116.5,0.822,0.541,21400931,240:00:00,104.2,1610612759,0.206,100.16,f,0.477,2014,1610612741,21.8,0,0.612,0.196,Bulls
0.514,14.9,1.06,105.8,0.833,0.5,21400941,240:00:00,96.6,1610612763,0.214,94.82,f,0.421,2014,1610612741,18.1,0,0.528,0.196,Bulls
0.6,17.4,1.33,88,0.746,0.517,21400953,265:00:00,98.3,1610612755,0.174,96.82,f,0.607,2014,1610612741,17,0,0.543,0.2,Bulls
0.581,15.1,1.64,102.5,0.653,0.47,21400967,240:00:00,93.5,1610612766,0.095,97.94,f,0.42,2014,1610612741,11.3,0,0.504,0.198,Bulls
0.541,16.1,1.82,108.8,0.585,0.5,21400982,240:00:00,104.6,1610612760,0.205,97.88,f,0.46,2014,1610612741,11.5,0,0.534,0.2,Bulls
0.647,17.1,1.83,90.3,0.896,0.476,21401009,240:00:00,105.8,1610612754,0.214,96.28,f,0.622,2014,1610612741,12.3,0,0.546,0.2,Bulls
0.762,24.5,2.67,107.7,0.739,0.589,21401025,240:00:00,126.3,1610612761,0.351,85.46,f,0.62,2014,1610612741,14,0,0.624,0.2,Bulls
0.667,18.1,1.83,115.8,0.86,0.468,21401033,240:00:00,99.4,1610612765,0.174,91.98,f,0.421,2014,1610612741,13.1,0,0.52,0.198,Bulls
0.568,17.2,3.5,92.2,0.784,0.47,21401051,240:00:00,103.4,1610612766,0.13,94.04,f,0.631,2014,1610612741,6.3,0,0.517,0.2,Bulls
0.578,22.5,3.25,116.6,0.744,0.689,21401065,240:00:00,132.6,1610612761,0.074,87.92,f,0.59,2014,1610612741,9.1,0,0.712,0.2,Bulls
0.651,20.6,2,86.6,0.813,0.548,21401088,240:00:00,116,1610612752,0.316,94.02,f,0.671,2014,1610612741,14.6,0,0.592,0.196,Bulls
0.581,13.8,0.82,100.1,0.583,0.453,21401118,240:00:00,90.7,1610612749,0.3,97.6,f,0.491,2014,1610612741,21.9,0,0.504,0.196,Bulls
0.545,14.5,1.5,93.6,0.694,0.412,21401131,240:00:00,100.9,1610612765,0.38,87.42,f,0.52,2014,1610612741,13.8,0,0.467,0.196,Bulls
0.824,21.7,1.75,105.7,0.783,0.52,21401148,240:00:00,101.9,1610612739,0.231,92.96,f,0.501,2014,1610612741,17.3,0,0.551,0.2,Bulls
0.735,18.6,1.47,111,0.69,0.506,21401161,240:00:00,105.5,1610612753,0.279,96.1,f,0.489,2014,1610612741,17.4,0,0.556,0.196,Bulls
0.486,13.4,1.55,84.7,0.735,0.418,21401173,240:00:00,94.2,1610612748,0.313,93.28,f,0.611,2014,1610612741,11.6,0,0.452,0.2,Bulls
0.5,14.7,2,105.9,0.714,0.494,21401189,240:00:00,110.9,1610612755,0.283,101.92,f,0.571,2014,1610612741,9.7,0,0.539,0.2,Bulls
0.591,19.9,2.89,90.8,0.755,0.568,21401206,240:00:00,118.3,1610612751,0.231,95.08,f,0.677,2014,1610612741,9.4,0,0.592,0.196,Bulls
0.452,11.3,0.64,84.9,0.811,0.448,21401217,240:00:00,88,1610612737,0.179,101.76,f,0.58,2014,1610612741,21.3,0,0.514,0.198,Bulls
0.789,21.2,1.58,90.6,0.764,0.53,41400121,240:00:00,101.3,1610612749,0.263,101.06,f,0.62,2014,1610612741,18.7,0,0.556,0.2,Bulls
0.839,19.4,1.73,88.7,0.847,0.457,41400122,240:00:00,96.9,1610612749,0.264,93.18,f,0.569,2014,1610612741,16,0,0.49,0.196,Bulls
0.667,18.5,1.41,104,0.68,0.531,41400123,265:00:00,105.3,1610612749,0.25,87.41,f,0.504,2014,1610612741,17.7,0,0.568,0.196,Bulls
0.697,18,0.82,92.3,0.739,0.559,41400124,240:00:00,90.2,1610612749,0.185,99.74,f,0.507,2014,1610612741,28.1,0,0.586,0.196,Bulls
0.71,16,1.69,97.9,0.683,0.367,41400125,240:00:00,89.1,1610612749,0.327,97.4,f,0.429,2014,1610612741,13.2,0,0.428,0.198,Bulls
0.674,22.1,2.58,70.7,0.816,0.594,41400126,240:00:00,121.2,1610612749,0.238,96.2,f,0.806,2014,1610612741,12.1,0,0.618,0.2,Bulls
0.575,19.2,2.3,105.3,0.738,0.563,41400211,240:00:00,115.1,1610612739,0.282,86.7,f,0.555,2014,1610612741,11.6,0,0.569,0.2,Bulls
0.625,16.4,1.67,115.5,0.65,0.449,41400212,240:00:00,100,1610612739,0.262,91.38,f,0.443,2014,1610612741,13.2,0,0.506,0.2,Bulls
0.5,13,1.55,102.8,0.8,0.411,41400213,240:00:00,103.4,1610612739,0.375,94.56,f,0.528,2014,1610612741,11.5,0,0.482,0.193,Bulls
0.375,10.1,1,90.9,0.829,0.41,41400214,240:00:00,88.2,1610612739,0.224,94.92,f,0.417,2014,1610612741,12.6,0,0.445,0.192,Bulls
0.588,15.5,1.82,117.8,0.718,0.436,41400215,240:00:00,103.8,1610612739,0.286,93.66,f,0.446,2014,1610612741,11.3,0,0.514,0.195,Bulls
0.567,15.7,2.43,109.6,0.59,0.4,41400216,240:00:00,88.6,1610612739,0.196,84.1,f,0.365,2014,1610612741,8.5,0,0.432,0.2,Bulls
0.351,10.6,1,93.6,0.784,0.466,21500002,241:21:00,94.1,1610612739,0.152,101.73,f,0.479,2014,1610612741,12.6,0,0.499,0.2,Bulls
0.351,10.6,1,93.6,0.784,0.466,21500002,240:00:00,94.1,1610612739,0.152,102.3,f,0.479,2015,1610612741,12.6,0,0.499,0.2,Bulls
0.476,15.8,1,97.7,0.68,0.628,21500006,240:00:00,113,1610612751,0.147,102.06,f,0.558,2015,1610612741,19.6,0,0.662,0.198,Bulls
0.529,13.5,0.9,88,0.677,0.446,21500025,265:00:00,87.5,1610612765,0.163,99.06,f,0.519,2015,1610612741,18.6,0,0.492,0.198,Bulls
0.697,17.1,1.53,84.9,0.75,0.42,21500043,240:00:00,91.4,1610612753,0.262,101.58,f,0.572,2015,1610612741,14.9,0,0.476,0.196,Bulls
0.591,19.6,2,131.2,0.707,0.567,21500053,240:00:00,102.4,1610612766,0.091,100.82,f,0.368,2015,1610612741,12.7,0,0.561,0.198,Bulls
0.5,16,3.33,105.6,0.8,0.483,21500070,240:00:00,110.4,1610612760,0.239,93.52,f,0.518,2015,1610612741,6.4,0,0.524,0.2,Bulls
0.606,14.1,1.05,93.7,0.741,0.414,21500085,265:00:00,82.9,1610612750,0.185,100.08,f,0.396,2015,1610612741,16.9,0,0.451,0.198,Bulls
0.683,18.9,2,78.5,0.75,0.479,21500100,240:00:00,103.6,1610612755,0.26,109.62,f,0.658,2015,1610612741,13.1,0,0.523,0.2,Bulls
0.73,19.9,2.45,98.7,0.839,0.464,21500132,240:00:00,103.4,1610612766,0.217,98.46,f,0.571,2015,1610612741,11.2,0,0.522,0.2,Bulls
0.743,19.4,3.25,95.4,0.776,0.442,21500153,240:00:00,97.9,1610612754,0.204,98.82,f,0.552,2015,1610612741,8.2,0,0.48,0.2,Bulls
0.585,18,1.2,98.7,0.72,0.548,21500174,240:00:00,104.9,1610612756,0.275,98.2,f,0.554,2015,1610612741,20.4,0,0.578,0.198,Bulls
0.629,16.7,1.83,112.1,0.718,0.438,21500187,240:00:00,98.8,1610612744,0.283,94.84,f,0.418,2015,1610612741,12.6,0,0.479,0.2,Bulls
0.576,14.7,1.36,89,0.704,0.424,21500213,240:00:00,89.3,1610612757,0.133,101.5,f,0.537,2015,1610612741,13.4,0,0.484,0.193,Bulls
0.656,15.4,1.4,99.3,0.826,0.408,21500231,240:00:00,86.1,1610612754,0.173,105.78,f,0.417,2015,1610612741,14,0,0.456,0.2,Bulls
0.676,19.1,2.27,93.8,0.765,0.465,21500257,240:00:00,98.1,1610612759,0.255,94.36,f,0.523,2015,1610612741,11.7,0,0.485,0.198,Bulls
0.611,16.1,1.57,93.1,0.783,0.438,21500273,240:00:00,99.1,1610612743,0.294,98.28,f,0.553,2015,1610612741,14,0,0.491,0.2,Bulls
0.784,20.7,2.07,105.2,0.755,0.466,21500292,240:00:00,96.6,1610612766,0.245,98.18,f,0.485,2015,1610612741,14.1,0,0.493,0.2,Bulls
0.683,19.2,1.4,94.9,0.762,0.489,21500309,240:00:00,99.1,1610612756,0.348,105.2,f,0.532,2015,1610612741,19.6,0,0.516,0.2,Bulls
0.564,15.6,1.22,101.6,0.729,0.462,21500319,240:00:00,96,1610612738,0.319,103.72,f,0.48,2015,1610612741,17.3,0,0.494,0.197,Bulls
0.645,16,1.82,87.6,0.732,0.397,21500330,240:00:00,90.2,1610612746,0.26,91.66,f,0.555,2015,1610612741,12,0,0.441,0.2,Bulls
0.515,14,1.21,94.2,0.891,0.474,21500348,240:00:00,100.2,1610612740,0.163,98.8,f,0.525,2015,1610612741,14.3,0,0.54,0.198,Bulls
0.651,20.2,2,96.3,0.827,0.553,21500361,240:00:00,114.5,1610612755,0.27,100.08,f,0.641,2015,1610612741,13.9,0,0.596,0.198,Bulls
0.579,16.7,1.47,84.7,0.878,0.494,21500377,240:00:00,97.6,1610612763,0.2,100.34,f,0.556,2015,1610612741,14.9,0,0.519,0.198,Bulls
0.462,13.1,1.2,108.6,0.696,0.466,21500391,265:00:00,107.7,1610612765,0.25,97.16,f,0.494,2015,1610612741,13.9,0,0.554,0.198,Bulls
0.459,12.9,1.31,113.2,0.744,0.42,21500400,240:00:00,94.3,1610612752,0.353,95.52,f,0.371,2015,1610612741,13.5,0,0.448,0.2,Bulls
0.744,22,2.46,105.9,0.667,0.5,21500414,240:00:00,103.3,1610612751,0.294,98.94,f,0.48,2015,1610612741,13.2,0,0.506,0.2,Bulls
0.55,15.9,1.38,94,0.673,0.473,21500437,240:00:00,104.2,1610612760,0.348,101.46,f,0.561,2015,1610612741,15.9,0,0.521,0.2,Bulls
0.476,15.7,1.11,123.8,0.636,0.59,21500449,240:00:00,117.5,1610612742,0.333,94.88,f,0.488,2015,1610612741,19.1,0,0.621,0.198,Bulls
0.575,17.5,2.09,102.6,0.776,0.506,21500463,240:00:00,106.6,1610612761,0.239,96.06,f,0.543,2015,1610612741,11.3,0,0.533,0.198,Bulls
0.405,11.1,0.68,95.6,0.709,0.465,21500478,265:00:00,96.3,1610612754,0.318,95.29,f,0.515,2015,1610612741,20.8,0,0.521,0.198,Bulls
0.692,20.6,3.38,87.6,0.784,0.518,21500493,240:00:00,120,1610612752,0.311,91.24,f,0.71,2015,1610612741,8.9,0,0.563,0.198,Bulls
0.548,18.1,2.09,117.3,0.723,0.567,21500507,240:00:00,119.8,1610612761,0.25,96.18,f,0.545,2015,1610612741,11.5,0,0.618,0.2,Bulls
0.587,20.2,1.8,104.8,0.691,0.584,21500522,240:00:00,117.2,1610612749,0.212,100.48,f,0.601,2015,1610612741,15,0,0.637,0.2,Bulls
0.59,16.4,1.44,88.7,0.737,0.463,21500537,240:00:00,95.8,1610612738,0.25,104.58,f,0.564,2015,1610612741,15.2,0,0.498,0.2,Bulls
0.444,11.9,0.73,110.5,0.81,0.476,21500551,240:00:00,98.5,1610612737,0.273,107.62,f,0.403,2015,1610612741,20.6,0,0.543,0.198,Bulls
0.529,14.2,1.13,112.4,0.723,0.475,21500567,240:00:00,101.1,1610612764,0.25,100.14,f,0.429,2015,1610612741,16.2,0,0.538,0.198,Bulls
0.629,16.3,1.29,110,0.725,0.482,21500573,240:00:00,109.1,1610612749,0.435,94.44,f,0.451,2015,1610612741,18.4,0,0.528,0.2,Bulls
0.415,12,0.74,105.9,0.766,0.506,21500587,265:00:00,106.8,1610612755,0.425,96.2,f,0.53,2015,1610612741,21.4,0,0.566,0.2,Bulls
0.516,13.6,1.78,94.9,0.833,0.372,21500597,240:00:00,85.9,1610612742,0.25,88.54,f,0.439,2015,1610612741,10,0,0.416,0.198,Bulls
0.636,21.4,2.8,106.5,0.615,0.577,21500619,240:00:00,114.7,1610612765,0.167,95.8,f,0.581,2015,1610612741,10.3,0,0.598,0.2,Bulls
0.378,10.4,1.4,122.8,0.733,0.375,21500634,240:00:00,89.9,1610612744,0.271,103.18,f,0.292,2015,1610612741,9.6,0,0.425,0.2,Bulls
0.289,8.4,0.55,108.7,0.686,0.444,21500646,240:00:00,95.8,1610612738,0.333,103.34,f,0.412,2015,1610612741,19,0,0.503,0.2,Bulls
0.553,17.1,2.63,90.5,0.714,0.477,21500659,240:00:00,108.4,1610612739,0.289,90.14,f,0.63,2015,1610612741,9,0,0.513,0.198,Bulls
0.514,14.5,1.38,94.2,0.86,0.426,21500669,240:00:00,89.1,1610612748,0.231,94.38,f,0.43,2015,1610612741,13.8,0,0.45,0.2,Bulls
0.617,20.4,2.64,91.8,0.78,0.526,21500697,240:00:00,112.8,1610612747,0.286,100.08,f,0.652,2015,1610612741,10.9,0,0.559,0.198,Bulls
0.475,15.1,2.11,124.5,0.816,0.457,21500714,240:00:00,97,1610612746,0.22,96.1,f,0.344,2015,1610612741,9.4,0,0.475,0.2,Bulls
0.487,14.3,1.27,100.5,0.773,0.461,21500728,265:00:00,90.7,1610612762,0.167,95.24,f,0.439,2015,1610612741,14.2,0,0.486,0.198,Bulls
0.65,18.5,1.53,97.7,0.813,0.517,21500744,240:00:00,102.6,1610612758,0.217,104.3,f,0.509,2015,1610612741,16.3,0,0.55,0.2,Bulls
0.488,15.3,1.91,111.3,0.69,0.489,21500757,240:00:00,104.9,1610612743,0.239,104.12,f,0.444,2015,1610612741,10.5,0,0.524,0.198,Bulls
0.675,20.4,2.25,122.2,0.611,0.518,21500766,240:00:00,109,1610612750,0.225,94.02,f,0.436,2015,1610612741,12.5,0,0.562,0.198,Bulls
0.714,19.5,3.57,111.8,0.767,0.444,21500774,240:00:00,95.6,1610612766,0.148,95.9,f,0.417,2015,1610612741,7.4,0,0.473,0.2,Bulls
0.553,16,1.11,114.6,0.756,0.471,21500796,240:00:00,90.7,1610612737,0.239,98.94,f,0.369,2015,1610612741,19.1,0,0.493,0.198,Bulls
0.324,9.4,0.92,107.6,0.756,0.441,21500803,240:00:00,94.4,1610612739,0.268,99.58,f,0.362,2015,1610612741,12.9,0,0.463,0.2,Bulls
0.667,22.4,3.56,106,0.776,0.554,21500809,240:00:00,116.2,1610612761,0.244,99.88,f,0.546,2015,1610612741,9,0,0.57,0.2,Bulls
0.682,23.4,3.75,116.7,0.638,0.639,21500831,240:00:00,139.3,1610612747,0.229,94.48,f,0.616,2015,1610612741,8.8,0,0.697,0.2,Bulls
0.591,19,1.63,100.5,0.827,0.545,21500850,240:00:00,104.8,1610612764,0.175,103.74,f,0.559,2015,1610612741,15.4,0,0.573,0.198,Bulls
0.594,13.8,0.9,105.6,0.711,0.392,21500865,240:00:00,86.5,1610612737,0.327,99.62,f,0.326,2015,1610612741,20.7,0,0.45,0.198,Bulls
0.846,23.4,3.67,102.1,0.833,0.452,21500871,240:00:00,96.7,1610612757,0.204,99.58,f,0.496,2015,1610612741,9.2,0,0.478,0.2,Bulls
0.488,15.2,2,130.3,0.84,0.517,21500892,240:00:00,107.3,1610612748,0.19,101.22,f,0.367,2015,1610612741,9.7,0,0.547,0.198,Bulls
0.632,17.7,3,93.9,0.843,0.414,21500897,240:00:00,83.3,1610612753,0.089,107.76,f,0.423,2015,1610612741,7.5,0,0.429,0.198,Bulls
0.778,18.9,1.08,92.4,0.788,0.513,21500927,240:00:00,100,1610612745,0.293,108.08,f,0.585,2015,1610612741,24.1,0,0.575,0.198,Bulls
0.897,25.4,1.94,97.3,0.679,0.564,21500940,240:00:00,103.5,1610612749,0.167,94.54,f,0.606,2015,1610612741,18.6,0,0.591,0.2,Bulls
0.59,16.9,1.1,108.6,0.813,0.517,21500960,240:00:00,99.3,1610612759,0.262,101.04,f,0.433,2015,1610612741,20.6,0,0.551,0.2,Bulls
0.711,20.4,1.5,119.4,0.78,0.519,21500966,240:00:00,97.4,1610612748,0.171,98.7,f,0.406,2015,1610612741,18.3,0,0.548,0.2,Bulls
0.561,18.6,2.56,114.3,0.75,0.548,21500991,240:00:00,117.5,1610612761,0.2,93.22,f,0.516,2015,1610612741,9.7,0,0.594,0.198,Bulls
0.571,14.8,1.11,111.9,0.775,0.437,21501006,240:00:00,90.5,1610612764,0.191,105.34,f,0.379,2015,1610612741,17,0,0.494,0.2,Bulls
0.565,19.2,2.89,111.1,0.739,0.548,21501016,240:00:00,126.1,1610612751,0.372,92.7,f,0.582,2015,1610612741,9.6,0,0.586,0.2,Bulls
0.615,19.9,2,98.5,0.674,0.525,21501034,240:00:00,107.2,1610612762,0.306,86.06,f,0.579,2015,1610612741,14,0,0.542,0.198,Bulls
0.683,20.3,3.11,101,0.674,0.516,21501049,240:00:00,110,1610612758,0.234,100.08,f,0.553,2015,1610612741,9.1,0,0.539,0.2,Bulls
0.763,23,4.83,125.5,0.667,0.555,21501060,240:00:00,117.3,1610612752,0.133,91.42,f,0.473,2015,1610612741,6.6,0,0.586,0.2,Bulls
0.405,12.5,1.88,110.4,0.844,0.449,21501070,240:00:00,96,1610612752,0.149,96.98,f,0.398,2015,1610612741,8.2,0,0.485,0.2,Bulls
0.556,15.6,1.54,116.5,0.707,0.443,21501083,240:00:00,91.3,1610612753,0.224,96.38,f,0.34,2015,1610612741,13.3,0,0.466,0.2,Bulls
0.55,15.4,2.44,103.7,0.851,0.424,21501099,240:00:00,97.5,1610612737,0.31,100.46,f,0.439,2015,1610612741,8.8,0,0.448,0.198,Bulls
0.595,16.5,1.29,99.5,0.69,0.483,21501107,240:00:00,98.9,1610612754,0.279,97.76,f,0.47,2015,1610612741,17.2,0,0.521,0.196,Bulls
0.757,21.3,1.65,103.4,0.74,0.552,21501124,240:00:00,104.4,1610612745,0.135,97.68,f,0.548,2015,1610612741,17.2,0,0.594,0.196,Bulls
0.618,16.3,1.62,100,0.837,0.438,21501139,240:00:00,93.2,1610612765,0.224,95.28,f,0.473,2015,1610612741,13.5,0,0.476,0.196,Bulls
0.769,23.9,2.5,105.6,0.651,0.574,21501150,240:00:00,113.7,1610612749,0.171,91.24,f,0.538,2015,1610612741,13.4,0,0.609,0.198,Bulls
0.647,17.3,1.1,110.8,0.707,0.513,21501158,240:00:00,99.6,1610612763,0.302,94.9,f,0.422,2015,1610612741,21.7,0,0.539,0.2,Bulls
0.514,14.7,1.29,112.2,0.659,0.468,21501174,240:00:00,106.2,1610612748,0.273,93.4,f,0.497,2015,1610612741,15.2,0,0.543,0.196,Bulls
0.475,14.7,1.58,107.5,0.727,0.494,21501191,240:00:00,108,1610612739,0.302,96.08,f,0.515,2015,1610612741,12.3,0,0.534,0.2,Bulls
0.659,22.9,3.22,125.6,0.75,0.636,21501208,240:00:00,130.9,1610612740,0.179,92.38,f,0.546,2015,1610612741,9.7,0,0.684,0.2,Bulls
0.692,19.4,1.59,107.2,0.902,0.56,21501222,240:00:00,119.9,1610612755,0.372,96.9,f,0.57,2015,1610612741,17.7,0,0.606,0.2,Bulls
0.525,15.1,1.4,104.2,0.8,0.441,21000011,240:00:00,92.5,1610612760,0.3,102.18,f,0.397,2010,1610612741,14.6,0,0.463,0.198,Bulls
0.459,12.8,1.06,88,0.755,0.459,21000035,240:00:00,99.4,1610612765,0.304,102.52,f,0.612,2010,1610612741,15.7,0,0.507,0.198,Bulls
0.628,21.2,1.8,106.5,0.628,0.641,21000044,240:00:00,120.8,1610612757,0.321,91.56,f,0.6,2010,1610612741,16.5,0,0.646,0.2,Bulls
0.643,19.3,1.35,120.3,0.75,0.574,21000066,240:00:00,111,1610612752,0.3,100.32,f,0.476,2010,1610612741,19.8,0,0.603,0.2,Bulls
0.595,18.1,1.25,104.8,0.923,0.518,21000073,265:00:00,99.1,1610612738,0.2,95.51,f,0.473,2010,1610612741,18.9,0,0.565,0.198,Bulls
0.588,15.2,1.33,91.5,0.867,0.445,21000098,240:00:00,90.8,1610612743,0.174,102.04,f,0.519,2010,1610612741,14.5,0,0.487,0.2,Bulls
0.63,21.1,2.07,90.8,0.66,0.589,21000119,240:00:00,123.6,1610612744,0.344,98.1,f,0.718,2010,1610612741,14.4,0,0.637,0.196,Bulls
0.706,18.5,1.6,97.4,0.622,0.507,21000134,240:00:00,109.6,1610612764,0.286,96.24,f,0.58,2010,1610612741,16,0,0.566,0.198,Bulls
0.5,14.5,0.9,97.9,0.703,0.541,21000156,240:00:00,102.9,1610612745,0.4,93.16,f,0.524,2010,1610612741,21.7,0,0.55,0.198,Bulls
0.436,13.5,1.55,106.5,0.714,0.457,21000166,240:00:00,96.7,1610612759,0.24,96.92,f,0.394,2010,1610612741,11.3,0,0.479,0.2,Bulls
0.5,14,0.94,97.6,0.813,0.48,21000179,240:00:00,104.6,1610612742,0.444,84.56,f,0.532,2010,1610612741,21.4,0,0.511,0.196,Bulls
0.588,15.3,1.54,103.3,0.762,0.419,21000208,240:00:00,94.4,1610612747,0.333,95.66,f,0.474,2010,1610612741,13.5,0,0.467,0.2,Bulls
0.532,17.4,1.79,108,0.705,0.521,21000218,265:00:00,108,1610612756,0.348,93.08,f,0.477,2010,1610612741,13.6,0,0.53,0.198,Bulls
0.424,11.3,1.17,96.1,0.838,0.422,21000229,240:00:00,97.6,1610612743,0.239,100.7,f,0.481,2010,1610612741,12.1,0,0.493,0.198,Bulls
0.697,18.2,1.92,90,0.739,0.448,21000241,240:00:00,102.7,1610612758,0.244,94,f,0.581,2010,1610612741,12.8,0,0.524,0.2,Bulls
0.7,17.9,1.31,114.4,0.5,0.451,21000266,240:00:00,87.4,1610612753,0.189,91.4,f,0.333,2010,1610612741,17.9,0,0.486,0.198,Bulls
0.581,15,1.38,113.4,0.758,0.453,21000280,240:00:00,99,1610612738,0.2,92.32,f,0.369,2010,1610612741,14,0,0.517,0.198,Bulls
0.511,16.3,1.26,103.7,0.81,0.543,21000290,265:00:00,109.6,1610612745,0.341,99.8,f,0.497,2010,1610612741,17.5,0,0.569,0.2,Bulls
0.595,18.3,1.47,91.2,0.75,0.511,21000305,240:00:00,103.7,1610612760,0.372,97.06,f,0.591,2010,1610612741,17.8,0,0.524,0.196,Bulls
0.686,18.9,1.5,88.4,0.756,0.487,21000317,240:00:00,94.8,1610612739,0.238,93.36,f,0.556,2010,1610612741,17.2,0,0.507,0.2,Bulls
0.576,14.9,0.9,88.5,0.75,0.463,21000333,240:00:00,90.3,1610612747,0.268,96.2,f,0.465,2010,1610612741,21.5,0,0.503,0.198,Bulls
