ast_pct,ast_ratio,ast_tov,def_rating,dreb_pct,efg_pct,game_id,min,off_rating,opponent_id,oreb_pct,pace,period,pie,season,team_id,tm_tov_pct,treb_pct,ts_pct,usg_pct,team
0.438,11.9,1.17,107.5,0.878,0.455,21200346,240:00:00,99.9,1610612761,0.174,95.94,f,0.408,2012,1610612745,12.5,0,0.521,0.2,Rockets
0.45,14.5,1,95,0.735,0.577,21200351,240:00:00,108.4,1610612752,0.158,100.8,f,0.614,2012,1610612745,17.9,0,0.615,0.198,Rockets
0.69,22.3,2.9,106.7,0.708,0.633,21200372,240:00:00,133.2,1610612755,0.219,95.2,f,0.629,2012,1610612745,10.7,0,0.688,0.2,Rockets
0.727,22.6,2,99.8,0.784,0.61,21200394,240:00:00,120.5,1610612763,0.237,98.3,f,0.608,2012,1610612745,15.9,0,0.647,0.198,Rockets
0.543,19.6,2.5,100.2,0.833,0.61,21200408,240:00:00,129.6,1610612741,0.294,94.68,f,0.627,2012,1610612745,10.8,0,0.648,0.2,Rockets
0.576,15.4,1.12,89.9,0.769,0.463,21200417,240:00:00,89.1,1610612750,0.156,95.54,f,0.481,2012,1610612745,17.4,0,0.497,0.198,Rockets
0.6,18.2,1.13,117.8,0.871,0.587,21200432,240:00:00,106,1610612759,0.286,106.5,f,0.437,2012,1610612745,21.9,0,0.595,0.2,Rockets
0.545,13.2,0.75,108.7,0.714,0.446,21200443,240:00:00,83.3,1610612760,0.128,113.5,f,0.325,2012,1610612745,21.3,0,0.495,0.2,Rockets
0.667,22.3,2.73,100.9,0.9,0.631,21200455,240:00:00,122.2,1610612737,0.111,101.88,f,0.597,2012,1610612745,10.9,0,0.656,0.196,Rockets
0.512,16.8,1.91,97,0.731,0.524,21200471,240:00:00,111.7,1610612740,0.256,93.96,f,0.595,2012,1610612745,11.8,0,0.558,0.2,Rockets
0.667,21.4,1.58,96.1,0.614,0.62,21200486,240:00:00,112.3,1610612749,0.2,103.74,f,0.577,2012,1610612745,18.6,0,0.629,0.2,Rockets
0.622,17.1,1.35,103.7,0.646,0.544,21200493,240:00:00,112.2,1610612739,0.308,100.08,f,0.554,2012,1610612745,17,0,0.59,0.2,Rockets
0.542,18.4,1.44,108,0.786,0.615,21200514,240:00:00,117.8,1610612747,0.243,104.92,f,0.559,2012,1610612745,17,0,0.644,0.2,Rockets
0.5,12.6,0.65,96.7,0.644,0.46,21200521,240:00:00,84.3,1610612740,0.25,92.38,f,0.364,2012,1610612745,24.5,0,0.489,0.198,Rockets
0.657,17.7,1.64,109.5,0.765,0.494,21200531,240:00:00,96,1610612738,0.255,94.4,f,0.399,2012,1610612745,14.8,0,0.491,0.2,Rockets
0.568,15.9,1.24,108.8,0.805,0.488,21200544,240:00:00,98.3,1610612755,0.205,100.02,f,0.427,2012,1610612745,16.7,0,0.534,0.198,Rockets
0.61,18.7,1.56,120.1,0.688,0.579,21200567,240:00:00,112.4,1610612746,0.324,97.22,f,0.457,2012,1610612745,16.5,0,0.586,0.198,Rockets
0.515,13.1,1.06,101,0.796,0.458,21200575,240:00:00,96,1610612742,0.2,104.06,f,0.448,2012,1610612745,15.4,0,0.514,0.2,Rockets
0.618,16.3,1.17,111.1,0.641,0.488,21200587,240:00:00,97.9,1610612754,0.289,95.76,f,0.442,2012,1610612745,18.5,0,0.528,0.2,Rockets
0.56,11.3,0.7,107.2,0.71,0.372,21200597,240:00:00,88.4,1610612750,0.429,87.58,f,0.268,2012,1610612745,22.4,0,0.437,0.2,Rockets
0.69,16,1.54,100.5,0.818,0.459,21200607,240:00:00,106.3,1610612766,0.256,93.8,f,0.537,2012,1610612745,13.8,0,0.543,0.2,Rockets
0.649,17.7,1.04,104,0.738,0.512,21200622,240:00:00,90.7,1610612743,0.189,102.86,f,0.422,2012,1610612745,22,0,0.535,0.198,Rockets
0.676,18,1.05,87.4,0.721,0.556,21200638,240:00:00,109.4,1610612740,0.371,92.62,f,0.644,2012,1610612745,24.1,0,0.607,0.198,Rockets
0.721,21.8,2.58,114.9,0.837,0.563,21200646,240:00:00,122.8,1610612751,0.368,94.56,f,0.574,2012,1610612745,12.4,0,0.602,0.198,Rockets
0.574,20.8,4.5,87.6,0.708,0.618,21200665,240:00:00,134.5,1610612762,0.286,92.14,f,0.749,2012,1610612745,6.5,0,0.645,0.198,Rockets
0.564,15.7,1,108.4,0.78,0.531,21200679,240:00:00,101.5,1610612743,0.244,108.62,f,0.457,2012,1610612745,20.3,0,0.571,0.198,Rockets
0.643,20.1,1.8,100.5,0.8,0.555,21200699,240:00:00,117.1,1610612766,0.35,93.84,f,0.613,2012,1610612745,16.1,0,0.592,0.198,Rockets
0.761,23.3,3.89,108.8,0.756,0.632,21200718,240:00:00,138.1,1610612744,0.326,100.8,f,0.628,2012,1610612745,8.9,0,0.658,0.198,Rockets
0.487,15.1,1.19,118.4,0.795,0.544,21200726,240:00:00,109.1,1610612748,0.211,97.66,f,0.425,2012,1610612745,16.2,0,0.593,0.2,Rockets
0.574,21.8,2.45,111,0.681,0.671,21200743,240:00:00,131.1,1610612757,0.219,91.42,f,0.589,2012,1610612745,12.2,0,0.686,0.198,Rockets
0.659,20.5,1.81,120.8,0.659,0.551,21200760,240:00:00,112.7,1610612758,0.311,97.68,f,0.485,2012,1610612745,16.2,0,0.575,0.198,Rockets
0.744,21.8,2.46,104.2,0.826,0.527,21200774,240:00:00,110.5,1610612744,0.208,103.82,f,0.547,2012,1610612745,12.4,0,0.569,0.197,Rockets
0.5,13.8,0.86,106.6,0.824,0.47,21200786,240:00:00,96.3,1610612746,0.295,99.56,f,0.399,2012,1610612745,21.1,0,0.524,0.2,Rockets
0.591,17.7,1.37,109.3,0.705,0.56,21200804,240:00:00,110.8,1610612760,0.239,109.5,f,0.506,2012,1610612745,17.3,0,0.597,0.198,Rockets
0.61,20.1,1.47,100.2,0.682,0.636,21200815,240:00:00,114.9,1610612751,0.206,94.06,f,0.547,2012,1610612745,18.4,0,0.644,0.198,Rockets
0.632,18.4,1.5,111.3,0.743,0.565,21200823,240:00:00,110.6,1610612764,0.317,93.76,f,0.437,2012,1610612745,17.2,0,0.571,0.2,Rockets
0.619,17.9,1.37,104,0.791,0.511,21200856,240:00:00,100.9,1610612749,0.277,105.9,f,0.48,2012,1610612745,17.9,0,0.535,0.197,Rockets
0.667,21.5,2.15,114.5,0.806,0.643,21200866,240:00:00,126.4,1610612753,0.265,94.68,f,0.522,2012,1610612745,13.9,0,0.661,0.198,Rockets
0.652,21.3,2.31,103.5,0.795,0.663,21200885,240:00:00,135.2,1610612742,0.303,100.08,f,0.712,2012,1610612745,12.9,0,0.697,0.2,Rockets
0.629,17.3,1.69,117.7,0.865,0.526,21200908,240:00:00,110.7,1610612742,0.222,96.34,f,0.457,2012,1610612745,13.3,0,0.584,0.198,Rockets
0.778,16.8,1.4,88.2,0.76,0.466,21200926,240:00:00,96.9,1610612744,0.152,98.38,f,0.585,2012,1610612745,15.5,0,0.528,0.194,Rockets
0.595,16.1,1.05,107.9,0.585,0.541,21200932,240:00:00,105.1,1610612756,0.333,99.54,f,0.463,2012,1610612745,21,0,0.559,0.197,Rockets
0.667,18.8,1.13,79.1,0.875,0.579,21200961,240:00:00,109.7,1610612756,0.314,101.8,f,0.681,2012,1610612745,22.7,0,0.622,0.198,Rockets
0.694,19.1,1.39,106.6,0.78,0.561,21200973,240:00:00,115.3,1610612750,0.308,93.72,f,0.542,2012,1610612745,19.2,0,0.616,0.2,Rockets
0.571,12.7,0.94,105.9,0.818,0.378,21200988,240:00:00,79.6,1610612744,0.222,100,f,0.319,2012,1610612745,17.3,0,0.419,0.196,Rockets
0.441,12.4,0.94,96.1,0.875,0.487,21201014,240:00:00,103,1610612762,0.225,96.94,f,0.518,2012,1610612745,16.5,0,0.555,0.198,Rockets
0.591,19,1.18,79.9,0.804,0.636,21201028,240:00:00,118.5,1610612739,0.371,97.74,f,0.785,2012,1610612745,22.5,0,0.653,0.2,Rockets
0.594,15.2,1.36,96.7,0.821,0.456,21201042,240:00:00,102.3,1610612759,0.279,96.06,f,0.486,2012,1610612745,14.9,0,0.522,0.198,Rockets
0.563,14.2,1.29,104.9,0.75,0.422,21201064,240:00:00,97.4,1610612754,0.294,94.38,f,0.39,2012,1610612745,15,0,0.482,0.2,Rockets
0.559,15.4,1.36,115.4,0.606,0.475,21201079,240:00:00,105.3,1610612763,0.341,89.24,f,0.386,2012,1610612745,15.7,0,0.521,0.2,Rockets
0.486,13,0.77,84.2,0.837,0.494,21201088,240:00:00,96.2,1610612746,0.279,99.02,f,0.595,2012,1610612745,21.6,0,0.533,0.196,Rockets
0.614,18.8,3,104.8,0.708,0.495,21201104,240:00:00,114.8,1610612753,0.37,97.46,f,0.528,2012,1610612745,9.3,0,0.515,0.2,Rockets
0.762,21.9,1.68,101,0.729,0.547,21201119,240:00:00,109.5,1610612758,0.308,101.6,f,0.563,2012,1610612745,18.6,0,0.588,0.2,Rockets
0.615,18.5,1.71,97.5,0.708,0.592,21201136,240:00:00,121.6,1610612757,0.25,97.98,f,0.594,2012,1610612745,14.7,0,0.635,0.196,Rockets
0.769,20.5,1.58,124.2,0.698,0.554,21201144,240:00:00,108.5,1610612743,0.25,105.66,f,0.411,2012,1610612745,18.1,0,0.587,0.198,Rockets
0.514,14.2,1.06,95.7,0.725,0.465,21201160,240:00:00,101.4,1610612756,0.333,100.96,f,0.519,2012,1610612745,18.1,0,0.523,0.197,Rockets
0.783,14.5,0.9,90.8,0.75,0.385,21201184,240:00:00,85.4,1610612763,0.319,90.82,f,0.417,2012,1610612745,21.9,0,0.452,0.2,Rockets
0.622,20.2,1.65,93,0.727,0.62,21201200,240:00:00,115.7,1610612758,0.167,106.02,f,0.631,2012,1610612745,16.3,0,0.647,0.2,Rockets
0.488,15.1,1.31,113.2,0.761,0.527,21201211,240:00:00,101.7,1610612756,0.195,107.62,f,0.427,2012,1610612745,14.5,0,0.548,0.2,Rockets
0.6,16.2,1.5,98.1,0.685,0.464,21201228,265:00:00,95.4,1610612747,0.184,90.8,f,0.443,2012,1610612745,14.1,0,0.502,0.198,Rockets
0.472,13.9,0.89,87.6,0.769,0.533,21300009,240:00:00,104.8,1610612766,0.359,93.18,f,0.643,2013,1610612745,0.2,0,0.555,0.198,Rockets
0.5,12.6,0.74,96.3,0.704,0.541,21300025,240:00:00,107.2,1610612742,0.325,107.22,f,0.619,2013,1610612745,0.2,0,0.592,0.198,Rockets
0.471,13.7,0.89,100.1,0.674,0.575,21300038,240:00:00,113.8,1610612762,0.273,92.14,f,0.599,2013,1610612745,0.2,0,0.631,0.2,Rockets
0.512,15.2,1.31,125.3,0.786,0.543,21300050,240:00:00,113.5,1610612746,0.31,106.62,f,0.431,2013,1610612745,0.2,0,0.585,0.198,Rockets
0.415,13.4,0.85,98.3,0.771,0.587,21300058,240:00:00,116,1610612757,0.345,101.36,f,0.628,2013,1610612745,0.2,0,0.645,0.2,Rockets
0.586,12.6,0.94,90.3,0.735,0.422,21300072,240:00:00,89.2,1610612747,0.19,109.74,f,0.548,2013,1610612745,0.2,0,0.491,0.198,Rockets
0.6,16.3,1.17,110.2,0.681,0.494,21300090,240:00:00,96,1610612746,0.25,97.5,f,0.448,2013,1610612745,0.2,0,0.523,0.2,Rockets
0.625,14.5,0.87,87.6,0.683,0.455,21300103,265:00:00,88.8,1610612761,0.268,97.58,f,0.629,2013,1610612745,0.2,0,0.5,0.2,Rockets
0.791,21,1.62,106.1,0.712,0.526,21300112,265:00:00,101.7,1610612755,0.271,104.59,f,0.484,2013,1610612745,0.2,0,0.547,0.197,Rockets
0.452,11.7,0.78,108.3,0.762,0.522,21300123,240:00:00,115.5,1610612752,0.297,96.12,f,0.546,2013,1610612745,0.2,0,0.624,0.192,Rockets
0.659,18.7,1.59,108.9,0.66,0.562,21300141,240:00:00,115.8,1610612743,0.324,103.64,f,0.594,2013,1610612745,0.2,0,0.608,0.198,Rockets
0.537,17.7,1.1,83.5,0.7,0.632,21300159,240:00:00,112.9,1610612738,0.194,99.18,f,0.723,2013,1610612745,0.2,0,0.66,0.198,Rockets
0.69,22,2.42,128.8,0.759,0.632,21300172,240:00:00,127,1610612742,0.216,95.02,f,0.48,2013,1610612745,0.1,0,0.663,0.198,Rockets
0.634,19.1,1.08,101.5,0.705,0.627,21300192,240:00:00,113.1,1610612750,0.297,99.26,f,0.587,2013,1610612745,0.2,0,0.651,0.198,Rockets
0.353,10.6,0.6,93.6,0.696,0.536,21300206,240:00:00,103.5,1610612763,0.344,90.9,f,0.531,2013,1610612745,0.2,0,0.575,0.196,Rockets
0.581,20,1.92,89.7,0.85,0.641,21300221,240:00:00,122.5,1610612737,0.235,92.92,f,0.668,2013,1610612745,0.1,0,0.648,0.2,Rockets
0.795,23.9,1.94,98.8,0.694,0.655,21300234,240:00:00,124.2,1610612751,0.194,93.96,f,0.604,2013,1610612745,0.2,0,0.688,0.2,Rockets
0.6,16.6,1.41,98.4,0.913,0.517,21300245,240:00:00,103.5,1610612759,0.293,107.96,f,0.53,2013,1610612745,0.2,0,0.543,0.198,Rockets
0.45,15,1.8,121.1,0.784,0.536,21300259,240:00:00,113.4,1610612762,0.262,90.42,f,0.462,2013,1610612745,0.1,0,0.561,0.196,Rockets
0.419,9.8,0.57,97.6,0.805,0.403,21300271,240:00:00,89.5,1610612756,0.396,98.86,f,0.405,2013,1610612745,0.2,0,0.457,0.198,Rockets
0.405,11.4,0.94,80.6,0.792,0.482,21300285,240:00:00,102.8,1610612744,0.298,102.56,f,0.703,2013,1610612745,0.2,0,0.524,0.198,Rockets
0.688,16.1,1.1,90.4,0.75,0.487,21300301,240:00:00,98.5,1610612753,0.349,98.4,f,0.641,2013,1610612745,0.2,0,0.519,0.197,Rockets
0.4,12.4,2,109.7,0.688,0.452,21300328,240:00:00,106.6,1610612757,0.288,99.38,f,0.468,2013,1610612745,0.1,0,0.497,0.2,Rockets
0.513,15.5,1.33,112.5,0.568,0.57,21300341,240:00:00,113.3,1610612744,0.159,100.98,f,0.496,2013,1610612745,0.1,0,0.614,0.2,Rockets
0.484,12.1,0.88,102.7,0.816,0.46,21300350,240:00:00,93.1,1610612758,0.234,100.46,f,0.36,2013,1610612745,0.2,0,0.496,0.2,Rockets
0.523,18.4,1.77,96.8,0.757,0.585,21300379,240:00:00,117.2,1610612741,0.273,95.08,f,0.584,2013,1610612745,0.1,0,0.612,0.2,Rockets
0.313,8.4,0.71,114.4,0.727,0.405,21300388,240:00:00,83.9,1610612754,0.226,98.12,f,0.25,2013,1610612745,0.1,0,0.428,0.2,Rockets
0.75,23.9,2.06,99.5,0.784,0.614,21300396,240:00:00,113.9,1610612765,0.161,98.78,f,0.604,2013,1610612745,0.2,0,0.64,0.196,Rockets
0.605,18.6,1.28,121.8,0.757,0.593,21300412,240:00:00,112.1,1610612742,0.25,91.94,f,0.463,2013,1610612745,0.2,0,0.628,0.198,Rockets
0.622,21.1,2.55,102,0.736,0.593,21300421,240:00:00,118.2,1610612759,0.256,95.02,f,0.571,2013,1610612745,0.1,0,0.591,0.198,Rockets
0.548,14.8,1.89,101.3,0.63,0.472,21300424,240:00:00,110.4,1610612763,0.194,90.7,f,0.606,2013,1610612745,0.1,0,0.564,0.2,Rockets
0.5,15.3,1.36,101.5,0.745,0.532,21300442,240:00:00,115,1610612740,0.286,94.8,f,0.571,2013,1610612745,0.2,0,0.587,0.2,Rockets
0.258,6.9,0.89,120.6,0.871,0.406,21300450,240:00:00,89,1610612760,0.196,96.84,f,0.247,2013,1610612745,0.1,0,0.436,0.2,Rockets
0.41,12.5,1,111,0.763,0.525,21300464,240:00:00,108.7,1610612758,0.318,98.32,f,0.464,2013,1610612745,0.2,0,0.555,0.2,Rockets
0.471,13.6,1.07,109.2,0.667,0.527,21300485,240:00:00,111.7,1610612752,0.27,91.44,f,0.528,2013,1610612745,0.2,0,0.591,0.2,Rockets
0.462,13.2,1.8,96.1,0.72,0.494,21300526,240:00:00,110.8,1610612747,0.327,102.5,f,0.592,2013,1610612745,0.1,0,0.523,0.198,Rockets
0.517,13.3,0.83,90.4,0.723,0.457,21300533,240:00:00,91.2,1610612737,0.27,89.76,f,0.451,2013,1610612745,0.2,0,0.502,0.196,Rockets
0.579,16.6,1.16,103.2,0.667,0.575,21300544,240:00:00,112.3,1610612764,0.231,102.56,f,0.557,2013,1610612745,0.2,0,0.623,0.2,Rockets
0.649,18.1,1.6,85.9,0.706,0.519,21300556,240:00:00,105.1,1610612738,0.222,103.06,f,0.62,2013,1610612745,0.2,0,0.553,0.193,Rockets
0.486,14.7,1.29,106.7,0.714,0.542,21300572,240:00:00,107.2,1610612740,0.2,94.9,f,0.531,2013,1610612745,0.1,0,0.572,0.198,Rockets
0.606,15.6,1.18,105.1,0.762,0.476,21300580,240:00:00,93.6,1610612760,0.213,98.62,f,0.41,2013,1610612745,0.2,0,0.504,0.2,Rockets
0.488,15,1.67,105.9,0.75,0.524,21300597,240:00:00,113.7,1610612749,0.31,99.26,f,0.554,2013,1610612745,0.1,0,0.563,0.198,Rockets
0.6,18.9,1.42,109,0.714,0.616,21300614,240:00:00,127.8,1610612757,0.425,101.12,f,0.586,2013,1610612745,0.2,0,0.652,0.198,Rockets
0.674,19.6,2.64,95.9,0.788,0.522,21300627,240:00:00,113.8,1610612758,0.311,103.4,f,0.666,2013,1610612745,0.1,0,0.553,0.198,Rockets
0.656,17.6,1.62,96.7,0.686,0.494,21300642,240:00:00,95.4,1610612763,0.184,91.1,f,0.453,2013,1610612745,0.1,0,0.511,0.2,Rockets
0.467,11.9,0.93,109.8,0.636,0.426,21300649,240:00:00,86.6,1610612763,0.217,91.82,f,0.344,2013,1610612745,0.2,0,0.458,0.2,Rockets
0.545,14,1.2,99.7,0.735,0.473,21300671,240:00:00,105.8,1610612759,0.422,90.96,f,0.539,2013,1610612745,0.2,0,0.507,0.2,Rockets
0.585,18.2,1.33,111.8,0.711,0.615,21300681,240:00:00,119.6,1610612742,0.263,100.34,f,0.542,2013,1610612745,0.2,0,0.651,0.198,Rockets
0.585,18.2,1.41,91.6,0.829,0.556,21300701,240:00:00,108.7,1610612739,0.286,98.98,f,0.628,2013,1610612745,0.2,0,0.585,0.2,Rockets
0.436,14.1,1.21,106.7,0.721,0.627,21300729,240:00:00,123.9,1610612756,0.161,99.86,f,0.595,2013,1610612745,0.1,0,0.682,0.198,Rockets
0.548,18.2,1.77,96.1,0.696,0.541,21300753,240:00:00,103.4,1610612749,0.154,98.28,f,0.543,2013,1610612745,0.1,0,0.557,0.2,Rockets
0.641,18.5,1.32,91.5,0.692,0.543,21300768,240:00:00,107.2,1610612750,0.27,98.52,f,0.618,2013,1610612745,0.2,0,0.589,0.196,Rockets
0.529,14,0.69,109.8,0.76,0.609,21300784,240:00:00,115.7,1610612764,0.361,99.86,f,0.541,2013,1610612745,0.3,0,0.667,0.196,Rockets
0.538,17.7,1.87,100.4,0.925,0.587,21300811,240:00:00,120.7,1610612747,0.396,109.3,f,0.581,2013,1610612745,0.1,0,0.583,0.198,Rockets
0.649,15.8,1.5,100.4,0.736,0.411,21300814,265:00:00,92.5,1610612744,0.375,94.44,f,0.458,2013,1610612745,0.2,0,0.442,0.194,Rockets
0.61,18,1.14,108.1,0.786,0.558,21300838,240:00:00,110.5,1610612756,0.286,103.82,f,0.551,2013,1610612745,0.2,0,0.624,0.2,Rockets
0.61,18.3,1.19,99.4,0.76,0.646,21300852,240:00:00,123.5,1610612758,0.219,104.06,f,0.642,2013,1610612745,0.2,0,0.713,0.196,Rockets
0.559,15,0.95,103.4,0.708,0.494,21300862,240:00:00,97.3,1610612746,0.3,96.64,f,0.446,2013,1610612745,0.2,0,0.531,0.2,Rockets
0.619,18.6,1.73,108.5,0.608,0.565,21300876,240:00:00,117.4,1610612765,0.325,100.94,f,0.535,2013,1610612745,0.1,0,0.599,0.2,Rockets
0.6,18.2,1.33,112.2,0.773,0.564,21300900,240:00:00,110.6,1610612748,0.343,93.82,f,0.509,2013,1610612745,0.2,0,0.59,0.2,Rockets
0.525,15.5,0.95,91.5,0.795,0.524,21300905,240:00:00,100.4,1610612753,0.359,98.92,f,0.56,2013,1610612745,0.2,0,0.546,0.198,Rockets
0.65,20.5,1.86,92.9,0.8,0.612,21300926,240:00:00,117.9,1610612754,0.176,93.8,f,0.626,2013,1610612745,0.1,0,0.644,0.196,Rockets
0.342,9.6,1,103.2,0.614,0.478,21300939,265:00:00,108.5,1610612757,0.277,98.86,f,0.537,2013,1610612745,0.1,0,0.542,0.2,Rockets
0.545,14.3,1.29,105,0.822,0.475,21300955,240:00:00,98,1610612760,0.163,100.46,f,0.462,2013,1610612745,0.1,0,0.521,0.198,Rockets
0.571,12.7,1,123.7,0.75,0.386,21300968,240:00:00,95.6,1610612741,0.396,90.34,f,0.315,2013,1610612745,0.2,0,0.463,0.2,Rockets
0.486,14.8,1.13,115.6,0.774,0.553,21300989,240:00:00,111.4,1610612748,0.294,95.54,f,0.466,2013,1610612745,0.2,0,0.596,0.198,Rockets
0.674,22.1,1.63,85.2,0.809,0.665,21301000,240:00:00,122.2,1610612762,0.242,101.18,f,0.719,2013,1610612745,0.2,0,0.686,0.2,Rockets
0.735,24.9,2.4,106.9,0.714,0.671,21301019,240:00:00,129.8,1610612750,0.257,99.24,f,0.619,2013,1610612745,0.2,0,0.691,0.2,Rockets
0.816,22.5,2.38,106.2,0.667,0.557,21301033,240:00:00,115.7,1610612739,0.122,103.22,f,0.537,2013,1610612745,0.1,0,0.628,0.2,Rockets
0.564,17.8,1.83,94.7,0.705,0.549,21301047,240:00:00,110,1610612766,0.306,92.46,f,0.59,2013,1610612745,0.1,0,0.556,0.2,Rockets
0.614,17.8,1.35,91,0.741,0.539,21301072,240:00:00,111.2,1610612755,0.405,107.82,f,0.678,2013,1610612745,0.2,0,0.572,0.2,Rockets
0.438,10.6,0.74,115.9,0.745,0.449,21301088,240:00:00,103.1,1610612746,0.311,102.82,f,0.407,2013,1610612745,0.2,0,0.541,0.2,Rockets
0.625,15.2,1.33,107.7,0.85,0.44,21301111,240:00:00,94.7,1610612751,0.217,99.4,f,0.438,2013,1610612745,0.1,0,0.498,0.2,Rockets
0.528,14.2,1.27,103.7,0.925,0.466,21301118,240:00:00,97.9,1610612761,0.233,104.18,f,0.461,2013,1610612745,0.1,0,0.514,0.2,Rockets
0.636,16.5,1.75,109.4,0.783,0.506,21301139,240:00:00,114.1,1610612760,0.205,97.54,f,0.514,2013,1610612745,0.1,0,0.589,0.198,Rockets
0.533,15.5,1.6,105.3,0.7,0.526,21301153,265:00:00,112.5,1610612743,0.278,106.11,f,0.522,2013,1610612745,0.1,0,0.562,0.2,Rockets
0.589,21.1,2.36,111.7,0.902,0.634,21301161,240:00:00,130.3,1610612747,0.3,113.86,f,0.569,2013,1610612745,0.1,0,0.663,0.2,Rockets
0.7,19.2,1.87,113.7,0.778,0.516,21301171,240:00:00,109.4,1610612743,0.261,107.08,f,0.464,2013,1610612745,0.1,0,0.563,0.2,Rockets
0.611,15.4,1,103.1,0.673,0.5,21301183,240:00:00,103.9,1610612750,0.319,107.22,f,0.483,2013,1610612745,0.2,0,0.556,0.197,Rockets
0.657,18.1,1.77,103.8,0.789,0.541,21301194,240:00:00,113.1,1610612740,0.162,99.2,f,0.56,2013,1610612745,0.1,0,0.609,0.2,Rockets
0.474,14.8,3,103.2,0.83,0.471,21301209,240:00:00,112.1,1610612759,0.239,93.84,f,0.537,2013,1610612745,0.1,0,0.532,0.2,Rockets
0.657,17.9,1.64,116.9,0.718,0.519,21301219,240:00:00,108,1610612740,0.295,91.18,f,0.424,2013,1610612745,0.2,0,0.546,0.2,Rockets
0.533,11.9,0.67,99.5,0.717,0.393,41500141,240:00:00,73.9,1610612744,0.255,105.06,f,0.273,2015,1610612745,22.7,0,0.412,0.2,Rockets
0.6,15.7,1.11,117.7,0.658,0.506,41500142,240:00:00,105.5,1610612744,0.316,99.12,f,0.381,2015,1610612745,18.9,0,0.567,0.2,Rockets
0.5,13.2,1.13,98.2,0.818,0.451,41500143,240:00:00,95,1610612744,0.314,99.94,f,0.455,2015,1610612745,15.7,0,0.475,0.2,Rockets
0.545,13.8,1,115.2,0.833,0.455,41500144,240:00:00,90.6,1610612744,0.2,104.38,f,0.362,2015,1610612745,17.4,0,0.496,0.2,Rockets
0.372,10.6,1.23,111.8,0.685,0.448,41300171,265:00:00,105.6,1610612757,0.373,100.87,f,0.461,2013,1610612745,11.4,0,0.489,0.199,Rockets
0.41,11.9,1.07,113.3,0.718,0.45,41300172,240:00:00,100.8,1610612757,0.304,101.54,f,0.413,2013,1610612745,14.4,0,0.509,0.198,Rockets
0.444,13.9,2.22,115.6,0.705,0.486,41300173,265:00:00,119,1610612757,0.393,91.47,f,0.472,2013,1610612745,8.9,0,0.528,0.198,Rockets
0.39,12.1,1,118,0.761,0.554,41300174,265:00:00,116.8,1610612757,0.298,93.7,f,0.441,2013,1610612745,15.6,0,0.596,0.2,Rockets
0.535,17,1.77,103,0.791,0.516,41300175,240:00:00,110.3,1610612757,0.359,96.52,f,0.576,2013,1610612745,13.3,0,0.546,0.198,Rockets
0.559,15.2,1.12,108,0.714,0.5,41300176,240:00:00,106.9,1610612757,0.389,91.66,f,0.518,2013,1610612745,18.6,0,0.553,0.196,Rockets
0.515,12.7,1.13,116.1,0.848,0.407,41200141,240:00:00,86.2,1610612760,0.212,104.44,f,0.255,2012,1610612745,14.2,0,0.448,0.2,Rockets
0.444,11.9,1,107.6,0.796,0.451,41200142,240:00:00,102,1610612760,0.375,98.78,f,0.456,2012,1610612745,16,0,0.5,0.2,Rockets
0.639,18,2.09,105.9,0.735,0.506,41200143,240:00:00,101,1610612760,0.122,99.1,f,0.512,2012,1610612745,11,0,0.537,0.2,Rockets
0.568,16.2,0.95,107.3,0.735,0.566,41200144,240:00:00,111,1610612760,0.341,95.28,f,0.511,2012,1610612745,23.3,0,0.607,0.2,Rockets
0.441,12.7,1,104.9,0.75,0.569,41200145,240:00:00,110,1610612760,0.162,96.3,f,0.528,2012,1610612745,15.4,0,0.606,0.194,Rockets
0.533,13.5,1,113.1,0.78,0.507,41200146,240:00:00,102.6,1610612760,0.256,91.34,f,0.422,2012,1610612745,17.5,0,0.542,0.198,Rockets
0.659,20.4,1.93,115.7,0.725,0.552,21600013,240:00:00,110.8,1610612747,0.263,103.28,f,0.503,2016,1610612745,14.6,0,0.582,0.198,Rockets
0.636,17,1.11,103.6,0.857,0.579,21600023,240:00:00,108.6,1610612742,0.152,96.1,f,0.543,2016,1610612745,19.5,0,0.634,0.198,Rockets
0.471,13.1,0.94,98.1,0.755,0.494,21600041,240:00:00,95.6,1610612742,0.231,95.52,f,0.489,2016,1610612745,17.5,0,0.521,0.2,Rockets
0.698,21.7,4.29,133.8,0.636,0.572,21600047,240:00:00,123.7,1610612739,0.244,96.32,f,0.447,2016,1610612745,7.2,0,0.594,0.2,Rockets
0.595,17.1,1.25,94.3,0.833,0.556,21600058,240:00:00,115.8,1610612752,0.413,103.44,f,0.615,2016,1610612745,19.6,0,0.585,0.198,Rockets
0.595,16,0.88,110.3,0.705,0.506,21600084,240:00:00,93.5,1610612737,0.279,102.64,f,0.366,2016,1610612745,24.1,0,0.535,0.2,Rockets
0.683,21.1,1.56,103.1,0.66,0.627,21600094,240:00:00,115.2,1610612764,0.171,100.86,f,0.551,2016,1610612745,18.2,0,0.656,0.2,Rockets
0.676,18.8,1.25,101.9,0.787,0.538,21600114,240:00:00,101.3,1610612759,0.216,98.44,f,0.485,2016,1610612745,20.1,0,0.576,0.198,Rockets
0.647,16.4,1.57,109.8,0.938,0.466,21600134,240:00:00,103.9,1610612759,0.327,96.4,f,0.428,2016,1610612745,14.5,0,0.509,0.2,Rockets
