blk,blka,game_id,opp_pts_2nd_chance,opp_pts_fb,opp_pts_off_tov,opp_pts_paint,opponent_id,period,pf,pfd,pts_2nd_chance,pts_fb,pts_off_tov,pts_paint,season,team_id,team
5,6,21000824,7,16,8,40,1610612764,f,19,21,15,10,19,44,2010,1610612753,Magic
4,5,21000849,9,16,26,50,1610612758,f,22,20,14,28,26,44,2010,1610612753,Magic
8,3,21000867,11,12,7,26,1610612760,f,18,26,21,16,17,54,2010,1610612753,Magic
6,2,21000883,16,8,10,40,1610612766,f,15,22,2,19,11,36,2010,1610612753,Magic
6,2,21000895,6,13,19,40,1610612752,f,27,29,12,13,13,46,2010,1610612753,Magic
8,5,21000912,17,5,18,26,1610612748,f,24,19,8,7,11,26,2010,1610612753,Magic
6,3,21000915,23,16,17,34,1610612741,f,21,22,6,13,17,34,2010,1610612753,Magic
5,1,21000941,9,8,16,36,1610612757,f,17,14,12,9,10,22,2010,1610612753,Magic
9,3,21000963,18,5,9,38,1610612758,f,28,24,10,16,23,40,2010,1610612753,Magic
7,3,21000975,14,20,29,30,1610612744,f,13,23,10,20,11,24,2010,1610612753,Magic
6,6,21000987,1,15,13,22,1610612756,f,19,20,11,23,13,42,2010,1610612753,Magic
4,6,21000999,24,20,20,44,1610612747,f,23,19,10,5,3,34,2010,1610612753,Magic
4,0,21001007,5,4,20,34,1610612749,f,17,27,15,4,20,32,2010,1610612753,Magic
10,3,21001018,11,8,20,36,1610612743,f,23,22,12,9,10,28,2010,1610612753,Magic
6,5,21001044,10,10,16,36,1610612739,f,16,17,17,6,14,36,2010,1610612753,Magic
6,5,21001059,11,8,20,36,1610612752,f,26,22,9,12,11,40,2010,1610612753,Magic
7,1,21001069,8,8,13,24,1610612751,f,7,21,9,12,12,38,2010,1610612753,Magic
1,6,21001105,12,2,4,36,1610612737,f,18,19,8,9,8,30,2010,1610612753,Magic
6,2,21001121,11,6,10,32,1610612766,f,14,20,12,2,21,28,2010,1610612753,Magic
2,3,21001144,21,14,15,36,1610612761,f,16,21,11,3,19,32,2010,1610612753,Magic
5,2,21001152,8,6,15,30,1610612749,f,15,27,11,7,15,26,2010,1610612753,Magic
10,2,21001162,13,6,19,36,1610612766,f,22,15,11,10,15,30,2010,1610612753,Magic
4,4,21001193,6,6,18,40,1610612741,f,19,17,16,16,23,30,2010,1610612753,Magic
5,3,21001204,15,12,11,38,1610612755,f,13,14,18,12,14,38,2010,1610612753,Magic
4,1,21001219,8,8,27,18,1610612754,f,18,23,10,19,16,34,2010,1610612753,Magic
4,5,21100004,7,9,14,32,1610612760,f,25,22,5,8,15,30,2011,1610612753,Magic
4,5,21100008,16,11,14,38,1610612745,f,15,17,16,8,12,56,2011,1610612753,Magic
4,5,21100033,16,7,10,26,1610612751,f,19,26,15,14,25,42,2011,1610612753,Magic
7,3,21100039,17,6,9,20,1610612766,f,16,23,11,6,15,44,2011,1610612753,Magic
6,2,21100058,10,10,15,38,1610612761,f,22,27,15,9,16,36,2011,1610612753,Magic
3,3,21100071,6,6,14,34,1610612765,f,24,19,11,5,21,30,2011,1610612753,Magic
3,8,21100083,8,16,19,32,1610612764,f,13,21,14,17,6,48,2011,1610612753,Magic
3,4,21100103,18,11,14,38,1610612741,f,16,18,8,4,11,40,2011,1610612753,Magic
1,5,21100121,8,19,13,52,1610612758,f,20,24,20,4,18,34,2011,1610612753,Magic
1,0,21100152,8,6,24,38,1610612757,f,15,16,8,7,10,40,2011,1610612753,Magic
4,2,21100158,9,6,14,32,1610612744,f,16,36,9,17,17,36,2011,1610612753,Magic
4,0,21100184,6,9,18,40,1610612752,f,27,23,4,4,16,20,2011,1610612753,Magic
5,6,21100195,7,10,14,40,1610612766,f,14,22,10,10,19,50,2011,1610612753,Magic
3,5,21100204,8,4,12,50,1610612759,f,18,22,17,6,6,34,2011,1610612753,Magic
2,3,21100223,11,5,19,30,1610612747,f,20,18,10,14,11,30,2011,1610612753,Magic
6,9,21100243,6,11,24,34,1610612738,f,16,21,9,4,6,16,2011,1610612753,Magic
9,7,21100253,11,16,10,32,1610612754,f,19,17,19,17,20,38,2011,1610612753,Magic
3,11,21100270,8,8,15,22,1610612738,f,23,27,20,5,25,38,2011,1610612753,Magic
5,3,21100278,14,6,28,46,1610612740,f,18,18,9,3,14,24,2011,1610612753,Magic
5,1,21100294,16,19,21,56,1610612754,f,15,25,2,12,21,36,2011,1610612753,Magic
4,4,21100299,12,6,17,16,1610612755,f,20,17,12,8,9,34,2011,1610612753,Magic
1,5,21100316,17,17,14,44,1610612764,f,10,28,15,8,23,30,2011,1610612753,Magic
10,3,21100334,18,19,2,46,1610612739,f,20,23,14,8,16,36,2011,1610612753,Magic
7,9,21100344,10,9,22,34,1610612754,f,17,23,3,10,12,30,2011,1610612753,Magic
2,1,21100359,17,10,16,26,1610612746,f,27,20,5,3,17,54,2011,1610612753,Magic
2,6,21100376,9,16,17,40,1610612748,f,17,17,23,5,14,30,2011,1610612753,Magic
3,4,21100392,7,10,20,44,1610612737,f,21,17,13,7,12,48,2011,1610612753,Magic
5,5,21100406,22,5,10,24,1610612749,f,13,16,13,13,19,36,2011,1610612753,Magic
5,5,21100415,11,9,6,34,1610612750,f,19,17,10,4,17,36,2011,1610612753,Magic
2,2,21100430,8,11,11,28,1610612755,f,14,18,8,9,13,30,2011,1610612753,Magic
7,6,21100447,11,13,15,36,1610612749,f,18,28,11,4,10,38,2011,1610612753,Magic
3,7,21100461,11,15,20,42,1610612748,f,10,18,7,2,10,26,2011,1610612753,Magic
2,5,21100472,21,8,19,42,1610612749,f,18,19,19,8,20,32,2011,1610612753,Magic
4,2,21100491,9,10,13,32,1610612751,f,10,15,13,13,15,58,2011,1610612753,Magic
8,4,21100500,18,25,14,38,1610612737,f,19,12,9,14,23,36,2011,1610612753,Magic
8,5,21100513,25,14,23,40,1610612764,f,20,22,25,9,14,30,2011,1610612753,Magic
2,2,21100524,9,16,12,40,1610612760,f,19,14,18,13,16,52,2011,1610612753,Magic
4,3,21100541,12,8,18,40,1610612749,f,24,21,10,25,20,48,2011,1610612753,Magic
3,3,21100554,16,10,15,36,1610612761,f,16,28,13,5,16,50,2011,1610612753,Magic
5,8,21100563,17,16,25,32,1610612766,f,25,17,20,6,4,24,2011,1610612753,Magic
4,4,21100582,18,4,13,34,1610612741,f,17,23,20,15,8,30,2011,1610612753,Magic
4,2,21100606,14,18,18,52,1610612754,f,14,25,17,14,15,36,2011,1610612753,Magic
2,6,21100618,9,23,32,40,1610612748,f,15,30,16,11,21,38,2011,1610612753,Magic
7,3,21100633,15,9,10,48,1610612759,f,20,14,14,6,10,52,2011,1610612753,Magic
6,0,21100644,4,8,22,22,1610612751,f,12,14,8,20,12,44,2011,1610612753,Magic
2,7,21100666,10,13,18,36,1610612748,f,19,20,10,9,14,32,2011,1610612753,Magic
5,3,21100673,10,11,25,32,1610612741,f,12,17,6,5,7,34,2011,1610612753,Magic
4,3,21100685,10,12,22,40,1610612756,f,13,19,11,12,17,44,2011,1610612753,Magic
7,2,21100701,16,10,17,44,1610612739,f,19,14,12,12,15,38,2011,1610612753,Magic
5,1,21100727,10,6,13,24,1610612761,f,18,17,19,17,18,46,2011,1610612753,Magic
2,4,21100744,21,2,24,42,1610612752,f,15,23,6,16,17,30,2011,1610612753,Magic
4,3,21100762,2,15,20,36,1610612742,f,21,18,9,16,15,40,2011,1610612753,Magic
3,3,21100780,6,14,13,44,1610612743,f,15,22,15,2,15,46,2011,1610612753,Magic
1,5,21100795,14,14,13,56,1610612765,f,17,17,11,7,22,30,2011,1610612753,Magic
3,0,21100811,6,7,21,28,1610612752,f,14,16,8,7,13,36,2011,1610612753,Magic
3,8,21100828,11,19,15,30,1610612755,f,18,21,11,10,7,26,2011,1610612753,Magic
6,2,21100843,12,8,12,32,1610612765,f,17,17,19,22,20,44,2011,1610612753,Magic
4,5,21100852,8,8,18,46,1610612764,f,16,13,22,18,14,34,2011,1610612753,Magic
1,3,21100876,13,12,13,34,1610612737,f,10,14,17,11,15,44,2011,1610612753,Magic
8,2,21100898,14,10,8,30,1610612739,f,20,19,7,9,23,38,2011,1610612753,Magic
5,4,21100904,11,12,14,40,1610612755,f,14,10,14,11,10,42,2011,1610612753,Magic
2,6,21100924,9,5,12,40,1610612738,f,23,20,16,10,17,54,2011,1610612753,Magic
6,6,21100950,17,12,17,62,1610612762,f,18,15,25,8,11,36,2011,1610612753,Magic
2,5,21100958,9,9,19,64,1610612743,f,16,18,13,8,18,24,2011,1610612753,Magic
2,5,21100971,6,7,12,28,1610612766,f,28,24,18,12,22,34,2011,1610612753,Magic
8,5,21100985,12,10,19,42,1610612763,f,19,16,6,10,12,34,2011,1610612753,Magic
8,5,21200016,16,8,16,36,1610612743,f,24,17,16,15,14,60,2012,1610612753,Magic
1,10,21200039,18,9,18,38,1610612756,f,17,17,18,13,20,48,2012,1610612753,Magic
5,7,21200050,17,9,10,34,1610612741,f,22,12,11,9,13,30,2012,1610612753,Magic
7,9,21200060,13,11,19,38,1610612750,f,22,18,5,12,14,26,2012,1610612753,Magic
6,6,21200069,22,13,24,46,1610612751,f,22,13,6,6,14,30,2012,1610612753,Magic
4,8,21200090,15,4,13,30,1610612751,f,22,17,8,10,20,48,2012,1610612753,Magic
5,1,21200104,7,4,24,40,1610612752,f,9,14,13,7,7,46,2012,1610612753,Magic
3,4,21200123,14,14,20,64,1610612765,f,17,18,16,4,11,52,2012,1610612753,Magic
1,6,21200140,10,7,13,38,1610612761,f,22,21,16,2,10,30,2012,1610612753,Magic
5,4,21200149,11,19,24,46,1610612737,f,19,18,10,13,13,34,2012,1610612753,Magic
5,2,21200158,12,15,12,40,1610612765,f,23,16,9,17,14,46,2012,1610612753,Magic
3,1,21200172,23,8,22,40,1610612739,f,30,24,21,7,22,40,2012,1610612753,Magic
8,2,21200195,21,19,23,60,1610612738,f,19,22,10,14,15,34,2012,1610612753,Magic
3,9,21200210,17,25,16,50,1610612759,f,14,8,25,11,12,50,2012,1610612753,Magic
2,6,21200224,11,10,10,40,1610612751,f,19,17,11,8,6,48,2012,1610612753,Magic
10,2,21200244,13,11,10,42,1610612747,f,28,16,8,12,10,40,2012,1610612753,Magic
4,5,21200250,13,14,10,36,1610612744,f,19,20,18,8,23,48,2012,1610612753,Magic
7,4,21200265,10,13,15,46,1610612762,f,20,16,12,6,15,44,2012,1610612753,Magic
3,6,21200281,13,25,21,38,1610612758,f,24,19,5,14,10,44,2012,1610612753,Magic
0,3,21200296,6,12,13,40,1610612756,f,15,19,12,4,12,42,2012,1610612753,Magic
3,6,21200310,8,10,24,38,1610612737,f,14,11,10,10,20,32,2012,1610612753,Magic
11,2,21200330,8,9,14,34,1610612744,f,15,15,9,15,15,42,2012,1610612753,Magic
8,7,21200336,12,20,23,54,1610612766,f,25,16,12,7,17,60,2012,1610612753,Magic
3,2,21200350,22,17,10,50,1610612750,f,22,15,10,15,18,52,2012,1610612753,Magic
3,5,21200368,5,3,22,32,1610612764,f,12,21,8,7,15,34,2012,1610612753,Magic
2,4,21200380,9,10,17,28,1610612761,f,15,20,6,5,11,46,2012,1610612753,Magic
3,3,21200401,10,16,22,40,1610612762,f,22,17,15,7,8,38,2012,1610612753,Magic
5,7,21200412,11,2,19,44,1610612740,f,17,17,8,10,15,38,2012,1610612753,Magic
2,8,21200425,17,23,17,46,1610612764,f,13,14,8,7,8,38,2012,1610612753,Magic
8,2,21200439,10,8,8,32,1610612761,f,13,18,2,9,13,32,2012,1610612753,Magic
4,3,21200454,10,8,27,48,1610612748,f,24,17,24,15,15,50,2012,1610612753,Magic
4,5,21200465,11,11,14,42,1610612741,f,22,16,12,9,12,32,2012,1610612753,Magic
4,1,21200490,14,12,23,36,1610612752,f,19,19,13,16,13,44,2012,1610612753,Magic
4,4,21200510,17,10,11,60,1610612757,f,24,14,10,11,10,44,2012,1610612753,Magic
11,6,21200524,25,20,19,68,1610612743,f,27,7,14,19,14,52,2012,1610612753,Magic
1,6,21200541,7,13,15,44,1610612746,f,12,15,22,10,15,32,2012,1610612753,Magic
3,6,21200556,8,29,20,54,1610612764,f,16,21,17,4,12,46,2012,1610612753,Magic
2,7,21200571,18,6,12,46,1610612754,f,20,17,6,7,23,30,2012,1610612753,Magic
3,4,21200586,13,10,14,44,1610612766,f,28,24,16,13,14,40,2012,1610612753,Magic
3,7,21200602,10,22,24,48,1610612742,f,14,13,11,10,10,40,2012,1610612753,Magic
2,5,21200615,9,17,17,54,1610612765,f,20,13,7,20,9,50,2012,1610612753,Magic
4,7,21200629,4,5,16,38,1610612761,f,12,20,18,2,8,42,2012,1610612753,Magic
2,7,21200654,5,18,21,44,1610612765,f,21,14,15,14,16,50,2012,1610612753,Magic
5,3,21200662,7,11,16,36,1610612751,f,12,13,10,5,20,38,2012,1610612753,Magic
0,4,21200673,14,2,19,54,1610612752,f,13,18,9,5,10,42,2012,1610612753,Magic
6,5,21200686,10,10,13,56,1610612738,f,13,13,17,15,20,52,2012,1610612753,Magic
5,9,21200701,23,8,22,50,1610612749,f,17,16,19,9,20,56,2012,1610612753,Magic
2,7,21200708,3,20,21,40,1610612755,f,5,10,8,10,12,34,2012,1610612753,Magic
5,6,21200723,13,17,18,36,1610612746,f,20,16,18,11,13,44,2012,1610612753,Magic
7,3,21200740,11,20,22,50,1610612739,f,26,15,12,7,7,42,2012,1610612753,Magic
3,3,21200756,6,11,10,46,1610612757,f,16,13,15,12,18,60,2012,1610612753,Magic
2,3,21200775,18,14,11,32,1610612737,f,21,12,8,4,6,46,2012,1610612753,Magic
2,5,21200790,8,18,15,40,1610612766,f,20,18,20,10,19,54,2012,1610612753,Magic
4,8,21200806,8,20,12,36,1610612742,f,13,19,12,17,11,44,2012,1610612753,Magic
8,6,21200817,13,16,11,40,1610612763,f,26,15,8,4,15,32,2012,1610612753,Magic
7,4,21200825,24,15,21,44,1610612739,f,20,20,17,8,10,52,2012,1610612753,Magic
3,1,21200843,9,13,16,26,1610612755,f,18,15,6,11,12,40,2012,1610612753,Magic
2,3,21200851,11,25,20,56,1610612758,f,30,22,11,8,15,44,2012,1610612753,Magic
1,1,21200866,12,17,22,44,1610612745,f,21,16,6,12,18,46,2012,1610612753,Magic
4,5,21200883,18,9,23,48,1610612763,f,14,19,9,9,12,42,2012,1610612753,Magic
3,10,21200891,15,9,2,40,1610612740,f,20,21,21,17,18,54,2012,1610612753,Magic
3,7,21200903,12,8,18,34,1610612748,f,30,17,19,3,16,38,2012,1610612753,Magic
5,9,21200916,20,15,30,50,1610612754,f,22,19,16,10,8,26,2012,1610612753,Magic
9,6,21200937,6,12,23,40,1610612755,f,14,13,13,4,13,34,2012,1610612753,Magic
4,5,21200949,12,7,17,34,1610612747,f,35,16,27,4,9,32,2012,1610612753,Magic
0,4,21200974,10,16,15,56,1610612760,f,23,16,15,20,16,56,2012,1610612753,Magic
4,3,21200986,13,10,9,40,1610612749,f,21,13,16,18,17,62,2012,1610612753,Magic
7,6,21201004,16,5,12,32,1610612754,f,22,21,8,3,14,30,2012,1610612753,Magic
0,2,21201010,20,14,16,40,1610612752,f,13,18,15,9,10,50,2012,1610612753,Magic
5,11,21201023,11,16,13,46,1610612760,f,26,14,17,14,20,50,2012,1610612753,Magic
6,6,21201049,18,11,20,26,1610612748,f,18,14,7,19,16,44,2012,1610612753,Magic
6,8,21201059,15,15,10,52,1610612766,f,21,12,6,8,17,62,2012,1610612753,Magic
7,2,21201074,26,12,12,28,1610612764,f,21,18,16,11,21,48,2012,1610612753,Magic
4,6,21201086,11,9,22,36,1610612737,f,25,24,26,13,15,44,2012,1610612753,Magic
9,6,21201104,11,15,7,60,1610612745,f,22,19,20,6,13,54,2012,1610612753,Magic
7,4,21201117,10,8,16,42,1610612759,f,16,8,11,18,18,40,2012,1610612753,Magic
7,6,21201131,9,11,11,32,1610612741,f,15,12,12,8,16,28,2012,1610612753,Magic
7,8,21201148,18,4,10,30,1610612739,f,17,18,22,5,15,50,2012,1610612753,Magic
3,11,21201166,14,7,17,54,1610612749,f,19,16,20,10,10,68,2012,1610612753,Magic
4,4,21201191,2,13,25,42,1610612738,f,16,15,17,7,19,46,2012,1610612753,Magic
6,4,21201203,8,8,20,44,1610612741,f,14,25,15,9,15,46,2012,1610612753,Magic
1,12,21201220,13,12,17,48,1610612748,f,22,18,14,8,12,46,2012,1610612753,Magic
6,18,21300001,11,13,29,36,1610612754,f,26,13,18,10,21,34,2013,1610612753,Magic
6,3,21300010,14,18,18,46,1610612750,f,29,19,17,11,14,46,2013,1610612753,Magic
7,5,21300021,13,15,23,36,1610612740,f,19,21,8,15,17,34,2013,1610612753,Magic
4,8,21300043,12,3,12,26,1610612751,f,19,23,23,12,15,42,2013,1610612753,Magic
4,5,21300062,9,15,13,30,1610612746,f,17,19,8,8,12,44,2013,1610612753,Magic
4,5,21300075,10,17,25,48,1610612738,f,24,24,10,20,8,42,2013,1610612753,Magic
2,6,21300086,15,13,13,26,1610612737,f,24,15,10,4,10,38,2013,1610612753,Magic
4,7,21300101,14,20,22,50,1610612738,f,18,19,16,4,17,38,2013,1610612753,Magic
8,7,21300111,9,13,20,36,1610612749,f,17,19,14,8,20,38,2013,1610612753,Magic
1,3,21300137,0,21,22,44,1610612742,f,21,22,5,12,13,46,2013,1610612753,Magic
5,6,21300164,20,16,30,38,1610612748,f,23,15,7,12,18,20,2013,1610612753,Magic
3,3,21300191,6,9,13,46,1610612748,f,23,19,13,7,10,30,2013,1610612753,Magic
5,9,21300199,13,18,10,42,1610612756,f,15,14,8,6,9,50,2013,1610612753,Magic
3,5,21300213,6,10,11,26,1610612737,f,20,19,12,14,16,46,2013,1610612753,Magic
6,4,21300216,9,4,21,36,1610612755,f,16,15,12,19,17,52,2013,1610612753,Magic
5,4,21300229,12,10,14,44,1610612759,f,13,12,12,8,21,24,2013,1610612753,Magic
4,4,21300256,9,13,16,26,1610612764,f,24,22,6,11,12,30,2013,1610612753,Magic
3,4,21300261,29,18,16,52,1610612755,f,21,25,14,11,20,34,2013,1610612753,Magic
3,5,21300284,12,15,25,36,1610612752,f,19,20,7,3,7,22,2013,1610612753,Magic
7,10,21300301,20,13,7,36,1610612745,f,29,20,23,12,22,38,2013,1610612753,Magic
8,4,21300307,20,4,12,40,1610612763,f,15,21,7,14,15,24,2013,1610612753,Magic
4,7,21300318,8,12,14,42,1610612766,f,17,14,17,8,11,36,2013,1610612753,Magic
5,3,21300330,11,13,11,36,1610612739,f,21,16,10,25,14,30,2013,1610612753,Magic
2,7,21300353,12,27,17,50,1610612760,f,18,19,15,12,12,30,2013,1610612753,Magic
3,5,21300362,6,12,10,24,1610612741,f,20,20,10,2,2,26,2013,1610612753,Magic
6,10,21300370,5,17,4,24,1610612762,f,18,17,14,11,20,30,2013,1610612753,Magic
6,4,21300395,17,17,23,34,1610612758,f,24,23,12,16,13,34,2013,1610612753,Magic
4,4,21300409,16,3,9,26,1610612752,f,21,21,11,11,12,42,2013,1610612753,Magic
2,5,21300428,20,13,14,48,1610612765,f,19,22,16,14,17,58,2013,1610612753,Magic
3,3,21300449,15,13,21,26,1610612737,f,20,23,8,22,20,46,2013,1610612753,Magic
3,11,21300462,14,17,7,42,1610612744,f,13,13,16,5,13,30,2013,1610612753,Magic
12,5,21300473,8,7,12,38,1610612739,f,20,21,12,11,10,28,2013,1610612753,Magic
3,2,21300490,4,8,18,48,1610612748,f,24,16,13,27,12,42,2013,1610612753,Magic
1,10,21300507,18,20,20,28,1610612746,f,20,17,14,9,12,28,2013,1610612753,Magic
2,9,21300527,20,16,14,42,1610612757,f,12,16,15,12,10,24,2013,1610612753,Magic
2,3,21300540,12,21,13,48,1610612758,f,19,22,10,10,13,24,2013,1610612753,Magic
4,7,21300550,15,18,11,48,1610612743,f,19,21,10,10,10,38,2013,1610612753,Magic
1,6,21300560,13,16,19,34,1610612742,f,18,16,12,13,9,26,2013,1610612753,Magic
5,3,21300566,16,10,20,34,1610612741,f,22,18,5,21,22,58,2013,1610612753,Magic
6,6,21300582,10,10,19,38,1610612766,f,22,15,5,5,9,24,2013,1610612753,Magic
5,5,21300602,19,8,20,28,1610612738,f,18,25,15,3,7,38,2013,1610612753,Magic
2,5,21300616,10,9,18,40,1610612751,f,14,16,4,14,8,34,2013,1610612753,Magic
1,7,21300623,15,19,12,50,1610612737,f,23,13,10,16,27,44,2013,1610612753,Magic
3,5,21300633,2,12,25,38,1610612747,f,20,20,15,17,11,42,2013,1610612753,Magic
2,10,21300656,14,18,30,42,1610612740,f,24,26,2,16,17,54,2013,1610612753,Magic
2,7,21300669,20,20,17,44,1610612765,f,17,20,7,7,16,22,2013,1610612753,Magic
5,3,21300676,16,5,8,36,1610612761,f,14,20,11,12,14,24,2013,1610612753,Magic
4,7,21300689,11,16,18,38,1610612749,f,22,20,12,20,19,52,2013,1610612753,Magic
4,3,21300709,12,10,18,42,1610612738,f,13,18,14,7,19,44,2013,1610612753,Magic
4,5,21300710,21,10,13,38,1610612754,f,18,13,13,15,9,30,2013,1610612753,Magic
8,4,21300733,18,6,11,52,1610612765,f,20,20,12,15,15,58,2013,1610612753,Magic
2,9,21300740,11,8,6,30,1610612760,f,13,20,6,11,26,52,2013,1610612753,Magic
1,6,21300761,11,10,13,30,1610612754,f,16,20,13,14,10,36,2013,1610612753,Magic
9,7,21300778,12,14,19,46,1610612763,f,13,14,16,4,12,32,2013,1610612753,Magic
8,4,21300797,10,14,22,32,1610612749,f,24,15,13,12,13,30,2013,1610612753,Magic
2,5,21300802,19,10,10,30,1610612739,f,25,20,17,7,18,30,2013,1610612753,Magic
1,4,21300816,10,12,16,28,1610612752,f,16,17,7,14,14,48,2013,1610612753,Magic
2,4,21300836,10,10,9,30,1610612761,f,25,22,14,10,25,48,2013,1610612753,Magic
3,2,21300848,11,13,23,40,1610612764,f,26,15,21,0,17,50,2013,1610612753,Magic
10,6,21300853,10,25,7,38,1610612755,f,21,18,10,16,4,48,2013,1610612753,Magic
1,6,21300874,14,15,17,52,1610612748,f,19,20,16,10,24,48,2013,1610612753,Magic
6,5,21300886,14,7,15,40,1610612755,f,20,22,18,12,21,44,2013,1610612753,Magic
6,4,21300905,14,22,13,58,1610612745,f,26,15,10,10,20,26,2013,1610612753,Magic
4,8,21300932,12,15,11,52,1610612759,f,26,15,18,13,16,54,2013,1610612753,Magic
2,4,21300947,14,19,16,48,1610612749,f,22,9,11,5,22,30,2013,1610612753,Magic
6,6,21300958,14,8,11,54,1610612743,f,23,16,13,12,13,40,2013,1610612753,Magic
6,4,21300972,12,10,19,32,1610612764,f,24,14,16,17,9,46,2013,1610612753,Magic
2,2,21301007,11,18,16,34,1610612744,f,17,19,6,4,12,38,2013,1610612753,Magic
3,6,21301016,14,25,24,56,1610612756,f,15,22,17,7,14,34,2013,1610612753,Magic
5,6,21301037,8,3,17,24,1610612762,f,23,20,8,10,13,28,2013,1610612753,Magic
3,4,21301046,15,10,21,46,1610612747,f,24,16,16,6,23,48,2013,1610612753,Magic
3,4,21301058,19,13,14,44,1610612757,f,16,14,18,12,14,46,2013,1610612753,Magic
6,7,21301075,14,4,19,50,1610612766,f,14,22,20,4,13,48,2013,1610612753,Magic
4,2,21301096,18,2,19,38,1610612761,f,23,14,9,13,18,42,2013,1610612753,Magic
4,4,21301116,9,25,21,64,1610612739,f,21,15,10,6,15,32,2013,1610612753,Magic
10,7,21301130,19,14,15,40,1610612766,f,25,15,11,4,12,36,2013,1610612753,Magic
4,6,21301143,2,17,30,52,1610612750,f,23,10,15,16,10,48,2013,1610612753,Magic
5,0,21301163,16,6,17,48,1610612751,f,24,23,16,22,19,42,2013,1610612753,Magic
5,4,21301176,14,18,23,56,1610612764,f,31,19,7,12,13,40,2013,1610612753,Magic
2,5,21301199,15,11,26,32,1610612751,f,23,16,7,14,23,40,2013,1610612753,Magic
6,3,21301208,13,12,24,34,1610612741,f,27,19,4,10,8,24,2013,1610612753,Magic
5,2,21301227,14,12,12,40,1610612754,f,16,17,11,13,19,38,2013,1610612753,Magic
3,1,41000131,6,11,21,36,1610612737,f,24,28,23,10,8,48,2015,1610612753,Magic
2,7,41000132,15,7,17,32,1610612737,f,21,27,20,14,12,36,2015,1610612753,Magic
5,4,41000133,13,9,15,36,1610612737,f,23,23,10,9,9,34,2015,1610612753,Magic
3,4,41000134,5,7,9,28,1610612737,f,21,26,16,10,14,46,2015,1610612753,Magic
4,3,41000135,5,10,4,22,1610612737,f,25,22,18,13,13,30,2015,1610612753,Magic
7,4,41000136,16,6,19,30,1610612737,f,15,19,11,4,16,34,2015,1610612753,Magic
8,11,41100121,21,5,13,36,1610612754,f,17,17,13,5,14,26,2015,1610612753,Magic
4,6,41100122,25,22,19,50,1610612754,f,20,17,24,2,11,28,2015,1610612753,Magic
1,5,41100123,10,18,27,42,1610612754,f,18,17,6,0,12,22,2015,1610612753,Magic
3,4,41100124,13,6,17,42,1610612754,f,23,28,11,6,16,42,2015,1610612753,Magic
6,5,41100125,22,18,19,46,1610612754,f,17,16,12,0,14,22,2015,1610612753,Magic
4,7,21600004,23,15,13,74,1610612748,f,15,22,18,8,15,36,2016,1610612753,Magic
3,4,21600020,14,14,12,60,1610612765,f,13,11,12,18,11,36,2016,1610612753,Magic
5,6,21600029,15,7,23,32,1610612739,f,23,27,25,8,10,48,2016,1610612753,Magic
6,8,21600046,17,12,14,40,1610612755,f,15,20,16,19,18,60,2016,1610612753,Magic
4,1,21600065,13,8,23,50,1610612758,f,14,23,23,14,13,38,2016,1610612753,Magic
6,5,21600081,20,3,9,36,1610612764,f,16,23,13,22,13,32,2016,1610612753,Magic
7,4,21600096,14,23,16,60,1610612741,f,23,11,5,11,12,32,2016,1610612753,Magic
5,5,21600109,19,10,10,42,1610612750,f,19,23,20,15,10,50,2016,1610612753,Magic
6,7,21600124,13,8,15,38,1610612762,f,18,18,11,19,20,30,2016,1610612753,Magic
5,13,21400005,17,13,14,32,1610612754,f,29,24,15,19,23,48,2014,1610612755,76ers
5,11,21400023,15,16,23,46,1610612749,f,18,19,12,10,20,46,2014,1610612755,76ers
10,0,21400030,14,19,34,38,1610612748,f,21,20,6,19,16,42,2014,1610612755,76ers
4,6,21400043,20,17,27,30,1610612745,f,20,20,6,18,35,36,2014,1610612755,76ers
12,3,21400058,18,15,14,62,1610612753,f,18,20,10,18,20,38,2014,1610612755,76ers
2,6,21400073,24,14,19,38,1610612741,f,29,21,20,22,9,48,2014,1610612755,76ers
6,8,21400093,13,9,28,48,1610612761,f,23,17,18,8,18,42,2014,1610612755,76ers
4,5,21400120,11,32,39,44,1610612742,f,24,25,8,9,17,26,2014,1610612755,76ers
5,11,21400127,18,23,36,40,1610612745,f,28,25,10,9,16,44,2014,1610612755,76ers
4,8,21400152,13,12,18,44,1610612759,f,18,17,7,8,8,38,2014,1610612755,76ers
2,4,21400162,8,24,16,54,1610612738,f,20,19,11,18,24,46,2014,1610612755,76ers
1,0,21400173,13,15,29,40,1610612756,f,23,25,17,14,14,52,2014,1610612755,76ers
1,2,21400187,8,3,24,36,1610612752,f,21,22,12,8,17,34,2014,1610612755,76ers
6,5,21400200,25,12,13,46,1610612757,f,20,19,12,22,16,70,2014,1610612755,76ers
5,7,21400213,3,13,20,34,1610612751,f,24,19,9,20,27,42,2014,1610612755,76ers
4,5,21400235,11,16,27,46,1610612742,f,26,22,19,25,13,48,2014,1610612755,76ers
3,3,21400249,9,21,12,38,1610612759,f,29,20,7,22,23,44,2014,1610612755,76ers
7,5,21400270,14,17,18,46,1610612750,f,17,21,10,11,15,48,2014,1610612755,76ers
2,8,21400277,12,16,22,38,1610612760,f,24,24,11,18,23,36,2014,1610612755,76ers
8,6,21400288,15,16,24,50,1610612765,f,27,24,13,16,23,50,2014,1610612755,76ers
