blk,blka,game_id,opp_pts_2nd_chance,opp_pts_fb,opp_pts_off_tov,opp_pts_paint,opponent_id,period,pf,pfd,pts_2nd_chance,pts_fb,pts_off_tov,pts_paint,season,team_id,team
8,9,21400008,26,18,23,40,1610612761,f,24,22,11,10,14,36,2014,1610612737,Hawks
6,5,21400032,24,5,13,26,1610612754,f,20,26,5,15,20,28,2014,1610612737,Hawks
5,9,21400064,14,18,15,34,1610612759,f,25,15,13,11,14,40,2014,1610612737,Hawks
2,7,21400071,22,1,22,50,1610612766,f,30,28,11,15,18,38,2014,1610612737,Hawks
5,6,21400084,15,9,12,40,1610612752,f,17,29,19,10,17,34,2014,1610612737,Hawks
3,2,21400100,15,4,11,32,1610612752,f,16,26,12,5,19,24,2014,1610612737,Hawks
4,8,21400110,11,6,28,52,1610612762,f,12,17,19,11,17,46,2014,1610612737,Hawks
5,3,21400124,9,7,17,32,1610612748,f,20,20,11,12,19,40,2014,1610612737,Hawks
8,2,21400133,9,13,33,48,1610612739,f,12,14,11,11,13,48,2014,1610612737,Hawks
3,0,21400155,18,11,9,48,1610612747,f,17,24,10,12,18,50,2014,1610612737,Hawks
5,3,21400174,20,8,10,40,1610612765,f,18,20,12,6,11,46,2014,1610612737,Hawks
6,3,21400205,22,0,16,40,1610612764,f,23,25,16,4,18,48,2014,1610612737,Hawks
4,7,21400215,17,25,19,42,1610612761,f,24,24,9,13,14,36,2014,1610612737,Hawks
7,4,21400225,18,9,17,52,1610612740,f,14,19,13,14,11,52,2014,1610612737,Hawks
5,4,21400237,16,2,19,24,1610612766,f,17,16,5,9,15,40,2014,1610612737,Hawks
8,3,21400254,13,10,11,36,1610612738,f,14,20,6,6,28,44,2014,1610612737,Hawks
1,5,21400267,7,5,15,50,1610612748,f,24,24,9,11,23,42,2014,1610612737,Hawks
4,2,21400280,11,9,8,32,1610612751,f,22,21,10,14,22,28,2014,1610612737,Hawks
4,4,21400295,9,14,19,46,1610612743,f,15,22,18,13,14,38,2014,1610612737,Hawks
7,2,21400301,10,15,13,36,1610612754,f,20,22,5,10,15,48,2014,1610612737,Hawks
1,10,21400319,10,14,19,40,1610612755,f,16,18,16,10,20,44,2014,1610612737,Hawks
3,4,21400330,9,3,10,26,1610612753,f,12,27,10,11,18,24,2014,1610612737,Hawks
4,6,21400343,12,4,9,44,1610612753,f,19,15,12,10,15,44,2014,1610612737,Hawks
7,6,21400358,17,8,3,42,1610612741,f,17,17,2,12,17,40,2014,1610612737,Hawks
5,0,21400370,12,9,9,46,1610612739,f,17,17,8,10,13,58,2014,1610612737,Hawks
9,4,21400396,17,12,10,36,1610612745,f,15,25,8,15,14,40,2014,1610612737,Hawks
6,5,21400413,12,21,11,42,1610612742,f,21,23,13,13,18,46,2014,1610612737,Hawks
3,5,21400420,18,14,15,38,1610612746,f,21,23,10,1,12,32,2014,1610612737,Hawks
4,6,21400434,11,21,30,40,1610612749,f,19,19,8,13,13,46,2014,1610612737,Hawks
4,10,21400449,7,15,10,30,1610612749,f,17,18,16,11,32,42,2014,1610612737,Hawks
5,2,21400466,14,12,16,42,1610612739,f,19,24,8,10,31,44,2014,1610612737,Hawks
3,9,21400492,23,10,13,34,1610612762,f,17,18,9,21,20,36,2014,1610612737,Hawks
5,7,21400501,24,9,15,38,1610612757,f,15,23,16,15,23,64,2014,1610612737,Hawks
2,5,21400519,12,11,13,34,1610612746,f,23,25,5,18,23,38,2014,1610612737,Hawks
4,4,21400526,13,14,26,36,1610612763,f,15,21,4,16,19,30,2014,1610612737,Hawks
3,3,21400540,14,20,14,36,1610612765,f,13,19,13,9,12,46,2014,1610612737,Hawks
3,7,21400558,12,11,8,34,1610612764,f,15,16,19,21,31,42,2014,1610612737,Hawks
3,6,21400568,16,16,12,36,1610612755,f,17,22,12,19,21,46,2014,1610612737,Hawks
7,2,21400580,17,5,17,38,1610612738,f,12,23,7,19,23,36,2014,1610612737,Hawks
6,3,21400592,17,11,22,42,1610612761,f,17,16,6,13,24,46,2014,1610612737,Hawks
7,5,21400602,4,12,14,42,1610612741,f,19,21,9,13,15,34,2014,1610612737,Hawks
1,2,21400613,15,9,17,36,1610612765,f,19,17,5,10,20,42,2014,1610612737,Hawks
3,2,21400628,13,10,20,36,1610612754,f,23,21,11,18,23,36,2014,1610612737,Hawks
5,7,21400642,8,19,18,40,1610612760,f,13,16,10,15,17,54,2014,1610612737,Hawks
5,2,21400661,18,8,15,52,1610612750,f,20,18,6,12,21,56,2014,1610612737,Hawks
4,5,21400683,14,6,13,40,1610612751,f,18,20,16,8,17,38,2014,1610612737,Hawks
4,3,21400697,12,10,12,32,1610612757,f,17,20,8,11,12,38,2014,1610612737,Hawks
5,4,21400708,17,7,18,30,1610612755,f,16,26,11,13,14,34,2014,1610612737,Hawks
3,10,21400722,15,17,11,52,1610612740,f,15,15,9,9,14,46,2014,1610612737,Hawks
2,2,21400732,6,12,16,40,1610612764,f,22,24,11,2,10,38,2014,1610612737,Hawks
4,7,21400749,14,22,22,58,1610612744,f,19,24,6,19,20,36,2014,1610612737,Hawks
5,4,21400767,22,9,18,52,1610612763,f,16,12,6,14,8,34,2014,1610612737,Hawks
6,8,21400779,26,9,15,44,1610612750,f,21,19,18,21,21,58,2014,1610612737,Hawks
5,4,21400789,23,4,11,30,1610612738,f,17,23,6,17,14,32,2014,1610612737,Hawks
8,9,21400805,19,16,30,48,1610612761,f,10,20,16,22,11,26,2014,1610612737,Hawks
7,7,21400822,7,15,23,36,1610612749,f,17,24,19,14,18,44,2014,1610612737,Hawks
2,3,21400843,14,5,14,26,1610612742,f,18,18,17,10,17,34,2014,1610612737,Hawks
5,7,21400858,13,11,20,36,1610612753,f,12,17,12,20,17,38,2014,1610612737,Hawks
5,3,21400871,18,14,21,42,1610612748,f,19,16,7,13,31,38,2014,1610612737,Hawks
6,6,21400892,3,17,17,44,1610612745,f,13,21,17,14,13,48,2014,1610612737,Hawks
4,6,21400915,10,11,13,24,1610612739,f,22,14,11,17,20,54,2014,1610612737,Hawks
9,3,21400927,12,19,19,26,1610612755,f,14,12,6,19,13,28,2014,1610612737,Hawks
6,2,21400939,26,14,14,52,1610612758,f,18,12,17,18,24,52,2014,1610612737,Hawks
3,9,21400958,14,4,20,34,1610612743,f,18,20,15,11,22,34,2014,1610612737,Hawks
6,6,21400974,14,14,13,32,1610612756,f,20,14,4,22,28,52,2014,1610612737,Hawks
6,4,21400989,21,8,12,32,1610612747,f,14,22,1,17,28,36,2014,1610612737,Hawks
5,5,21400998,13,12,13,50,1610612758,f,24,29,17,23,17,44,2014,1610612737,Hawks
4,7,21401014,12,21,16,36,1610612744,f,20,23,17,18,23,32,2014,1610612737,Hawks
4,6,21401026,15,21,9,54,1610612760,f,16,19,10,16,18,50,2014,1610612737,Hawks
2,4,21401039,14,17,19,60,1610612759,f,15,14,7,14,17,44,2014,1610612737,Hawks
8,3,21401062,12,8,15,40,1610612753,f,17,14,20,14,21,48,2014,1610612737,Hawks
4,6,21401077,12,8,24,28,1610612748,f,13,20,5,9,18,48,2014,1610612737,Hawks
4,6,21401087,9,10,14,32,1610612766,f,17,16,7,8,7,22,2014,1610612737,Hawks
4,2,21401103,14,9,12,32,1610612749,f,20,22,18,14,16,38,2014,1610612737,Hawks
0,6,21401109,6,5,22,36,1610612765,f,14,14,13,10,17,42,2014,1610612737,Hawks
4,2,21401138,14,11,12,40,1610612751,f,16,15,16,16,33,50,2014,1610612737,Hawks
4,6,21401154,6,6,12,32,1610612756,f,17,9,12,20,18,52,2014,1610612737,Hawks
4,4,21401163,8,10,17,60,1610612751,f,18,20,14,24,23,54,2014,1610612737,Hawks
4,3,21401176,15,1,5,28,1610612766,f,18,15,14,15,14,46,2014,1610612737,Hawks
2,6,21401198,16,29,21,46,1610612764,f,22,19,11,9,16,40,2014,1610612737,Hawks
3,7,21401205,14,9,15,34,1610612752,f,17,19,11,14,21,38,2014,1610612737,Hawks
10,9,21401217,10,8,11,46,1610612741,f,19,12,12,11,16,38,2014,1610612737,Hawks
3,0,41400101,16,4,13,54,1610612751,f,21,19,15,15,24,42,2014,1610612737,Hawks
7,5,41400102,8,6,14,38,1610612751,f,18,21,10,13,19,28,2014,1610612737,Hawks
5,2,41400103,9,2,8,30,1610612751,f,21,17,16,25,13,50,2014,1610612737,Hawks
6,5,41400104,12,11,26,44,1610612751,f,19,19,20,11,16,60,2014,1610612737,Hawks
4,5,41400105,8,11,18,32,1610612751,f,11,21,11,13,19,42,2014,1610612737,Hawks
3,3,41400106,12,2,12,38,1610612751,f,21,17,6,23,20,42,2014,1610612737,Hawks
6,4,41400201,25,14,18,32,1610612764,f,18,19,14,20,11,42,2014,1610612737,Hawks
6,1,41400202,13,18,11,30,1610612764,f,16,21,10,14,16,38,2014,1610612737,Hawks
3,5,41400203,9,11,9,32,1610612764,f,26,24,14,25,20,50,2014,1610612737,Hawks
5,8,41400204,13,15,12,48,1610612764,f,20,19,11,10,19,48,2014,1610612737,Hawks
13,5,41400205,7,14,25,40,1610612764,f,17,17,10,4,20,42,2014,1610612737,Hawks
6,4,41400206,13,12,18,44,1610612764,f,22,18,12,8,11,46,2014,1610612737,Hawks
3,4,41400301,12,8,15,42,1610612739,f,21,19,9,9,15,46,2014,1610612737,Hawks
3,4,41400302,13,11,7,30,1610612739,f,19,14,13,8,15,48,2014,1610612737,Hawks
3,6,41400303,17,4,11,42,1610612739,f,25,24,8,10,18,38,2014,1610612737,Hawks
3,7,41400304,19,11,7,48,1610612739,f,20,18,10,10,10,52,2014,1610612737,Hawks
4,3,21500001,16,10,20,36,1610612765,f,25,15,6,15,19,42,2014,1610612737,Hawks
4,3,21500001,16,10,20,36,1610612765,f,25,15,6,15,19,42,2014,1610612737,Hawks
4,4,21500019,15,17,15,48,1610612752,f,18,24,6,25,28,52,2015,1610612737,Hawks
4,6,21500026,17,13,12,32,1610612766,f,17,20,9,21,26,42,2015,1610612737,Hawks
6,13,21500039,11,13,12,28,1610612766,f,16,14,10,12,15,36,2015,1610612737,Hawks
1,9,21500055,20,12,14,52,1610612748,f,14,21,17,11,22,52,2015,1610612737,Hawks
10,4,21500062,10,11,16,38,1610612751,f,17,19,5,16,25,34,2015,1610612737,Hawks
6,7,21500081,14,17,15,46,1610612740,f,21,24,10,17,19,48,2015,1610612737,Hawks
4,2,21500086,8,21,13,46,1610612764,f,15,18,8,16,33,46,2015,1610612737,Hawks
7,0,21500117,15,11,11,34,1610612740,f,16,21,10,15,23,50,2015,1610612737,Hawks
6,5,21500101,18,21,23,46,1610612750,f,19,18,9,10,35,52,2015,1610612737,Hawks
2,7,21500129,24,11,15,50,1610612738,f,14,18,7,4,10,48,2015,1610612737,Hawks
5,7,21500148,11,9,16,42,1610612762,f,16,15,9,13,17,38,2015,1610612737,Hawks
7,3,21500159,10,5,12,40,1610612751,f,17,14,7,2,12,24,2015,1610612737,Hawks
6,1,21500169,12,19,14,54,1610612758,f,15,22,13,9,19,42,2015,1610612737,Hawks
4,8,21500191,17,6,14,44,1610612739,f,20,22,12,15,22,30,2015,1610612737,Hawks
7,2,21500210,11,18,20,34,1610612738,f,25,19,18,14,22,50,2015,1610612737,Hawks
7,4,21500222,10,6,14,36,1610612750,f,20,23,13,13,15,40,2015,1610612737,Hawks
3,1,21500233,4,8,12,36,1610612763,f,21,25,12,8,17,30,2015,1610612737,Hawks
5,9,21500242,5,14,19,40,1610612759,f,17,14,11,18,21,40,2015,1610612737,Hawks
8,8,21500256,9,23,11,38,1610612760,f,15,19,19,13,14,48,2015,1610612737,Hawks
7,5,21500272,5,13,12,52,1610612761,f,20,18,18,11,15,40,2015,1610612737,Hawks
9,7,21500286,14,8,20,30,1610612747,f,11,14,9,13,20,40,2015,1610612737,Hawks
7,3,21500328,17,7,16,40,1610612742,f,19,15,9,18,17,42,2015,1610612737,Hawks
7,2,21500331,14,18,18,34,1610612760,f,19,16,6,7,19,36,2015,1610612737,Hawks
3,2,21500347,6,11,15,30,1610612759,f,15,16,12,23,22,40,2015,1610612737,Hawks
4,5,21500360,13,12,11,40,1610612748,f,21,16,6,9,17,40,2015,1610612737,Hawks
7,2,21500376,12,10,20,42,1610612755,f,21,21,6,14,30,58,2015,1610612737,Hawks
4,2,21500389,9,10,14,36,1610612738,f,28,25,16,16,18,68,2015,1610612737,Hawks
7,5,21500407,17,13,24,42,1610612753,f,21,22,12,6,13,40,2015,1610612737,Hawks
1,4,21500413,16,11,13,50,1610612757,f,17,20,7,7,19,40,2015,1610612737,Hawks
4,9,21500429,15,12,19,52,1610612765,f,25,20,13,6,18,56,2015,1610612737,Hawks
4,8,21500442,18,5,12,32,1610612752,f,17,15,20,18,26,62,2015,1610612737,Hawks
6,3,21500459,14,14,26,52,1610612754,f,16,20,15,10,10,42,2015,1610612737,Hawks
7,4,21500470,11,10,22,46,1610612745,f,24,21,13,16,33,50,2015,1610612737,Hawks
5,7,21500506,13,9,14,40,1610612752,f,14,19,16,25,26,42,2015,1610612737,Hawks
4,6,21500521,21,6,15,46,1610612752,f,24,20,21,8,11,36,2015,1610612737,Hawks
6,4,21500536,18,15,24,54,1610612755,f,23,17,10,33,29,58,2015,1610612737,Hawks
13,6,21500551,15,16,20,40,1610612741,f,22,13,10,15,25,66,2015,1610612737,Hawks
4,9,21500577,14,14,23,36,1610612766,f,21,24,7,16,16,32,2015,1610612737,Hawks
9,13,21500599,14,13,25,56,1610612749,f,25,14,9,15,12,52,2015,1610612737,Hawks
5,3,21500602,7,2,4,30,1610612751,f,20,17,4,20,23,64,2015,1610612737,Hawks
6,5,21500620,11,12,11,30,1610612753,f,20,13,5,15,13,48,2015,1610612737,Hawks
3,4,21500639,8,8,10,40,1610612757,f,13,18,16,8,13,36,2015,1610612737,Hawks
9,4,21500643,17,15,19,42,1610612758,f,19,14,16,18,12,34,2015,1610612737,Hawks
7,6,21500660,10,7,19,30,1610612756,f,17,17,14,17,25,28,2015,1610612737,Hawks
3,3,21500672,15,18,19,48,1610612743,f,24,18,11,15,22,56,2015,1610612737,Hawks
3,5,21500687,6,8,17,36,1610612746,f,17,14,10,12,8,32,2015,1610612737,Hawks
5,8,21500692,13,15,21,30,1610612754,f,22,17,7,9,10,44,2015,1610612737,Hawks
3,4,21500715,5,11,25,52,1610612748,f,23,23,4,10,16,30,2015,1610612737,Hawks
6,2,21500723,15,10,16,36,1610612742,f,25,18,9,11,5,48,2015,1610612737,Hawks
7,10,21500736,11,11,13,48,1610612755,f,12,20,20,26,29,62,2015,1610612737,Hawks
5,4,21500750,21,11,16,36,1610612754,f,16,18,0,14,17,40,2015,1610612737,Hawks
7,10,21500771,17,14,16,42,1610612753,f,13,13,10,10,22,28,2015,1610612737,Hawks
4,8,21500780,12,10,19,36,1610612753,f,20,22,11,11,14,46,2015,1610612737,Hawks
7,3,21500796,10,4,12,42,1610612741,f,14,17,18,19,25,44,2015,1610612737,Hawks
4,1,21500808,11,11,22,50,1610612748,f,23,12,2,15,25,38,2015,1610612737,Hawks
5,9,21500819,25,21,17,50,1610612749,f,25,20,10,16,23,48,2015,1610612737,Hawks
7,8,21500836,7,23,27,40,1610612744,f,17,17,13,8,11,34,2015,1610612737,Hawks
12,2,21500865,21,6,9,30,1610612741,f,21,20,23,20,27,48,2015,1610612737,Hawks
5,4,21500878,6,6,21,22,1610612766,f,19,12,13,11,9,40,2015,1610612737,Hawks
5,3,21500895,17,18,11,52,1610612744,f,17,22,7,14,18,36,2015,1610612737,Hawks
8,1,21500921,17,2,12,34,1610612747,f,18,16,0,27,19,38,2015,1610612737,Hawks
3,10,21500929,7,14,16,36,1610612746,f,26,20,20,13,13,48,2015,1610612737,Hawks
4,4,21500947,16,10,18,38,1610612762,f,19,14,4,10,26,42,2015,1610612737,Hawks
5,3,21500959,7,16,15,50,1610612761,f,24,24,14,5,13,34,2015,1610612737,Hawks
12,5,21500974,18,5,8,42,1610612763,f,14,14,7,14,24,42,2015,1610612737,Hawks
6,5,21500984,5,9,17,40,1610612754,f,13,14,19,14,17,34,2015,1610612737,Hawks
3,4,21501007,14,13,18,44,1610612765,f,26,25,13,15,14,42,2015,1610612737,Hawks
8,4,21501015,19,8,18,46,1610612743,f,16,22,9,12,14,40,2015,1610612737,Hawks
6,3,21501029,9,14,21,44,1610612745,f,20,17,7,24,26,54,2015,1610612737,Hawks
6,3,21501048,15,14,14,36,1610612764,f,15,17,5,7,9,34,2015,1610612737,Hawks
5,2,21501056,14,7,4,40,1610612764,f,17,22,11,20,25,42,2015,1610612737,Hawks
6,9,21501076,18,14,12,42,1610612749,f,21,16,20,22,19,58,2015,1610612737,Hawks
7,4,21501085,15,4,4,36,1610612765,f,21,14,7,20,6,38,2015,1610612737,Hawks
12,5,21501099,19,6,4,38,1610612741,f,13,17,9,17,7,44,2015,1610612737,Hawks
7,4,21501113,12,13,25,38,1610612761,f,19,19,9,8,12,34,2015,1610612737,Hawks
8,6,21501131,12,26,16,44,1610612739,f,27,23,6,28,13,42,2015,1610612737,Hawks
3,4,21501157,3,11,11,26,1610612756,f,21,19,16,27,30,48,2015,1610612737,Hawks
12,4,21501173,14,2,14,38,1610612761,f,19,16,4,22,14,42,2015,1610612737,Hawks
10,6,21501188,13,25,18,46,1610612738,f,22,21,10,19,15,44,2015,1610612737,Hawks
7,4,21501203,11,7,20,44,1610612739,f,18,14,7,13,19,46,2015,1610612737,Hawks
5,4,21501221,13,23,16,50,1610612764,f,21,22,10,19,13,32,2015,1610612737,Hawks
9,4,21000008,10,15,9,44,1610612763,f,20,26,14,26,13,50,2010,1610612737,Hawks
8,6,21000021,14,29,22,42,1610612755,f,26,21,11,8,8,40,2010,1610612737,Hawks
4,13,21000031,10,22,11,36,1610612764,f,22,25,17,19,13,48,2010,1610612737,Hawks
7,4,21000047,15,13,9,24,1610612739,f,17,22,7,18,15,30,2010,1610612737,Hawks
3,2,21000054,16,8,17,36,1610612765,f,13,21,6,28,9,44,2010,1610612737,Hawks
8,8,21000074,16,9,28,42,1610612750,f,15,22,15,24,12,42,2010,1610612737,Hawks
4,1,21000090,13,16,23,44,1610612756,f,22,20,18,18,30,50,2010,1610612737,Hawks
3,2,21000096,16,2,22,46,1610612753,f,24,18,4,10,14,34,2010,1610612737,Hawks
3,3,21000108,13,20,26,42,1610612749,f,16,16,7,24,14,40,2010,1610612737,Hawks
5,3,21000121,11,15,14,42,1610612762,f,22,18,8,11,9,42,2010,1610612737,Hawks
7,4,21000139,22,15,23,42,1610612750,f,25,27,16,13,23,38,2010,1610612737,Hawks
8,6,21000152,18,4,10,38,1610612754,f,24,24,14,6,23,20,2010,1610612737,Hawks
5,2,21000184,10,19,16,32,1610612742,f,17,11,10,30,15,42,2010,1610612737,Hawks
1,6,21000195,16,12,10,40,1610612738,f,13,14,8,4,8,24,2010,1610612737,Hawks
3,2,21000204,15,20,16,46,1610612751,f,25,16,20,12,20,46,2010,1610612737,Hawks
6,6,21000220,18,15,16,34,1610612764,f,24,23,22,32,18,46,2010,1610612737,Hawks
2,4,21000234,13,9,5,48,1610612752,f,16,15,16,6,13,28,2010,1610612737,Hawks
5,3,21000242,12,20,8,44,1610612761,f,14,17,7,10,13,50,2010,1610612737,Hawks
4,5,21000261,11,10,14,66,1610612763,f,20,26,11,14,17,42,2010,1610612737,Hawks
3,2,21000278,9,14,15,44,1610612755,f,15,22,8,14,14,34,2010,1610612737,Hawks
0,9,21000288,14,23,18,38,1610612748,f,17,16,9,9,10,26,2010,1610612737,Hawks
7,7,21000303,9,8,13,34,1610612753,f,21,19,15,2,10,26,2010,1610612737,Hawks
2,1,21000309,17,23,17,36,1610612751,f,25,24,12,10,23,44,2010,1610612737,Hawks
4,5,21000337,13,7,13,40,1610612759,f,22,17,17,13,24,40,2010,1610612737,Hawks
7,4,21000342,3,20,14,36,1610612754,f,21,24,15,14,18,26,2010,1610612737,Hawks
1,6,21000363,12,23,21,36,1610612765,f,18,15,9,10,17,26,2010,1610612737,Hawks
2,1,21000379,14,4,14,50,1610612738,f,15,17,12,14,19,36,2010,1610612737,Hawks
8,3,21000385,9,13,18,42,1610612766,f,20,15,16,27,13,38,2010,1610612737,Hawks
5,2,21000401,11,3,9,32,1610612751,f,22,20,2,17,18,22,2010,1610612737,Hawks
6,2,21000406,8,18,23,30,1610612753,f,26,27,11,6,17,26,2010,1610612737,Hawks
2,2,21000421,14,4,9,38,1610612739,f,14,11,12,17,5,40,2010,1610612737,Hawks
3,1,21000442,20,7,15,48,1610612740,f,15,20,13,11,6,22,2010,1610612737,Hawks
2,4,21000448,6,8,10,34,1610612749,f,17,17,12,10,17,32,2010,1610612737,Hawks
4,2,21000462,10,21,15,34,1610612744,f,14,13,14,16,20,44,2010,1610612737,Hawks
4,5,21000481,10,14,13,40,1610612760,f,17,22,4,14,16,44,2010,1610612737,Hawks
4,9,21000493,22,10,16,46,1610612746,f,24,25,10,9,24,30,2010,1610612737,Hawks
3,4,21000510,18,25,22,60,1610612758,f,19,22,8,28,10,46,2010,1610612737,Hawks
5,9,21000520,11,13,14,28,1610612762,f,27,16,8,15,15,26,2010,1610612737,Hawks
4,5,21000536,13,18,17,28,1610612754,f,20,22,9,11,17,32,2010,1610612737,Hawks
8,2,21000554,16,12,27,40,1610612749,f,17,14,8,21,21,44,2010,1610612737,Hawks
2,5,21000563,6,14,17,60,1610612761,f,14,21,15,19,18,38,2010,1610612737,Hawks
4,2,21000587,10,20,21,56,1610612745,f,10,16,9,22,13,54,2010,1610612737,Hawks
10,3,21000606,22,16,13,60,1610612758,f,21,17,7,11,8,42,2010,1610612737,Hawks
2,5,21000611,8,19,18,30,1610612748,f,22,18,12,13,25,32,2010,1610612737,Hawks
3,5,21000631,8,15,11,36,1610612740,f,16,18,6,14,13,28,2010,1610612737,Hawks
4,4,21000639,12,11,18,36,1610612766,f,14,16,11,8,15,36,2010,1610612737,Hawks
3,5,21000672,13,9,12,24,1610612749,f,20,24,6,9,9,28,2010,1610612737,Hawks
4,3,21000684,8,25,15,46,1610612752,f,20,19,17,16,8,50,2010,1610612737,Hawks
2,4,21000696,10,15,19,38,1610612742,f,22,17,13,10,14,50,2010,1610612737,Hawks
5,3,21000719,13,11,13,36,1610612761,f,19,14,11,11,10,42,2010,1610612737,Hawks
3,5,21000738,14,27,13,56,1610612746,f,19,15,13,28,17,44,2010,1610612737,Hawks
3,4,21000746,2,23,12,36,1610612764,f,13,24,13,7,8,38,2010,1610612737,Hawks
5,5,21000766,15,27,16,50,1610612755,f,25,14,16,20,7,48,2010,1610612737,Hawks
1,7,21000796,6,7,6,32,1610612766,f,19,17,6,9,11,34,2010,1610612737,Hawks
2,2,21000814,10,5,13,20,1610612765,f,16,14,11,12,13,34,2010,1610612737,Hawks
2,7,21000829,8,18,19,46,1610612752,f,19,11,6,7,17,36,2010,1610612737,Hawks
5,10,21000846,15,16,10,24,1610612747,f,28,24,5,11,19,34,2010,1610612737,Hawks
2,2,21000857,15,7,13,42,1610612756,f,20,15,11,15,16,38,2010,1610612737,Hawks
5,8,21000870,14,26,24,42,1610612744,f,14,14,15,27,28,44,2010,1610612737,Hawks
6,2,21000888,14,4,23,44,1610612757,f,22,22,18,17,18,34,2010,1610612737,Hawks
7,5,21000891,11,22,12,50,1610612743,f,17,15,14,4,4,28,2010,1610612737,Hawks
2,5,21000902,16,14,9,32,1610612741,f,18,19,18,15,18,38,2010,1610612737,Hawks
4,3,21000917,19,8,27,54,1610612760,f,19,18,13,13,9,44,2010,1610612737,Hawks
3,4,21000933,9,17,24,24,1610612752,f,16,13,6,6,8,34,2010,1610612737,Hawks
1,4,21000947,17,5,18,44,1610612747,f,17,15,16,20,9,20,2010,1610612737,Hawks
7,8,21000971,14,19,10,36,1610612741,f,14,15,6,9,16,22,2010,1610612737,Hawks
7,5,21000977,17,5,14,28,1610612757,f,22,14,16,27,16,56,2010,1610612737,Hawks
6,6,21001003,9,23,16,48,1610612743,f,18,16,10,13,8,28,2010,1610612737,Hawks
2,3,21001020,13,16,6,32,1610612748,f,18,23,3,18,14,46,2010,1610612737,Hawks
5,3,21001036,17,17,14,48,1610612765,f,12,21,14,16,14,36,2010,1610612737,Hawks
7,4,21001051,23,9,17,48,1610612741,f,23,22,6,12,13,18,2010,1610612737,Hawks
1,4,21001056,12,11,9,42,1610612755,f,17,10,20,19,13,36,2010,1610612737,Hawks
3,3,21001081,10,13,7,32,1610612751,f,14,19,10,9,14,32,2010,1610612737,Hawks
4,4,21001088,14,11,8,44,1610612739,f,18,24,4,12,12,42,2010,1610612737,Hawks
6,1,21001105,8,9,8,30,1610612753,f,19,18,12,2,4,36,2010,1610612737,Hawks
1,5,21001125,2,6,10,34,1610612738,f,14,19,18,4,8,34,2010,1610612737,Hawks
2,0,21001146,11,16,11,56,1610612745,f,24,16,7,12,16,38,2010,1610612737,Hawks
2,2,21001149,15,4,12,46,1610612759,f,23,16,6,11,15,36,2010,1610612737,Hawks
4,2,21001176,19,13,20,54,1610612754,f,21,23,13,14,9,42,2010,1610612737,Hawks
7,7,21001188,18,26,27,48,1610612764,f,20,16,11,15,11,36,2010,1610612737,Hawks
1,3,21001202,12,14,22,42,1610612748,f,21,19,19,19,17,42,2010,1610612737,Hawks
7,7,21001217,10,6,10,34,1610612766,f,15,16,17,13,12,40,2010,1610612737,Hawks
4,5,21100018,18,8,11,22,1610612751,f,23,22,20,16,30,36,2011,1610612737,Hawks
5,3,21100025,13,12,14,30,1610612764,f,21,24,20,17,18,36,2011,1610612737,Hawks
6,2,21100042,21,10,8,40,1610612751,f,15,26,17,13,17,50,2011,1610612737,Hawks
6,6,21100052,14,16,18,40,1610612745,f,14,18,7,12,10,50,2011,1610612737,Hawks
5,3,21100070,13,10,13,38,1610612748,f,21,15,11,9,19,50,2011,1610612737,Hawks
4,8,21100077,8,18,14,32,1610612741,f,17,21,13,6,11,28,2011,1610612737,Hawks
4,5,21100094,11,6,15,52,1610612748,f,19,33,15,12,18,28,2011,1610612737,Hawks
4,9,21100101,14,12,17,44,1610612766,f,18,20,17,2,11,46,2011,1610612737,Hawks
8,5,21100110,22,17,19,48,1610612741,f,16,9,9,27,23,54,2011,1610612737,Hawks
2,3,21100128,16,5,15,32,1610612751,f,17,20,6,10,13,30,2011,1610612737,Hawks
3,10,21100144,11,14,18,44,1610612754,f,16,21,7,20,16,40,2011,1610612737,Hawks
4,6,21100154,6,10,7,38,1610612766,f,16,19,22,24,15,52,2011,1610612737,Hawks
6,4,21100172,13,6,18,38,1610612750,f,14,21,15,26,15,38,2011,1610612737,Hawks
7,6,21100189,17,12,14,40,1610612761,f,19,27,15,10,22,28,2011,1610612737,Hawks
7,5,21100208,12,10,14,40,1610612757,f,18,21,6,22,14,36,2011,1610612737,Hawks
2,5,21100217,12,21,17,42,1610612755,f,17,8,4,13,12,28,2011,1610612737,Hawks
3,3,21100227,5,13,17,42,1610612739,f,17,19,18,30,23,44,2011,1610612737,Hawks
3,6,21100245,20,11,22,44,1610612749,f,18,17,6,14,14,38,2011,1610612737,Hawks
8,3,21100265,13,18,16,52,1610612759,f,17,16,8,11,12,34,2011,1610612737,Hawks
5,4,21100274,16,14,19,46,1610612765,f,18,22,10,14,10,44,2011,1610612737,Hawks
9,5,21100296,15,10,18,32,1610612740,f,18,19,19,9,22,32,2011,1610612737,Hawks
6,1,21100308,10,16,15,32,1610612761,f,16,16,7,21,27,34,2011,1610612737,Hawks
5,4,21100326,13,21,19,58,1610612763,f,17,10,4,22,12,38,2011,1610612737,Hawks
7,2,21100343,11,18,17,54,1610612755,f,11,25,10,4,8,38,2011,1610612737,Hawks
2,8,21100362,9,8,8,36,1610612756,f,14,16,16,18,18,38,2011,1610612737,Hawks
5,3,21100379,10,11,16,38,1610612754,f,20,17,19,28,13,38,2011,1610612737,Hawks
