,cfga,cfgm,dfga,dfgm,dist,drbc,ftast,game_id,opponent_id,orbc,pass,period,sast,season,spd,tchs,team_id,ufga,ufgm,team
922,30,14,0,0,9.99,52,3,21700155,1610612743,26,127,f,3,2017,0,127,1610612751,58,25,Nets
923,36,14,28,11,9.99,73,3,21700176,1610612757,24,127,f,1,2017,0,127,1610612751,55,25,Nets
924,36,14,28,11,9.99,73,3,21700176,1610612757,24,127,f,1,2017,0,127,1610612751,55,25,Nets
925,33,18,27,18,9.99,57,2,21700187,1610612762,25,127,f,1,2017,0,127,1610612751,43,17,Nets
926,48,23,24,15,9.99,50,3,21700201,1610612738,30,127,f,6,2017,0,127,1610612751,40,16,Nets
927,48,23,24,15,9.99,50,3,21700201,1610612738,30,127,f,6,2017,0,127,1610612751,40,16,Nets
928,33,18,24,16,9.99,54,2,21700219,1610612762,25,127,f,3,2017,0,127,1610612751,51,25,Nets
929,38,15,23,16,9.99,51,2,21700236,1610612744,34,127,f,1,2017,0,127,1610612751,57,19,Nets
930,25,14,25,19,9.99,53,1,21700254,1610612739,27,127,f,5,2017,0,127,1610612751,56,28,Nets
931,25,14,25,19,9.99,53,1,21700254,1610612739,27,127,f,5,2017,0,127,1610612751,56,28,Nets
932,68,33,24,17,9.99,67,3,21700267,1610612757,40,127,f,1,2017,0,127,1610612751,32,17,Nets
933,0,0,0,0,0.0,0,0,21700289,1610612763,0,0,f,0,2017,0,0,1610612751,0,0,Nets
934,34,19,26,19,9.99,59,0,21700294,1610612745,25,127,f,5,2017,0,127,1610612751,52,21,Nets
935,42,22,23,15,9.99,55,0,21700310,1610612742,22,127,f,2,2017,0,127,1610612751,48,20,Nets
936,33,14,33,18,9.99,67,1,21700328,1610612737,27,127,f,2,2017,0,127,1610612751,49,20,Nets
937,36,17,18,8,9.99,65,2,21700342,1610612737,24,127,f,6,2017,0,127,1610612751,48,24,Nets
938,36,17,18,8,9.99,65,2,21700342,1610612737,24,127,f,6,2017,0,127,1610612751,48,24,Nets
939,0,0,0,0,0.0,0,0,21700365,1610612760,0,0,f,0,2017,0,0,1610612751,0,0,Nets
940,0,0,0,0,0.0,0,0,21700376,1610612748,0,0,f,0,2017,0,0,1610612751,0,0,Nets
941,33,15,20,14,9.99,66,0,21700400,1610612764,31,127,f,0,2017,0,127,1610612751,50,19,Nets
942,52,20,25,14,9.99,49,1,21400004,1610612749,22,127,f,5,2014,0,127,1610612766,49,21,Hornets
943,42,16,29,11,9.99,62,1,21400028,1610612763,15,127,f,2,2014,0,127,1610612766,30,10,Hornets
944,42,22,21,9,9.99,43,3,21400041,1610612752,20,127,f,3,2014,0,127,1610612766,28,11,Hornets
945,44,24,36,24,9.99,50,2,21400054,1610612740,18,127,f,7,2014,0,127,1610612766,36,13,Hornets
946,49,22,29,14,9.99,58,2,21400057,1610612748,22,127,f,10,2014,0,127,1610612766,33,13,Hornets
947,60,30,29,16,9.99,67,1,21400071,1610612737,18,127,f,6,2014,0,127,1610612766,37,18,Hornets
948,48,21,22,14,9.99,48,2,21400097,1610612747,22,127,f,4,2014,0,127,1610612766,31,14,Hornets
949,44,20,39,25,9.99,65,4,21400107,1610612757,11,127,f,5,2014,0,127,1610612766,31,15,Hornets
950,63,26,21,13,9.99,57,0,21400130,1610612756,23,127,f,6,2014,0,127,1610612766,28,13,Hornets
951,55,23,19,14,9.99,53,3,21400140,1610612744,20,127,f,3,2014,0,127,1610612766,29,9,Hornets
952,45,18,22,13,9.99,41,2,21400146,1610612742,15,127,f,8,2014,0,127,1610612766,35,14,Hornets
953,47,23,27,15,9.99,60,0,21400160,1610612754,21,127,f,3,2014,0,127,1610612766,39,14,Hornets
954,58,30,42,27,9.99,57,1,21400172,1610612753,18,127,f,5,2014,0,127,1610612766,33,12,Hornets
955,40,19,10,6,9.99,42,4,21400195,1610612748,12,127,f,9,2014,0,127,1610612766,39,18,Hornets
956,35,14,31,19,9.99,42,3,21400198,1610612746,9,127,f,7,2014,0,127,1610612766,40,17,Hornets
957,50,20,23,12,9.99,50,0,21400210,1610612757,17,127,f,7,2014,0,127,1610612766,44,21,Hornets
958,52,21,24,17,9.99,58,3,21400224,1610612744,14,127,f,6,2014,0,127,1610612766,35,17,Hornets
959,51,17,23,13,9.99,36,2,21400237,1610612737,14,127,f,6,2014,0,127,1610612766,37,12,Hornets
960,55,22,20,7,9.99,49,0,21400263,1610612741,18,127,f,3,2014,0,127,1610612766,35,14,Hornets
961,55,27,19,7,9.99,46,0,21400276,1610612752,20,127,f,6,2014,0,127,1610612766,33,15,Hornets
962,51,25,20,6,9.99,55,1,21400316,1610612738,13,127,f,4,2014,0,127,1610612766,33,10,Hornets
963,57,23,26,13,9.99,58,1,21400334,1610612763,24,127,f,5,2014,0,127,1610612766,41,18,Hornets
964,43,16,16,11,9.99,40,2,21400341,1610612751,21,127,f,2,2014,0,127,1610612766,36,15,Hornets
965,43,22,28,9,9.99,48,1,21400355,1610612739,19,127,f,2,2014,0,127,1610612766,40,16,Hornets
966,52,24,40,23,9.99,44,1,21400369,1610612756,18,127,f,5,2014,0,127,1610612766,34,16,Hornets
967,52,22,24,12,9.99,46,2,21400384,1610612755,31,127,f,7,2014,0,127,1610612766,46,21,Hornets
968,48,22,24,16,9.99,60,1,21400395,1610612762,18,127,f,5,2014,0,127,1610612766,39,20,Hornets
969,47,25,34,21,9.99,62,4,21400409,1610612743,18,127,f,5,2014,0,127,1610612766,33,18,Hornets
970,47,19,23,7,9.99,53,3,21400423,1610612749,17,127,f,6,2014,0,127,1610612766,35,17,Hornets
971,44,10,18,8,9.99,59,0,21400438,1610612760,30,127,f,4,2014,0,127,1610612766,43,15,Hornets
972,48,20,26,13,9.99,51,2,21400444,1610612753,21,127,f,3,2014,0,127,1610612766,38,16,Hornets
973,57,23,27,15,9.99,52,3,21400459,1610612749,19,127,f,6,2014,0,127,1610612766,33,10,Hornets
974,40,16,31,16,9.99,61,4,21400478,1610612745,16,127,f,1,2014,0,127,1610612766,36,13,Hornets
975,53,21,43,19,9.99,52,4,21400484,1610612739,20,127,f,7,2014,0,127,1610612766,34,11,Hornets
976,45,20,46,22,9.99,78,5,21400495,1610612753,26,127,f,1,2014,0,127,1610612766,33,15,Hornets
977,43,21,29,17,9.99,61,0,21400510,1610612738,14,127,f,7,2014,0,127,1610612766,35,17,Hornets
978,52,22,35,18,9.99,57,0,21400522,1610612740,19,127,f,2,2014,0,127,1610612766,34,15,Hornets
979,45,21,24,14,9.99,56,0,21400535,1610612761,19,127,f,2,2014,0,127,1610612766,43,21,Hornets
980,45,22,18,9,9.99,54,3,21400549,1610612752,18,127,f,5,2014,0,127,1610612766,33,17,Hornets
981,63,27,29,17,9.99,50,2,21400574,1610612759,25,127,f,7,2014,0,127,1610612766,23,6,Hornets
982,58,17,27,14,9.99,73,0,21400600,1610612754,34,127,f,7,2014,0,127,1610612766,43,14,Hornets
983,49,20,24,12,9.99,56,0,21400611,1610612750,17,127,f,5,2014,0,127,1610612766,40,20,Hornets
984,50,17,40,18,9.99,59,4,21400625,1610612748,30,127,f,7,2014,0,127,1610612766,30,10,Hornets
985,47,22,35,18,9.99,47,2,21400643,1610612739,19,127,f,6,2014,0,127,1610612766,42,14,Hornets
986,45,12,30,12,9.99,52,5,21400652,1610612752,19,127,f,1,2014,0,127,1610612766,31,13,Hornets
987,50,24,34,20,9.99,62,4,21400689,1610612759,19,127,f,6,2014,0,127,1610612766,33,10,Hornets
988,49,24,39,19,9.99,62,3,21400713,1610612743,19,127,f,16,2014,0,127,1610612766,44,20,Hornets
989,43,22,22,13,9.99,59,0,21400719,1610612764,14,127,f,8,2014,0,127,1610612766,36,15,Hornets
990,32,17,36,13,9.99,56,2,21400742,1610612764,19,127,f,2,2014,0,127,1610612766,44,16,Hornets
991,50,19,25,8,9.99,53,3,21400761,1610612755,18,127,f,12,2014,0,127,1610612766,34,10,Hornets
992,49,20,31,14,9.99,44,2,21400768,1610612754,8,127,f,5,2014,0,127,1610612766,28,16,Hornets
993,47,17,30,18,9.99,40,2,21400783,1610612765,17,127,f,10,2014,0,127,1610612766,34,12,Hornets
994,60,31,48,26,9.99,61,3,21400816,1610612760,18,127,f,8,2014,0,127,1610612766,33,9,Hornets
995,52,20,21,13,9.99,56,0,21400827,1610612742,22,127,f,3,2014,0,127,1610612766,38,13,Hornets
996,51,21,31,13,9.99,57,2,21400845,1610612741,21,127,f,6,2014,0,127,1610612766,33,18,Hornets
997,45,19,39,18,9.99,70,1,21400859,1610612738,15,127,f,9,2014,0,127,1610612766,37,18,Hornets
998,38,17,21,9,9.99,60,2,21400882,1610612753,16,127,f,5,2014,0,127,1610612766,42,23,Hornets
999,49,23,22,13,9.99,51,1,21400890,1610612747,12,127,f,8,2014,0,127,1610612766,30,16,Hornets
1000,42,18,41,19,9.99,68,2,21400899,1610612751,15,127,f,4,2014,0,127,1610612766,43,24,Hornets
1001,48,28,32,19,9.99,63,5,21400911,1610612761,16,127,f,13,2014,0,127,1610612766,37,12,Hornets
1002,41,21,31,16,9.99,49,2,21400934,1610612765,7,127,f,8,2014,0,127,1610612766,38,20,Hornets
1003,39,17,31,12,9.99,43,1,21400938,1610612764,14,127,f,4,2014,0,127,1610612766,38,8,Hornets
1004,55,26,35,17,9.99,52,2,21400952,1610612758,15,127,f,9,2014,0,127,1610612766,38,16,Hornets
1005,47,18,20,10,9.99,51,0,21400967,1610612741,25,127,f,4,2014,0,127,1610612766,42,15,Hornets
1006,43,12,17,7,9.99,54,3,21400997,1610612762,21,127,f,2,2014,0,127,1610612766,35,11,Hornets
1007,43,14,17,11,9.99,50,2,21401004,1610612746,21,127,f,5,2014,0,127,1610612766,36,18,Hornets
1008,48,21,30,16,9.99,54,1,21401029,1610612758,9,127,f,7,2014,0,127,1610612766,43,15,Hornets
1009,47,25,14,9,9.99,45,2,21401045,1610612750,19,127,f,8,2014,0,127,1610612766,42,20,Hornets
1010,40,12,27,15,9.99,57,2,21401051,1610612741,19,127,f,1,2014,0,127,1610612766,41,16,Hornets
1011,51,21,26,12,9.99,59,1,21401060,1610612751,18,127,f,1,2014,0,127,1610612766,40,15,Hornets
1012,62,21,37,15,9.99,74,5,21401076,1610612764,20,127,f,8,2014,0,127,1610612766,42,15,Hornets
1013,41,21,10,3,9.99,52,1,21401087,1610612737,13,127,f,6,2014,0,127,1610612766,39,21,Hornets
1014,57,27,22,11,9.99,48,0,21401101,1610612738,15,127,f,6,2014,0,127,1610612766,28,13,Hornets
1015,47,18,25,13,9.99,66,2,21401112,1610612765,19,127,f,6,2014,0,127,1610612766,43,20,Hornets
1016,41,14,24,14,9.99,55,0,21401127,1610612754,19,127,f,5,2014,0,127,1610612766,39,14,Hornets
1017,47,20,31,12,9.99,48,0,21401137,1610612755,17,127,f,4,2014,0,127,1610612766,39,15,Hornets
1018,51,23,37,24,9.99,50,2,21401155,1610612748,31,127,f,2,2014,0,127,1610612766,40,16,Hornets
1019,41,16,26,11,9.99,39,0,21401160,1610612761,15,127,f,2,2014,0,127,1610612766,40,12,Hornets
1020,42,18,21,17,9.99,57,2,21401176,1610612737,19,127,f,6,2014,0,127,1610612766,41,12,Hornets
1021,43,16,31,16,9.99,46,5,21401195,1610612765,12,127,f,4,2014,0,127,1610612766,36,11,Hornets
1022,42,19,17,10,9.99,56,1,21401202,1610612745,13,127,f,4,2014,0,127,1610612766,41,15,Hornets
1023,35,16,21,15,9.99,43,2,21401228,1610612761,12,127,f,0,2014,0,127,1610612766,36,14,Hornets
1024,41,18,0,0,9.99,50,1,21500008,1610612748,17,127,f,5,2015,0,127,1610612766,43,15,Hornets
1025,44,19,0,0,9.99,71,1,21500026,1610612737,25,127,f,11,2015,0,127,1610612766,44,17,Hornets
1026,46,14,32,18,9.99,61,0,21500039,1610612737,20,127,f,7,2015,0,127,1610612766,40,18,Hornets
1027,50,25,19,11,9.99,59,2,21500053,1610612741,20,127,f,6,2015,0,127,1610612766,41,22,Hornets
1028,47,29,21,13,9.99,64,2,21500072,1610612742,18,127,f,6,2015,0,127,1610612766,42,15,Hornets
1029,40,19,21,16,9.99,46,2,21500090,1610612759,21,127,f,3,2015,0,127,1610612766,33,15,Hornets
1030,37,17,35,17,9.99,55,3,21500111,1610612750,18,127,f,3,2015,0,127,1610612766,41,21,Hornets
1031,53,22,13,3,9.99,47,6,21500113,1610612752,14,127,f,6,2015,0,127,1610612766,31,13,Hornets
1032,48,14,35,17,9.99,66,1,21500132,1610612741,27,127,f,6,2015,0,127,1610612766,47,22,Hornets
1033,43,24,35,15,9.99,58,2,21500147,1610612757,12,127,f,9,2015,0,127,1610612766,40,17,Hornets
1034,45,21,36,13,9.99,65,2,21500162,1610612752,25,127,f,2,2015,0,127,1610612766,37,15,Hornets
1035,48,23,18,9,9.99,67,3,21500165,1610612751,18,127,f,4,2015,0,127,1610612766,32,16,Hornets
1036,42,21,37,25,9.99,56,3,21500178,1610612755,14,127,f,8,2015,0,127,1610612766,39,19,Hornets
1037,52,28,30,16,9.99,68,4,21500202,1610612758,19,127,f,9,2015,0,127,1610612766,46,21,Hornets
1038,50,23,11,5,9.99,74,2,21500215,1610612764,21,127,f,1,2015,0,127,1610612766,33,16,Hornets
1039,46,16,39,17,9.99,57,2,21500227,1610612739,17,127,f,2,2015,0,127,1610612766,34,17,Hornets
1040,32,14,43,20,9.99,60,1,21500246,1610612749,21,127,f,6,2015,0,127,1610612766,38,13,Hornets
1041,49,21,24,13,9.99,58,3,21500268,1610612744,31,127,f,4,2015,0,127,1610612766,45,14,Hornets
1042,39,16,42,18,9.99,70,4,21500292,1610612741,35,127,f,6,2015,0,127,1610612766,50,21,Hornets
1043,42,22,28,17,9.99,77,4,21500304,1610612765,23,127,f,3,2015,0,127,1610612766,42,14,Hornets
1044,50,25,23,13,9.99,61,1,21500320,1610612748,14,127,f,6,2015,0,127,1610612766,31,15,Hornets
1045,36,16,41,20,9.99,72,4,21500338,1610612763,17,127,f,6,2015,0,127,1610612766,42,23,Hornets
1046,42,17,31,19,9.99,72,0,21500345,1610612738,17,127,f,4,2015,0,127,1610612766,46,19,Hornets
1047,41,21,18,6,9.99,45,2,21500372,1610612753,18,127,f,7,2015,0,127,1610612766,38,15,Hornets
1048,45,15,27,13,9.99,78,3,21500383,1610612761,19,127,f,8,2015,0,127,1610612766,40,22,Hornets
1049,51,23,27,15,9.99,55,3,21500399,1610612764,33,127,f,7,2015,0,127,1610612766,42,16,Hornets
1050,32,14,31,19,9.99,43,3,21500415,1610612745,27,127,f,4,2015,0,127,1610612766,51,15,Hornets
1051,42,15,32,17,9.99,48,0,21500423,1610612738,24,127,f,7,2015,0,127,1610612766,39,14,Hornets
1052,34,11,61,25,9.99,74,5,21500443,1610612763,17,127,f,1,2015,0,127,1610612766,35,17,Hornets
1053,46,24,36,22,9.99,63,2,21500458,1610612747,15,127,f,1,2015,0,127,1610612766,43,19,Hornets
1054,46,24,20,11,9.99,43,1,21500474,1610612746,32,127,f,7,2015,0,127,1610612766,42,14,Hornets
1055,53,24,54,18,9.99,70,2,21500492,1610612761,26,127,f,4,2015,0,127,1610612766,32,10,Hornets
1056,47,17,29,10,9.99,49,1,21500497,1610612760,21,127,f,2,2015,0,127,1610612766,37,12,Hornets
1057,45,17,20,10,9.99,52,3,21500520,1610612744,18,127,f,6,2015,0,127,1610612766,41,21,Hornets
1058,46,20,22,9,9.99,51,0,21500533,1610612756,20,127,f,5,2015,0,127,1610612766,41,18,Hornets
1059,51,20,27,8,9.99,63,2,21500550,1610612746,18,127,f,3,2015,0,127,1610612766,33,11,Hornets
1060,39,12,24,10,9.99,55,2,21500563,1610612743,19,127,f,8,2015,0,127,1610612766,44,18,Hornets
1061,36,17,31,15,9.99,67,3,21500577,1610612737,24,127,f,3,2015,0,127,1610612766,46,19,Hornets
1062,40,21,37,16,9.99,61,1,21500598,1610612740,11,127,f,6,2015,0,127,1610612766,46,21,Hornets
1063,33,14,35,21,9.99,40,3,21500603,1610612749,34,127,f,12,2015,0,127,1610612766,54,19,Hornets
1064,52,23,30,19,9.99,77,6,21500616,1610612762,19,127,f,3,2015,0,127,1610612766,36,18,Hornets
1065,37,16,34,16,9.99,65,2,21500636,1610612760,19,127,f,5,2015,0,127,1610612766,44,18,Hornets
1066,56,23,0,0,9.99,41,0,21500645,1610612753,21,127,f,3,2015,0,127,1610612766,34,18,Hornets
1067,41,17,20,14,9.99,56,3,21500655,1610612752,17,127,f,3,2015,0,127,1610612766,41,11,Hornets
1068,47,15,46,27,9.99,65,0,21500674,1610612758,33,127,f,10,2015,0,127,1610612766,63,29,Hornets
1069,36,14,30,17,9.99,46,2,21500690,1610612762,16,127,f,4,2015,0,127,1610612766,32,11,Hornets
1070,45,21,34,14,9.99,51,3,21500705,1610612757,22,127,f,5,2015,0,127,1610612766,35,10,Hornets
1071,48,19,18,8,9.99,68,3,21500720,1610612747,30,127,f,6,2015,0,127,1610612766,48,17,Hornets
1072,40,25,23,17,9.99,64,2,21500735,1610612739,18,127,f,7,2015,0,127,1610612766,39,14,Hornets
1073,41,19,59,35,9.99,78,2,21500751,1610612748,12,127,f,4,2015,0,127,1610612766,40,17,Hornets
1074,44,20,24,15,9.99,55,4,21500761,1610612764,17,127,f,2,2015,0,127,1610612766,37,18,Hornets
1075,42,18,46,21,9.99,83,5,21500774,1610612741,14,127,f,6,2015,0,127,1610612766,38,17,Hornets
1076,55,30,47,26,9.99,68,1,21500789,1610612754,21,127,f,10,2015,0,127,1610612766,32,15,Hornets
1077,36,19,29,19,9.99,59,3,21500813,1610612749,19,127,f,3,2015,0,127,1610612766,50,18,Hornets
1078,47,25,45,26,9.99,68,3,21500827,1610612751,8,127,f,9,2015,0,127,1610612766,32,15,Hornets
1079,45,23,25,10,9.99,61,2,21500845,1610612739,15,127,f,5,2015,0,127,1610612766,31,14,Hornets
1080,41,18,23,15,9.99,50,1,21500861,1610612754,15,127,f,4,2015,0,127,1610612766,42,18,Hornets
1081,46,16,28,19,9.99,49,2,21500878,1610612737,21,127,f,6,2015,0,127,1610612766,35,11,Hornets
1082,51,25,34,17,9.99,75,3,21500891,1610612756,23,127,f,7,2015,0,127,1610612766,42,20,Hornets
1083,48,28,29,11,9.99,67,3,21500898,1610612755,16,127,f,3,2015,0,127,1610612766,33,12,Hornets
1084,39,17,23,11,9.99,59,0,21500912,1610612754,18,127,f,4,2015,0,127,1610612766,40,21,Hornets
1085,46,21,21,16,9.99,56,1,21500937,1610612750,16,127,f,6,2015,0,127,1610612766,44,20,Hornets
1086,37,20,27,18,9.99,66,5,21500950,1610612740,15,127,f,7,2015,0,127,1610612766,45,18,Hornets
1087,44,23,25,18,9.99,41,4,21500963,1610612765,14,127,f,8,2015,0,127,1610612766,39,19,Hornets
1088,45,24,53,29,9.99,65,1,21500975,1610612745,18,127,f,5,2015,0,127,1610612766,43,24,Hornets
1089,44,17,29,16,9.99,50,6,21500988,1610612742,13,127,f,4,2015,0,127,1610612766,32,15,Hornets
1090,57,26,17,9,9.99,62,2,21501004,1610612753,25,127,f,9,2015,0,127,1610612766,43,14,Hornets
1091,48,20,33,22,9.99,54,2,21501014,1610612748,18,127,f,5,2015,0,127,1610612766,38,20,Hornets
1092,46,21,38,11,9.99,54,2,21501028,1610612743,25,127,f,5,2015,0,127,1610612766,37,14,Hornets
1093,50,15,29,15,9.99,61,1,21501043,1610612759,31,127,f,2,2015,0,127,1610612766,37,20,Hornets
1094,46,25,37,20,9.99,56,2,21501052,1610612751,18,127,f,6,2015,0,127,1610612766,36,14,Hornets
1095,56,22,41,29,9.99,69,1,21501074,1610612765,18,127,f,4,2015,0,127,1610612766,37,15,Hornets
1096,43,22,36,20,9.99,58,2,21501089,1610612749,16,127,f,9,2015,0,127,1610612766,31,19,Hornets
1097,62,30,27,10,9.99,88,4,21501109,1610612755,14,127,f,6,2015,0,127,1610612766,25,8,Hornets
1098,50,23,32,20,9.99,74,4,21501128,1610612755,17,127,f,6,2015,0,127,1610612766,34,13,Hornets
1099,36,14,25,14,9.99,52,2,21501144,1610612739,18,127,f,8,2015,0,127,1610612766,40,20,Hornets
1100,51,18,33,17,9.99,59,1,21501156,1610612761,29,127,f,2,2015,0,127,1610612766,37,14,Hornets
1101,46,21,25,15,9.99,50,2,21501169,1610612752,21,127,f,6,2015,0,127,1610612766,44,21,Hornets
1102,44,22,34,18,9.99,73,2,21501178,1610612751,21,127,f,11,2015,0,127,1610612766,39,19,Hornets
1103,42,11,20,15,9.99,53,2,21501194,1610612764,16,127,f,3,2015,0,127,1610612766,39,17,Hornets
1104,39,20,48,20,9.99,76,2,21501205,1610612738,16,127,f,8,2015,0,127,1610612766,42,21,Hornets
1105,39,26,24,15,9.99,61,2,21501219,1610612753,14,127,f,5,2015,0,127,1610612766,47,21,Hornets
1106,43,22,36,23,9.99,50,2,41500121,1610612748,23,127,f,4,2015,0,127,1610612766,22,6,Hornets
1107,64,25,26,19,9.99,38,4,41500122,1610612748,35,127,f,1,2015,0,127,1610612766,25,13,Hornets
1108,56,24,37,15,9.99,75,1,41500123,1610612748,30,127,f,3,2015,0,127,1610612766,34,11,Hornets
1109,50,20,25,13,9.99,55,2,41500124,1610612748,16,127,f,2,2015,0,127,1610612766,25,10,Hornets
1110,48,18,36,19,9.99,67,2,41500125,1610612748,16,127,f,5,2015,0,127,1610612766,36,15,Hornets
1111,53,26,32,17,9.99,43,2,41500126,1610612748,18,127,f,2,2015,0,127,1610612766,23,6,Hornets
1112,41,9,36,28,9.99,59,1,41500127,1610612748,17,127,f,2,2015,0,127,1610612766,43,18,Hornets
1113,48,26,55,27,9.99,71,2,21600008,1610612749,30,127,f,11,2016,0,127,1610612766,41,14,Hornets
1114,52,18,51,19,9.99,77,1,21600022,1610612748,29,127,f,6,2016,0,127,1610612766,40,17,Hornets
1115,42,22,28,12,9.99,61,4,21600027,1610612738,17,127,f,5,2016,0,127,1610612766,37,10,Hornets
1116,38,18,27,17,9.99,65,3,21600056,1610612755,21,127,f,4,2016,0,127,1610612766,41,21,Hornets
1117,47,19,24,14,9.99,66,2,21600072,1610612751,18,127,f,9,2016,0,127,1610612766,39,17,Hornets
1118,39,23,17,9,9.99,67,2,21600095,1610612754,9,127,f,8,2016,0,127,1610612766,45,18,Hornets
1119,46,22,23,11,9.99,62,2,21600108,1610612762,10,127,f,7,2016,0,127,1610612766,36,16,Hornets
1120,50,22,28,19,9.99,70,1,21600123,1610612761,30,127,f,4,2016,0,127,1610612766,43,16,Hornets
1121,54,18,30,10,9.99,57,1,21600140,1610612739,20,127,f,5,2016,0,127,1610612766,41,18,Hornets
1122,42,25,31,13,9.99,61,2,21600155,1610612750,10,127,f,8,2016,0,127,1610612766,38,18,Hornets
1123,51,23,22,10,9.99,62,3,21600174,1610612737,19,127,f,6,2016,0,127,1610612766,39,14,Hornets
1124,59,24,28,13,9.99,69,1,21600185,1610612740,23,127,f,7,2016,0,127,1610612766,38,16,Hornets
1125,43,20,29,17,9.99,50,2,21600201,1610612763,17,127,f,6,2016,0,127,1610612766,30,10,Hornets
1126,56,28,17,11,9.99,53,2,21600213,1610612759,26,127,f,4,2016,0,127,1610612766,33,17,Hornets
1127,57,25,34,20,9.99,69,2,21600228,1610612752,32,127,f,6,2016,0,127,1610612766,36,18,Hornets
1128,45,20,34,13,9.99,82,3,21600241,1610612752,29,127,f,3,2016,0,127,1610612766,35,15,Hornets
1129,42,18,27,10,9.99,67,3,21600257,1610612763,19,127,f,10,2016,0,127,1610612766,40,18,Hornets
1130,45,15,29,15,9.99,60,0,21600260,1610612765,11,127,f,5,2016,0,127,1610612766,33,16,Hornets
1131,46,26,23,9,9.99,53,7,21600276,1610612742,19,127,f,6,2016,0,127,1610612766,28,9,Hornets
1132,53,20,48,22,9.99,77,4,21600292,1610612750,31,127,f,6,2016,0,127,1610612766,48,24,Hornets
1133,48,26,24,14,9.99,70,2,21600312,1610612742,17,127,f,2,2016,0,127,1610612766,31,14,Hornets
1134,54,22,33,22,9.99,68,5,21600321,1610612765,15,127,f,2,2016,0,127,1610612766,34,8,Hornets
1135,47,23,21,12,9.99,72,6,21600337,1610612753,16,127,f,4,2016,0,127,1610612766,38,18,Hornets
1136,45,21,16,13,9.99,42,3,21600349,1610612739,26,127,f,8,2016,0,127,1610612766,41,18,Hornets
1137,52,19,25,12,9.99,54,1,21600361,1610612754,25,127,f,4,2016,0,127,1610612766,32,9,Hornets
1138,36,20,35,22,9.99,43,2,21600375,1610612764,16,127,f,6,2016,0,127,1610612766,38,18,Hornets
1139,58,18,37,21,9.99,54,2,21600391,1610612738,36,127,f,5,2016,0,127,1610612766,40,14,Hornets
1140,49,26,37,23,9.99,65,2,21600401,1610612737,14,127,f,6,2016,0,127,1610612766,39,17,Hornets
1141,51,23,27,12,9.99,53,4,21600419,1610612747,38,127,f,7,2016,0,127,1610612766,43,20,Hornets
1142,55,29,40,17,9.99,71,1,21600442,1610612741,23,127,f,6,2016,0,127,1610612766,29,8,Hornets
1143,59,29,30,15,9.99,53,1,21600463,1610612751,27,127,f,5,2016,0,127,1610612766,35,15,Hornets
1144,45,27,20,15,9.99,65,4,21600477,1610612753,21,127,f,6,2016,0,127,1610612766,39,19,Hornets
1145,59,22,37,20,9.99,70,5,21600486,1610612748,33,127,f,3,2016,0,127,1610612766,34,14,Hornets
1146,49,31,31,18,9.99,56,5,21600505,1610612739,21,127,f,6,2016,0,127,1610612766,29,9,Hornets
1147,53,23,35,18,9.99,61,2,21600517,1610612741,16,127,f,7,2016,0,127,1610612766,30,18,Hornets
1148,47,23,42,21,9.99,59,6,21600529,1610612760,19,127,f,4,2016,0,127,1610612766,33,14,Hornets
1149,39,19,26,10,9.99,67,4,21600558,1610612759,19,127,f,3,2016,0,127,1610612766,36,11,Hornets
1150,15,6,0,0,2.57,7,0,21600574,1610612745,5,2,f,0,2016,0,25,1610612766,0,0,Hornets
1151,52,18,18,10,9.99,50,5,21600593,1610612755,27,127,f,4,2016,0,127,1610612766,33,10,Hornets
1152,53,22,24,12,9.99,53,3,21600618,1610612738,25,127,f,8,2016,0,127,1610612766,33,16,Hornets
1153,40,17,36,9,9.99,75,1,21600629,1610612757,12,127,f,1,2016,0,127,1610612766,47,24,Hornets
1154,45,21,26,16,9.99,58,3,21600642,1610612761,22,127,f,5,2016,0,127,1610612766,35,19,Hornets
1155,37,16,25,11,9.99,65,4,21600652,1610612751,13,127,f,4,2016,0,127,1610612766,45,23,Hornets
1156,47,19,21,16,9.99,43,4,21600665,1610612764,29,127,f,6,2016,0,127,1610612766,43,16,Hornets
1157,58,26,20,13,9.99,44,1,21600687,1610612744,26,127,f,9,2016,0,127,1610612766,34,12,Hornets
1158,51,22,29,12,9.99,66,2,21600699,1610612752,23,127,f,4,2016,0,127,1610612766,39,18,Hornets
1159,33,19,31,20,9.99,45,3,21600704,1610612758,13,127,f,8,2016,0,127,1610612766,42,17,Hornets
1160,48,19,44,21,9.99,76,3,21600728,1610612757,18,127,f,8,2016,0,127,1610612766,35,14,Hornets
1161,45,20,28,15,9.99,66,1,21600741,1610612744,17,127,f,9,2016,0,127,1610612766,43,19,Hornets
1162,48,20,22,16,9.99,69,4,21600760,1610612762,10,127,f,3,2016,0,127,1610612766,34,15,Hornets
1163,59,25,28,20,9.99,50,2,21600779,1610612751,19,127,f,7,2016,0,127,1610612766,43,15,Hornets
1164,41,19,31,21,9.99,58,0,21600794,1610612745,20,127,f,4,2016,0,127,1610612766,44,18,Hornets
1165,47,19,34,21,9.99,49,2,21600808,1610612746,28,127,f,7,2016,0,127,1610612766,39,18,Hornets
1166,39,16,34,19,9.99,48,2,21600821,1610612755,15,127,f,5,2016,0,127,1610612766,39,18,Hornets
1167,39,19,28,11,9.99,67,1,21600837,1610612761,16,127,f,9,2016,0,127,1610612766,37,13,Hornets
